Page ID,Page name,Disclaimer,Amount spent (ZAR)
136956534616,Times LIVE,TimesLIVE,149
178713262328364,DA KZN,Democratic Alliance,142
446648162438519,Thisisacumen,Acumen Media Management,≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
478479492268974,Sunday Times ZA,Sunday Times,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
2145594122138312,Action Society,Action Society,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
105328907855267,Sarah Chen-Spellings,These ads ran without a disclaimer,≤100
98673036962,ROLDA,These ads ran without a disclaimer,≤100
1442286572460668,Inside Education,Inside Education,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
124109327256894,Dra. Ângela Pistão,These ads ran without a disclaimer,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
108096858922548,The People's Movement,The People's Movement,≤100
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100
1271402709601865,HEALA,HEALA,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
115864538089777,Dear SA - Have Your Say,These ads ran without a disclaimer,≤100
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign 2024,Sipho Pienaar Malapane,≤100
105577705811527,Bwnceofficial,These ads ran without a disclaimer,≤100
144985128871748,City of Cape Town,City of Cape Town,≤100
102265308016316,Al Jama-ah,Al Jama-ah,≤100
109374997915302,Mayor Geordin Hill-Lewis,Mayor Geordin Hill-Lewis,≤100
109000355184790,Black Girls Shred,These ads ran without a disclaimer,≤100
266790296879,Bloomberg,These ads ran without a disclaimer,≤100
111132794348779,That Happened,These ads ran without a disclaimer,≤100
19746387261,Humane Society International,These ads ran without a disclaimer,≤100
