Page ID,Page name,Disclaimer,Amount spent (JPY)
651455718373362,ハイクラスに特化した転職支援『転機』,These ads ran without a disclaimer,27992
197770137236410,日本維新の会,日本維新の会,20593
1904070096535109,スマート選挙,株式会社センキョ,7441
475681929154100,国連UNHCR協会,国連UNHCR協会,5868
108954555045499,町田てるよし後援会,町田てるよし後援会,4743
109780572031538,洞口さとし,船橋市政と子育て世代の会,2843
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,1129
101240719544967,政経学修会,政経学修会,1002
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,766
341085439782585,富田けんじ（立憲民主党＠練馬）,Kenji Tomita,736
450923665041182,めちゃコミック（めちゃコミ）,These ads ran without a disclaimer,695
738107079610782,Yomjom,These ads ran without a disclaimer,494
103914976352692,選挙ドットコム,イチニ株式会社,437
108303615385711,Long Tokyo Hỗ Trợ Đăng Kí Điện Thoại Tại Nhật Bản,These ads ran without a disclaimer,393
2191273960909166,前小山町長　込山正秀後援会,前小山町長　込山正秀後援会,295
107190895491621,大富豪の投資術 Investment College,These ads ran without a disclaimer,279
1589376521307736,飯田まさなり／平塚市食育推進会議委員,飯田まさなり／平塚市食育推進会議委員,245
428707860616752,文京区議会議員えびさわけいこ,えびさわけいこ事務所,193
100687931838617,工務店ミュージアム,These ads ran without a disclaimer,172
651801698258818,NewsTV,NewsTV,154
333132350224969,わたなべひろとしを応援する東京都中央区区民の会,Joichi Saito,≤100
1454796194806512,文京区議会議員 海津 敦子 かいづあつこ,海津敦子,≤100
1407941346087379,自民党遊説局,自民党遊説局,≤100
195891890545160,株式会社　菅原工務店,These ads ran without a disclaimer,≤100
286961748136968,目黒区議会議員　河野陽子,Yoko Kono,≤100
104533215755145,ZOE_Japan,ZOE Japan,≤100
1328197543934933,手話フレンズ,These ads ran without a disclaimer,≤100
435250336532462,財界さっぽろ,Daisuke Shimizu,≤100
676655469036670,松下政経塾,松下政経塾,≤100
289931618238873,法輪功は素晴らしいですが、なぜ迫害されたのか,Luu Nga,≤100
417070411688022,新日本法規出版,These ads ran without a disclaimer,≤100
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,≤100
175812309668726,リスジョブ,These ads ran without a disclaimer,≤100
101582632214185,Lab Beauty,These ads ran without a disclaimer,≤100
107882464376081,九州地域間連携推進機構株式会社,These ads ran without a disclaimer,≤100
109755664976719,Ginger's Notebook,These ads ran without a disclaimer,≤100
177298008978236,HIP,These ads ran without a disclaimer,≤100
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100
