Page ID,Page name,Disclaimer,Amount spent (IDR)
101350709331663,Golkar 2024,Yayasan Golkar Institut SPKP,2025774
23383061178,Prabowo Subianto,indonesia Adil makmur,690962
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,292127
102793242742002,Jaksapedia,JAKSAPEDIA,75909
111864151754055,Esensi TV,Esensi Tv,56900
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,50532
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,38948
107600565668590,Munafri Arifuddin,Yayasan Golkar Institute,38803
104844282389488,Kelas Digital Marketing,Kelas Digital Marketing,23377
106918395489616,Golkar Institute SPKP,Yayasan Golkar Institut SPKP,22019
1547369918837496,Zulkifli Hasan,Media Center PAN,17194
106690092440342,Pemilu KIT,Ramdan Casmara,13249
104427162506872,Fakta Anies,Fakta Anies,10080
105903795626960,Ruangcuan.com,Ruangcuan.com,9518
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,7461
173776079818775,Saiful Mujani,Saidiman,7201
101674375744514,Media Cuan,Ipta Apipah,6320
160355148441,Tempo Media,TEMPO,6154
108132042285089,Erwin Aksa,Yayasan Golkar Institute,5695
615278595537091,SimCaleg - Aplikasi Pemilihan Legislatif,SimCaleg - Aplikasi Pemilihan Legislatif,4490
582402568517453,Coretan Kehidupan,Coretan Kehidupan,3674
100114991780678,Desain Template Pro,Desain Template Pro,3581
108156498584853,Tetap Puan,Marabunta Family Cyber,3504
100159712647702,Fakta Anies Baswedan,Fakta Anies Baswedan,3314
116715223517954,YouSee Indonesia,YouSee Indonesia,2998
1620632751542044,Isyana Bagoes Oka,Partai Solidaritas Indonesia,2885
39253583478,PDI Perjuangan,PDI Perjuangan,2693
102635291884233,Majalah Tempo,TEMPO,2579
2226767280926469,Puteri Anetta Komarudin,Puteri Anetta Komarudin,2476
106287625764574,Teman Dito,Barry Eko Lesmana,2421
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,2138
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,1939
454443728018581,Darmansyah Husein,Ilman Nafian,1783
366143080610045,Kelas Online Membuat Website,KelasMaster.id,1748
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,1693
104830667806476,Melihat Indonesia,Melihat Indonesia,1540
104899195891472,Berita Ganjar Pranowo,Ganjar Nusantara Indonesia,1462
106919112303644,Jasa Pembuatan Video,Jasa Pembuatan Video,1427
100623822560740,Lintas Topik Anies,Lintas Topik Anies,1384
101228692503239,Opini Publik,Opini Publik,1308
102791229290192,Caleg Stater Kit,Caleg Stater Kit,1287
109083348423534,Untuk Rakyat,Muhammad Miftakhunnaim,1267
102656349157647,Tugimanisme,Tugimanisme,952
40841178757,Elnino Mohi,Elnino Mohamad Husein Mohi,945
349963858704476,Komit Digital,Komit Digital,909
101866128977837,Belajar Pemilu,Muhammad Basir,897
103581752405141,Sobar Harahap,Sobar Harahap,868
101403669397488,Nikmatul Sugiyarto,Nikmatul Sugiyarto,814
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,751
102273039070802,Info Terkini,Muhammad Miftakhunnaim,691
105078282583947,Rumah Kita Korsel,Ganjar Nusantara Indonesia,688
100359258525418,Pemulihan Lebih Baik,Muhammad Miftakhunnaim,666
312490859193724,mensbatik,Bayu Setayudha,657
103301445622409,Aksi Tanggap Anies,Aksi Tanggap Anies,648
118734481202493,Prihati Utami,Dwi Wantoro,585
102326656218697,Relawan INDI,These ads ran without a disclaimer,579
112417251582480,APEL - Aplikasi Pemenangan Eksekutif & Legislatif,APEL - Aplikasi Pemenangan Eksekutif & Legislatif,560
102992659323593,Komit Studio,Komit Studio,538
102626198026698,Rika Sudjiman,Juniar Dwi Harianto,535
303339530017265,Huawei For Indonesia,Wonny Nur Rimba Utami,508
112121101796090,Opini 2024,Opini 2024,502
110368964786452,Kemajuan Bersama,Muhammad Miftakhunnaim,467
110952238516382,Kiki Daliyo,Kiki Daliyo,424
104843487722931,Portal Islam id,Portal Islam ID,412
102497641558430,Indonesia Tolak HOAX,Muhammad Miftakhunnaim,321
108571334357297,Melangkah Lebih Baik,Muhammad Miftakhunnaim,262
197545083607941,Harian Kompas,Harian Kompas,259
108695584343029,Baik Untuk Kita,Muhammad Miftakhunnaim,241
108482345585973,Warkop Giti,These ads ran without a disclaimer,231
109793991710079,Jane Natalia Suryanto,Jane Natalia Suryanto,180
106524371346347,NTBSATU.com,NTBSATU.com,168
106004407402000,Cakap Politik,Cakap Politik,155
110100218339060,Wahai Ibu Pertiwi,Muhammad Miftakhunnaim,108
103830979397345,lembuirenq,These ads ran without a disclaimer,104
273454719936085,"Yohanis Fransiskus Lema, S.IP, M.Si","Yohanis Fransiskus Lema, S.IP, M.Si",101
102176125918052,Sahabat Jane,Sahabat Jane,≤100
212811572075740,Pemerintah Kota Malang,Ayu Fitria Mandarasari,≤100
106847435697504,Hanry Sulistio,These ads ran without a disclaimer,≤100
116472660226900,putriabner,These ads ran without a disclaimer,≤100
112811807976569,skep.dian.istiqomah,These ads ran without a disclaimer,≤100
115139881566445,Gerald Milhan Nahuway,Gerald Milhan Nahuway,≤100
107785638177308,Laurentia,Andri Hartoyo,≤100
1452232881531908,UNICEF East Asia & Pacific,These ads ran without a disclaimer,≤100
101858356227673,Fluid Centre UMP,These ads ran without a disclaimer,≤100
