Page ID,Page name,Disclaimer,Amount spent (SEK)
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,6591
126567104406,Hyresgästföreningen,Hyresgästföreningen,5422
59324455950,UNICEF Sverige,UNICEF Sverige,3558
72659261793,Rädda Barnen,Rädda Barnen,3321
236879092476,Håll Sverige Rent,Håll Sverige Rent,2603
608975645850217,Vattenfall,Vattenfall Sverige,2462
95735961890,Greenpeace Sverige,Greenpeace Sverige,2171
111630258867610,Röda Korset,Röda Korset,2135
382243262003,Plan International Sverige,Plan International Sverige,2094
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),1980
122854408319,Hjärt-Lungfonden,Hjärt-lungfonden,1893
151159271594797,Systembolaget,Systembolaget,1847
109886133732943,RESCUE - Sverige,RESCUE - Sverige,1639
369582590803,Dagens ETC,ETC-tidningarna,1585
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,1466
161213770567846,Operation Smile Sverige,Operation Smile Sverige,1347
162985227114132,Skellefteå Kraft,Skellefteå Kraft,1139
205373616736,Avfall Sverige,Avfall Sverige,997
186513678039755,Fortum,Fortum Sverige,884
643137272398136,Sverige för UNHCR,Sverige för UNHCR,835
18880778360,ActionAid Sweden,ActionAid Sweden,751
122074554119,EU Social,EU Social,693
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,657
101341883359561,Matsmart Sverige,Matsmart,655
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,643
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,604
153270724787,Amnesty International Sverige,Amnesty International Sverige,572
133867976608,Naturskyddsföreningen,Naturskyddsföreningen,565
193309030695120,UR,UR,527
223302541061447,Nema Problema,Nema Problema,498
314872662206,Ekonomifakta,Ekonomifakta,447
379686162129542,Svea Bank,Svea Ekonomi,417
150057951690751,OKQ8,OKQ8,410
630606087010683,Sverigedemokraterna Solna,SD Solna,407
