Page ID,Page name,Disclaimer,Amount spent (ILS)
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,768
237683826350051,איילת שקד - Ayelet Shaked,איילת שקד - Ayelet Shaked,697
401687276639883,רז קינסטליך - ראש עיריית ראשון לציון,רז קינסטליך - ראש עיריית ראשון לציון,691
360579527982726,מחאת הגלימות השחורות,מחאת הגלימות השחורות,690
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",638
107217383988190,מגזין אפוק,Epoch Magazine,516
248723598607259,ארגון בזכות,Bizchut,372
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,303
204780362875106,מקור ראשון,מקור ראשון,280
325131448440639,מפלגת נעם,מפלגת נעם,260
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,232
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",230
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ,223
1073548259341247,לובי 99,לובי 99,187
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,185
182916765074767,אדם טבע ודין,אדם טבע ודין,184
104743111658191,Ron Ben Shushan,רון בן שושן,174
205544429526773,תג מאיר: אור במקום טרור,תג מאיר: אור במקום טרור,164
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,163
849824028408565,תנועת אם תרצו,תנועת אם תרצו,161
604890186681585,מור ויצמן,Mor Weitzman,149
790149967713981,דרכנו,דרכנו,147
111177802287614,Begin Center | מרכז מורשת מנחם בגין,Begin Center | מרכז מורשת מנחם בגין,141
129709433742187,Shalem College - המרכז האקדמי שלם,Shalem College - המרכז האקדמי שלם,140
2397304340492953,מטה הבטיחות בענף הבנייה,הקרן לעידוד ולפיתוח ענף הבנייה,137
472693929419351,עיריית כפר יונה,עיריית כפר יונה,132
152085828178149,كل العرب,Nimer Sulieman,131
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,121
172654247853282,Shenhav musanbar,Shenhav Musanbar,117
206692749419285,עיריית ראשון לציון,These ads ran without a disclaimer,116
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,עמותת מפרקים צעירים,112
103183301914371,כוח של אמא,Nataly Milner,106
356859544473040,קירות שקופים,רועי שפרניק,104
1662907067255622,איגוד הגז הטבעי,Unik,102
2006017239720182,שחרור מוחלט,רועי שפרניק,≤100
94258847306,האגודה לזכויות האזרח בישראל,האגודה לזכויות האזרח בישראל,≤100
100301088671913,Tal Hershkovitz,Tal Hershkovitz,≤100
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,≤100
124894077550811,ישראל חופשית,ישראל חופשית,≤100
574030775948002,Ohr Torah Stone - אור תורה סטון,Ohr Torah Stone - אור תורה סטון,≤100
116563891775107,עיריית פתח תקוה,עיריית פתח תקוה,≤100
108787681841168,רישיון נשק בקליק,Michael Michel Levi,≤100
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,≤100
104728241521436,האגודה לתרבות הדיור,האגודה לתרבות הדיור,≤100
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,≤100
106836891775374,אסנת ספורטה - Osnat Saporta,אסנת ספורטה - Osnat Saporta,≤100
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,≤100
206692749419285,עיריית ראשון לציון,Debby&Ron LTD,≤100
101600712771452,ענבל חרמוני,ענבל חרמוני,≤100
361464970647064,זהר בלום,זהר בלום,≤100
468634849844348,עיריית אור יהודה,עיריית אור יהודה,≤100
363179820365917,עיריית כפר סבא,עיריית כפר סבא,≤100
103851895179872,אמהות לביאות,Nataly Milner,≤100
100849682799685,לתינוק הקטן,Omri Saada,≤100
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,≤100
156725471013811,כרמל פלור דיזיין Carmel Floor Design,כרמל פלור דיזיין Carmel Floor Design,≤100
161096657252221,שוברים שתיקה,שוברים שתיקה,≤100
534335679927121,מועצה אזורית עמק חפר,מועצה אזורית עמק חפר,≤100
1395918227341473,עיריית חדרה,עיריית חדרה,≤100
102876582053465,"עו""ד צביקה וישנגרד - חבר מועצת העיר פתח תקווה","עו""ד צביקה וישנגרד",≤100
421210797920379,מועצה אזורית בנימין,מועצה אזורית בנימין,≤100
193264714026809,Emunah אמונה,ארגון אמונה,≤100
729576840528277,עדי אביני - סגן ראש עיריית ראש העין,Dikla Shahaf,≤100
1429610370619240,פרו אסטרטגיה - Pro Strategy,פרו אסטרטגיה,≤100
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",≤100
190032861033009,השומר החדש,השומר החדש,≤100
194200557275526,לשכת העיתונות הממשלתית,לשכת העיתונות הממשלתית,≤100
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",≤100
2129434357371772,רם בן ברק - Ram Ben Barak,רם בן ברק - Ram Ben Barak,≤100
401082636658821,איגוד ערים לאיכות הסביבה שרון - כרמל,איגוד ערים שרון כרמל,≤100
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",≤100
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,≤100
562450883897655,פורום דב לאוטמן - לוקחים את החינוך בידיים,פורום דב לאוטמן - לוקחים את החינוך בידיים,≤100
403470203161681,"קרן רש""י - Rashi Foundation","קרן רש""י לצמצום פערים חברתיים",≤100
280542409315,יד יצחק בן-צבי,יד יצחק בן-צבי,≤100
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,≤100
489585357777964,"המאירי - עורכי דין ונוטריון - משרד הביטחון נכי צה""ל","המאירי - עורכי דין ונוטריון - משרד הביטחון נכי צה""ל",≤100
107926607591864,זוּלת - לשוויון וזכויות אדם,זוּלת - לשוויון וזכויות אדם,≤100
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,≤100
104222621115858,הביטחוניסטים,הביטחוניסטים,≤100
1506163609667780,שקוף - גוף התקשורת של הציבור,שקוף,≤100
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,≤100
248660961864475,שחרית | سحرية | Shaharit,שחרית | سحرية | Shaharit,≤100
104783631865965,תלם,קרן ברל כצנלסון,≤100
389976174446991,"פרידמן יקותיאל אינגביר עורכי דין מומחים לתמ""א 38",Yifat Hazan,≤100
501178966564217,פורום קהלת Kohelet Forum,פורום קהלת Kohelet Forum,≤100
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,≤100
213801788683219,עיריית ראש העין,עיריית ראש העין,≤100
190496434307366,חירייה | המרכז לחינוך סביבתי | Hiriya,חירייה - המרכז לחינוך סביבתי,≤100
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,≤100
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,≤100
548894211951595,פורום חברות הקדישא,Unik,≤100
2241550506131359,שמואל בוקסר,Shmuel Boxer,≤100
767262423350854,פורום הדיור הציבורי,Danny Gigi,≤100
256546887847232,עיריית רמת גן,עיריית רמת גן,≤100
291808504292893,מתנת חיים - השתלות כליה,מתנת חיים,≤100
105073575118245,מצילים את הצין,מצילים את הצין,≤100
192242644687256,גל לנצ'נר חבר המועצה בגבעת שמואל,Gal Lenchner,≤100
1372218169585611,"איתי מתיתיהו - סגן ראש עיריית ראשון לציון, מחזיק תיק הצעירים והנוער",Itay Matityahu,≤100
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",≤100
137449656335533,Amnesty International Israel,Amnesty International Israel,≤100
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,≤100
717156685055452,תנופה בקהילה-Tenufa Bakehila,תנופה בקהילה,≤100
994811120638154,כרם נבות كرم نابوت,כרם נבות كرم نابوت,≤100
271404389601060,Yaakov Hagoel - יעקב חגואל,Yaakov Hagoel - יעקב חגואל,≤100
106801758928583,המזרח התיכון - סיקור כלי התקשורת במדינות ערב,Danel Salim,≤100
102371638090830,רדיקל,רדיקל - בית לרעיונות,≤100
1197610913585169,אורנה ברביבאי - Orna Barbivay,Or Ben Dori,≤100
2145340712350945,נעמה לזימי - Naama Lazimi,נעמה לזימי - Naama Lazimi,≤100
126099790738165,אנימלס,אנימלס,≤100
100150135880863,תכלית - המכון למדיניות ישראלית,Tachlith,≤100
108548678391085,מצעד החיים,הירואיק מדיה,≤100
106288685642634,אל תשליכני לעת זקנה,אופירה ארכוני,≤100
104335504350632,כרמים - המינהלת להתחדשות עירונית פתח תקווה,כרמים,≤100
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,≤100
340069009019,ice אייס,ice אייס,≤100
112910535448250,תנועת רגבים,תנועת רגבים,≤100
100364191595090,הדסה - המרכז הרפואי של סוכני הביטוח,בית חולים הדסה,≤100
306884712838280,עקיבא - Akiva,These ads ran without a disclaimer,≤100
645460249284616,דינמיקלאס - DynamiClass,DynamiClass,≤100
1619338854980208,יוסי דגן,המועצה האיזורית שומרון,≤100
503274483198404,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,≤100
563018707177711,בידינו - למען הר הבית Beyadenu - Returning to the Temple Mount,בידינו - למען הר הבית Beyadenu - Returning to the Temple Mount,≤100
390078575091,"עמותת בית חם - לטיפול, שיקום ושילוב משמעותי בקהילה",בית חם,≤100
139320722917886,מרכז יצחק רבין,מרכז יצחק רבין,≤100
101545285387643,Beegreen ביגרין  - קירות ירוקים,Haim Dilaroza,≤100
221429664638160,קדמה,קדמה,≤100
98673036962,ROLDA,These ads ran without a disclaimer,≤100
104063512343698,להדליק את האור,מעיין דאר מנחם,≤100
166981530486600,The Jewish People Policy Institute - JPPI,The Jewish People Policy Institute,≤100
2036461326389031,Nir A. Cohen,Nir A. Cohen,≤100
775262769219310,עודד פורר - Oded Forer,עודד פורר - Oded Forer,≤100
502582240109636,שומרי הבית,שומרי הבית,≤100
1034509719896684,המכון החרדי למחקרי מדיניות,מכון החרדי למחקרי מדיניות,≤100
110897178941008,מרכז אדוה,מרכז אדוה,≤100
108433902545902,Geneva Initiative,יוזמת ז'נבה,≤100
197861515565,שתיל - شتيل - Shatil,שתיל - Shatil,≤100
507647555954176,Boaz Toporovsky - בועז טופורובסקי,yesh atid,≤100
123065247744905,ידיעות ספרים שאוהבים,אבי קראוס,≤100
153028785566305,Parents Against Child Detention הורים נגד מעצרי ילדים,Parents Against Child Detention הורים נגד מעצרי ילדים,≤100
259585924100042,Regavim,Regavim,≤100
198917210119704,שלום עכשיו,שלום עכשיו,≤100
100978407934166,תנועה ישראלית,Israeli Movement,≤100
270133532996654,בית פרת - מדרשה ישראלית,בית פרת - מדרשה ישראלית,≤100
248788905529463,Детали / новости Израиля,Детали / новости Израиля,≤100
100551646021298,Gualberto,These ads ran without a disclaimer,≤100
541467762720694,Shimon Sheves שמעון שבס,Shimon Sheves,≤100
676336439165235,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,≤100
154698021323966,יוזמות אברהם  مبادرات  ابراهيم,יוזמות אברהם مبادرات ابراهيم,≤100
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",≤100
1443071125939789,שיחה מקומית,שיחה מקומית,≤100
666263786873603,Kerem Navot - Naboth’s Vineyard,Kerem Navot - Naboth’s Vineyard,≤100
112791015410812,Danny Danon - דני דנון,Danny Danon - דני דנון,≤100
179034435458425,פנאי העיר חדרה,פנאי העיר חדרה,≤100
115286055016,Life & Environment - חיים וסביבה,Life & Environment,≤100
1828669360700280,דרך שירה בנקי - shira banki's way,Shira Banki's way,≤100
227073477334754,אופיר שפיגל - יחסי ציבור,אופיר שפיגל תקשורת וקשרי ממשל,≤100
136456246407342,לשכת סוכני ביטוח,Tal Sanderoni,≤100
453013131383512,הקשת הדמוקרטית המזרחית,The Mizrahi Democratic Rainbow - New Discourse,≤100
100319168743581,אקולוגז - Ecologz,קומפוסט אור,≤100
519587265446919,יוראי להב הרצנו - Yorai Lahav Hertzanu,Yorai Lahav Hertzanu,≤100
121181764576038,ORT Israel - אורט ישראל,Ort Israel,≤100
1578176972413229,Yoav Kisch - יואב קיש,Yoav Kisch,≤100
551688281583235,יד לוי אשכול - Yad Levi Eshkol,"אסטרטג טכנולוגיות בע""מ",≤100
101189288896863,לבבי - דפיברילטור להצלת חיים מדום לב בבית,לבבי,≤100
1230703323658792,מרכזים לצדק חברתי,מרכזים לצדק חברתי,≤100
100585238528895,לובי המיליון,One Million Lobby לובי המיליון,≤100
169981156569,B'Tselem בצלם,B'Tselem בצלם,≤100
111604720373428,הפורום הישראלי למשפט וחירות,הפורום הישראלי למשפט וחירות,≤100
1688331334713474,Tatyana Rovinskaya,Tatyana Rovinskaya,≤100
474051222631952,Think&Drink Different,Think&Drink Different,≤100
329446493751839,עיריית רעננה,עיריית רעננה,≤100
187593668082497,התאחדות המלאכה והתעשיה - אנחנו כאן בשבילך,התאחות המלאכה והתעשיה,≤100
110821828384455,Golobev Albert,Waleed Kablan,≤100
103318245674813,שווה בשווה- ikuli kuli,עולים ביחד,≤100
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,≤100
104984005680662,משמר הראיסים,משמר הראיסים מאת דוד סוויסה,≤100
1610936952457264,המכללה לפיננסים וביטוח,Tal Sanderoni,≤100
877405719007268,מכון ארגמן ללימודים שמרניים,מכון ארגמן,≤100
203379449685023,לוחמים לשלום,לוחמים לשלום,≤100
419775084744415,Ayn Rand Center Israel,THE OBJECTIVIST FREEDOM CENTER LTD (CC),≤100
1354359724719468,"הסתדרות המעו""ף","הסתדרות המעו""ף",≤100
107114480630055,מוטי גלוסקה - מחקרי ביטחון ואסטרטגיה,מוטי גלוסקה - מחקרי ביטחון ואסטרטגיה,≤100
105903455474742,המרכז ליהדות ומדינה  - Judaism and state policy center  - JSPC,המרכז ליהדות ומדינה  - Judaism and state policy center  - JSPC,≤100
284842737603,Yesh Din  ييش دين  יש דין,יש דין ארגון מתנדבים לזכויות אדם,≤100
1703268633265805,"משרד עו""ד איתי הכהן",Yifat Hazan,≤100
185551421467940,אלה שינפלד - משרד עורכי דין,Yifat Hazan,≤100
563799703686978,Israël Magazine,Laurent Darmon,≤100
114501578583315,סינמטק תל אביב,Cinematheque Tel Aviv,≤100
101611749105954,Либерально-Религиозные,Leonid Sliosberg,≤100
243941715737870,אורית סטרוק- orit strouk,אורית סטרוק,≤100
335399036546914,ישראל כ״ץ - Israel Katz,Felicia Fygel Mualem,≤100
119373658139954,Friedrich-Ebert-Stiftung Israel,Friedrich Ebert Stiftung Israel,≤100
947714705265418,"אילן גבע, עורך דין",Yifat Hazan,≤100
104778204917773,ייעוץ וליווי ברכישת רכב אוטו-מאצ',ייעוץ וליווי ברכישת רכב אוטו-מאצ',≤100
425125127838975,צריך עיון,iyun,≤100
113588643412367,זהות - החיפוש אחר עתיד טוב יותר לישראל,Emanuel Shahaf,≤100
332750350674,עמק שווה - Emek Shaveh,עמק שווה - Emek Shaveh,≤100
281704685281808,Ilan Glaser & Co Law Offices,Yifat Hazan,≤100
2210038662656898,איגוד התאגידים העירוניים ברשויות המקומיות,Jonathan Holt,≤100
110636571294391,المنبر - הבימה,Search for Common Ground,≤100
164934630690102,החברה לפיתוח הגליל,"פיתוח הגליל- מג""ע",≤100
529447160443258,ארגון הקבלנים והבונים,Tal Sanderoni,≤100
389004391219079,אלון דוידי - Alon Davidi,עיריית שדרות,≤100
198271533676930,תנועת הפדרציה  حركة الاتحاد,Emanuel Shahaf,≤100
575042382839057,Nissim Vaturi - ניסים ואטורי,ניסּים ואטורי,≤100
554308731366675,محامون من أجل إدارة سليمة - Lawyers for Good Governance,محامون من أجل إدارة سليمة - Lawyers for Good Governance,≤100
239989316604823,יואב קעטבי,יואב קעטבי,≤100
102865851897315,ארגון חברות הניקיון בישראל,ארגון חברות הניקיון בישראל,≤100
109913515759452,Bokra Net بُــــكرا,Bokra Net بُــــكرا,≤100
175876055764089,איגוד האינטרנט הישראלי (ISOC-IL),איגוד האינטרנט הישראלי (ISOC-IL),≤100
1633801720194315,מועצה מקומית פרדס חנה כרכור,מועצה מקומית פרדס חנה כרכור,≤100
271660011645,"אריק שלו ושות', משרד עורכי דין",Yifat Hazan,≤100
1985203285097720,התנועה לטוהר המידות,התנועה לטוהר המידות,≤100
698427173532872,חופות - מבית השגחה פרטית,חופות,≤100
255984187851688,מועצה אזורית יואב,מועצה אזורית יואב,≤100
2380394765367859,זהר טל  Zohar Tal,Zohar Tal,≤100
252249218636564,אג'יק أجيك Ajeec Nisped,אג'יק أجيك Ajeec Nisped,≤100
336333819807014,פנינה תמנו שטה Pnina Tamano Shata,פנינה תמנו שטה,≤100
508350882567230,"עו""ד רלי ארביב",Yifat Hazan,≤100
52999780846,סינמטק ירושלים - The Jerusalem Cinematheque,Jerusalem Cinematheque,≤100
1618142638300384,עידו גרינבלום,מועצה מקומית קרית טבעון,≤100
1551528425093736,Михаэль Лайтман,Михаэль Лайтман,≤100
591336644556900,יגאל וינברגר - Igal Winbereger,יגאל וינברגר - Igal Winbereger,≤100
175041709215197,עיריית דימונה,עיריית דימונה,≤100
105840594284322,CAMERA on Campus in Israel - קאמרה בקמפוס בישראל,CAMERA on Campus,≤100
985091331520408,ניוז חיפה קריות.נט,קבוצת ניוז חיפה קריות.נט,≤100
233457173351245,הסטודיו - תיאטרון ובית ספר למשחק,These ads ran without a disclaimer,≤100
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100
