Page ID,Page name,Disclaimer,Amount spent (ISK)
152804904889,Samfylkingin,Samfylkingin,3474
737169626371453,Heimildin,Stundin,1458
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,377
156161194561570,Kjarninn,Kjarninn,274
332179950192248,Félag atvinnurekenda,Félag atvinnurekenda,274
573559522797177,Flokkur fólksins,Flokkur Fólksins,251
165630723862615,Andríki,Andríki,140
154893001218870,ADHD samtökin,ADHD samtökin,137
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,≤100
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,≤100
137524753533383,Miðflokkurinn,Miðflokkurinn,≤100
128854307193614,Landsvirkjun,Landsvirkjun,≤100
106979180938014,Samstöðin,Samstöðin ehf,≤100
709976082356679,Samfylkingin í Kópavogi,Samfylkingin Kópavogi,≤100
626846780726124,Viðreisn,Viðreisn,≤100
509866436098947,Sabine Leskopf,Sabine Leskopf,≤100
117999441204391,Новости дня,These ads ran without a disclaimer,≤100
1259808350720927,Þorgerður Katrín Gunnarsdóttir,Viðreisn,≤100
216311481960,Bill Gates,These ads ran without a disclaimer,≤100
