Page ID,Page name,Disclaimer,Amount spent (BAM)
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,120
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
1533737623509285,SNSD Banja Luka - СНСД Бања Лука,SNSD - Gradski odbor Banja Luka,≤100
109652028193268,Revizije info,Revizije info,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
27483848246,Giro d'Italia,These ads ran without a disclaimer,≤100
162926690478548,Oslobodjenje,Oslobodjenje,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
197596636939679,tacno.net,Tacno.net,≤100
104089781069241,infoVeza,"Udruženje građana ""ReStart Srpska""",≤100
104992122558073,Valter.Portal,Valter.Portal,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
147315858633088,Istinomjer,Istinomjer,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
1454304308161318,"Koalicija ""Pod lupom""","Koalicija ""Pod lupom""",≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa,≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa (CCI),≤100
1407894932868655,Omladinski Pokret Revolt,Omladinski pokret Revolt,≤100
110760128594320,Muhamed Hasanović,Muhamed Hasanović,≤100
105085525653191,Предраг Кукољ - Predrag Kukolj,Предраг Кукољ - Predrag Kukolj,≤100
1570886583203959,Poslovni portal Capital.ba,These ads ran without a disclaimer,≤100
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100
852370551453606,GARP,These ads ran without a disclaimer,≤100
114230203654958,21 Kutatóközpont,These ads ran without a disclaimer,≤100
365685333954209,Eastwest European Institute,These ads ran without a disclaimer,≤100
585772551567679,Perspektiva,Perspektiva,≤100
417853371621843,Mirnes Ajanović,These ads ran without a disclaimer,≤100
106099145362821,Goražde bez pesticida,Goražde bez pesticida,≤100
2430163100537312,Spin Info,Spin Media,≤100
100733242113653,Porodice 3 plus,Porodice 3 plus,≤100
133098676736404,Ramo Isak,DEVDOT S.D.,≤100
102437165128755,Anel Ibeljić,Anel Ibeljić,≤100
108553325069489,Zgrada,Zgrada,≤100
1473660889517303,Irfan Čengić,Irfan Čengić,≤100
291820474256529,Aarhus centar u Bosni i Hercegovini,These ads ran without a disclaimer,≤100
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100
417853371621843,Mirnes Ajanović,Mirnes Ajanović,≤100
100187109256916,Ustajte Diskriminisani,Ustajte Diskriminisani,≤100
120481645203741,Dragan Bursać,Dragan Bursać,≤100
