Page ID,Page name,Disclaimer,Amount spent (KES)
628132520968656,Mwaura DK,These ads ran without a disclaimer,132
101497111980559,Morara Kebaso,Morara Kebaso,126
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
749501791796416,Hon. Wakili Njeri Maina,Jane Njeri Maina,≤100
423841211058852,Embu County Government,Embu County Government,≤100
1793544260969494,Hon. Cecily Mbarire MGH,Hon. Cecily Mbarire MGH,≤100
100885769269937,Hon. Brenda Kraido Majune,Hon. Brenda Kraido Majune,≤100
849653258413532,Peter Moll,These ads ran without a disclaimer,≤100
115906676910192,Dj Louderhouse,These ads ran without a disclaimer,≤100
108240971635234,Bettermanly - Magazine,These ads ran without a disclaimer,≤100
188890111132385,Oxford Academic (Oxford University Press),These ads ran without a disclaimer,≤100
