Page ID,Page name,Disclaimer,Amount spent (BOB)
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
127871740620547,Agustín Zambrana en El Bunker,Walter Agustin Zambrana Arze,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
269633369881331,Senador Rodrigo Paz,Gabriela Pacello Guillen,≤100
856012741442139,Ipas LAC,NEUMA,≤100
209596159055433,Clase Ejecutiva UC,These ads ran without a disclaimer,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
2328823850688165,José M. Ormachea,José M. Ormachea,≤100
335199459902118,Gea Logistics,These ads ran without a disclaimer,≤100
1239026999516818,Luis Fernando Camacho,Luis Fernando Camacho,≤100
227622537655549,CGTN en Español,These ads ran without a disclaimer,≤100
225073880968974,Sociedad Mexicana Forense,These ads ran without a disclaimer,≤100
1493546934205422,Instituto Trivium,These ads ran without a disclaimer,≤100
193260427505090,Mack Trucks Latinoamérica,These ads ran without a disclaimer,≤100
207268042645317,Macquarie Group,These ads ran without a disclaimer,≤100
