Page ID,Page name,Disclaimer,Amount spent (LBP)
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,28788
1428873024044736,المدن - almodon,المدن - almodon‎,8150
1680404738865135,Lebanon Elections إنتخابات لبنان,Lebanon Elections,7576
102023711572671,أساس ميديا -  Asas Media,asasmedia,4545
1438703606372190,Elham Said Freiha,Elham Freiha,4545
106197498149118,لبنان الكبير,Grand Lebanon,3955
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,3833
164472683608068,Act for the Disappeared,ACT for the Disappeared,3030
110470091436602,Ici Beyrouth,Ici beyrouth,2439
137195823051820,Maharat Foundation,Maharat Foundation,1515
107266890756055,Nicolas Chikhani Finance,Nicolas Chikhani Finance,1515
107698404702208,Alkalima,Alkalima Onlime,1258
105319651353770,Jusur,Jusur,1167
1744356319118477,هنا لبنان,هنا لبنان,727
323356544336,KAFA (enough) Violence & Exploitation,KAFA (enough) Violence & Exploitation,≤100
128417954019381,Al-Moltaka,Melhem Boustany,≤100
109112633772887,180post,180Post,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,≤100
104252028606448,صوت بنت جبيل,صوت بنت جبيل,≤100
118246218258237,Transparency International Lebanon - No Corruption,Lebanese Transparency Association-No Corruption,≤100
116407493525071,حفريات,These ads ran without a disclaimer,≤100
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,≤100
199157597154556,QUB - Faculty of Engineering and Physical Sciences,These ads ran without a disclaimer,≤100
104093387800328,مركز بيروت للاخبار,مركز بيروت للاخبار,≤100
107660204440212,BTK TV,These ads ran without a disclaimer,≤100
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,≤100
