Page ID,Page name,Disclaimer,Amount spent (BAM)
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,154
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
102667249419191,GenChange,Arijana Trle,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
109652028193268,Revizije info,Revizije info,≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
104992122558073,Valter.Portal,Valter.Portal,≤100
197596636939679,tacno.net,Tacno.net,≤100
1454304308161318,"Koalicija ""Pod lupom""","Koalicija ""Pod lupom""",≤100
162926690478548,Oslobodjenje,Oslobodjenje,≤100
147315858633088,Istinomjer,Istinomjer,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Славенко Ристић - лидер Републичке странке Српске,≤100
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Filip Lučić,≤100
163080080447411,Републичка странка Српске,Filip Lučić,≤100
102092095798552,BLink.ba,Vedran Sevcuk,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
100187109256916,Ustajte Diskriminisani,Ustajte Diskriminisani,≤100
1473660889517303,Irfan Čengić,Irfan Cengic,≤100
102437165128755,Anel Ibeljić,Anel Ibeljic,≤100
417853371621843,Mirnes Ajanović,Mirnes Ajanović,≤100
506759763041477,Čapljina u srcu,Pero Previšić,≤100
100733242113653,Porodice 3 plus,Porodice 3 plus,≤100
119698898115100,Vedad Deljković info,Vedad Deljković,≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa (CCI),≤100
104656362112871,Recessed.space,These ads ran without a disclaimer,≤100
110760128594320,Muhamed Hasanović,Muhamed Hasanovic,≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa,≤100
585772551567679,Perspektiva,Perspektiva,≤100
120481645203741,Dragan Bursać,Dragan Bursać,≤100
151296002169571,Jelena Trivic,Jelena Trivic,≤100
195728538050,Netokracija,These ads ran without a disclaimer,≤100
85069283164,Admir Čavalić,Admir Čavalić,≤100
1508133079498226,Grad Živinice,Grad Živinice,≤100
272245566209091,SNSD Čelinac - СНСД Челинац,СНСД Челинац - SNSD Čelinac,≤100
