Page ID,Page name,Disclaimer,Amount spent (CAD)
267023623933372,Endangered Ecosystems Alliance,Endangered Ecosystems Alliance,4422
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,2461
104386908631938,Pathways Alliance,Pathways Alliance,994
281999881613,World Vision Canada,World Vision Canada,800
134146296633274,Air Canada,These ads ran without a disclaimer,770
600199730040379,David Eby,BC New Democrat Caucus,701
16761458703,University of British Columbia,University of British Columbia,649
109045051805492,Made The Canadian Way,Canadian Energy Centre,621
261752512263,Canadian Red Cross,Canadian Red Cross,463
195608229977,BC NDP,BC NDP,419
67197771286,Elections BC,Elections BC,382
107385241806,Plan International Canada,Plan International Canada,372
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF),356
115835521825983,UNHCR Canada,UNHCR Canada,343
100372613401225,BC Council of Forest Industries,BC Council of Forest Industries,306
104853517861788,Surrey’s Say on Policing,National Police Federation,301
14742445214,BC Green Party,BC Green Party,236
121222984568561,Amnesty International Canada,Amnesty International Canada,210
111176008261790,West Coast Now,West Coast Now,195
149637145096756,Conservative Party of BC,Conservative Party of British Columbia,162
203485052997041,Hospital Employees' Union,Hospital Employees' Union,157
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,147
1530293140634544,"No Options, No Choice","No Options, No Choice Project",139
1097840090260804,National Police Federation,National Police Federation,133
24235835555,Kids Help Phone,Kids Help Phone,114
187447074652378,Fighting Blindness Canada,Fighting Blindness Canada,108
19750184960,Greenpeace Canada,Greenpeace Canada,107
32583114028,City of Kelowna,City of Kelowna,106
104128641336287,Indigenous Resource Network,Indigenous Resource Network,105
5794733873,David Suzuki Foundation,David Suzuki Foundation,≤100
113297740077607,Canadian Energy Centre,Canadian Energy Centre,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,≤100
101898551911387,The Hub Canada,Hub Canada Media,≤100
6695079125,TD,TD Bank Canada,≤100
259187344111223,Coastal First Nations,Coastal First Nations,≤100
9333642607,TELUS,TELUS,≤100
143249880633,World Animal Protection Canada,World Animal Protection Canada,≤100
638391216643974,CodeBlue BC,CodeBlue BC,≤100
2020354271605558,Convenience Industry Council of Canada,Convenience Industry Council of Canada,≤100
138590099531577,City of Burnaby - Local Government,City of Burnaby,≤100
159713615718,WWF-Canada,WWF-Canada,≤100
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,≤100
123235041462,The Fraser Institute,Fraser Institute,≤100
27234020592,UNICEF Canada,UNICEF Canada,≤100
823970554364200,Ancient Forest Alliance,Ancient Forest Alliance,≤100
102862259754198,MS.ThingsIsee,KELLY-ANN P JONES,≤100
510183342342621,Bell MTS,Lavanya Rajaian,≤100
139019864276,Oxfam Canada,Oxfam Canada,≤100
461033487304714,BC Housing,BC Housing,≤100
163336718421,PSAC - AFPC,PSAC-AFPC,≤100
132996628184,City of Vancouver - Local Government,City of Vancouver - Local Government,≤100
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,≤100
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,≤100
106360778489053,Fuelling Canada,Canadian Gas Association,≤100
198161003562116,Vancouver Humane Society,Vancouver Humane Society,≤100
134455149912301,Seva Canada,Seva Canada,≤100
168521519997520,District of Saanich,The District of Saanich,≤100
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,≤100
925033857594085,SureHealth Canada,SureHealth,≤100
415029452587539,Better Deltaport,GCT Global Container Terminals,≤100
213972982110718,Terry Beech,"Terry Beech, MP for Burnaby North Seymour",≤100
191758440835918,SOS Children's Village British Columbia & Thrift Store,SOS Children's Village British Columbia,≤100
190984527736531,Kyle Sampson,Kyle Sampson,≤100
590117937780756,Oil Sands Action,Canada Action,≤100
100999094747422,Land Needs Guardians,Land Needs Guardians,≤100
103805636333615,Quality Canadian Milk - Lait canadien de qualité,These ads ran without a disclaimer,≤100
24558818708,Energeticcity.ca,Energeticcity.ca,≤100
104975997675751,Toques From The Heart,Toques From The Heart,≤100
160504807323251,Canadiens en santé,Canadiens en santé,≤100
152780281465715,BC Diabetes,BC DIABETES,≤100
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,≤100
182452388854875,Goodman Commercial,Goodman Commercial,≤100
1671097993122619,Children Believe,Children Believe,≤100
169794603104307,Megan Dykeman,Megan Martha Dykeman,≤100
111231197686977,The Breach,The Breach,≤100
202220023130891,Bell Canada,Bell Canada,≤100
136350861428,Sierra Club BC,Sierra Club BC,≤100
176256900912,Saskatchewan Party,The Saskatchewan Party,≤100
39168823065,Sierra Club Canada Foundation,Sierra Club Canada Foundation,≤100
21746462235,CPAWS,CPAWS,≤100
168617319831578,Nature Canada,Nature Canada,≤100
321351607970406,The Narwhal,The Narwhal,≤100
541315122557352,CODE NGO,CODE NGO,≤100
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100
177872532253393,National Citizens Coalition,National Citizens Coalition,≤100
102586125587511,Canadian Trucking Alliance,Canadian Trucking Alliance,≤100
6688529767,Penguin Random House Canada,Penguin Random House Canada,≤100
291287090884721,Truck Loggers Association,Truck Loggers Association BC,≤100
290783084327279,Mothers Matter Centre,Mothers Matter Centre,≤100
104321259649840,CATIE,CATIE,≤100
832116380181697,The Discourse,The Discourse,≤100
1762289390536601,People's Party of Canada,People's Party of Canada,≤100
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100
1480397205549576,Rachel Blaney North Island - Powell River MP,MP Rachel Blaney,≤100
103350612362345,Strong Coast,Strong Coast,≤100
1705133309767366,Dan Davies - Peace River North,Daniel Jason Davies,≤100
105754167560390,Sumofus Canada,SumOfUs,≤100
250225271678009,Canadian Generic Pharmaceutical Association,Canadian Generic Pharmaceutical Drug Association,≤100
109479742783542,Mel Arnold MP,Mel Arnold MP,≤100
184906186150,The Toronto Star,The Toronto Star,≤100
837293722953465,Transition Salt Spring Society,Transition Salt Spring,≤100
6319213302,Heart & Stroke,Heart & Stroke,≤100
12101479244,B'nai Brith Canada,B'nai Brith Canada,≤100
100330355462020,EnviroGold Global,Envirogold Global Limited,≤100
714595698939267,TPC - Therapeutic Psilocybin for Canadians,Therapsil,≤100
106943012017267,StrategX Elements Corp,StrategX Elements Corp,≤100
243435756499271,Dan Mazier,"Dan Mazier, MP",≤100
259282224084288,The Munk Debates,Munk Debates,≤100
172923782752077,Tree Canada / Arbres Canada,Tree Canada / Arbres Canada,≤100
162056987140787,3M,3M,≤100
1538230646323033,SecondStreet.org,SecondStreet.org,≤100
121099651233937,RAVEN,RAVEN Trust,≤100
127880943927960,Médecins du Monde Canada,Médecins du Monde Canada,≤100
103655764654302,Indigenous Leadership Initiative,The Indigenous Leadership Initiative,≤100
263829137144976,Regulator Watch,Brent Jason Stafford,≤100
49530722523,Ecojustice,Ecojustice,≤100
250592478295316,C2C Journal,C2C Journal,≤100
358787267539963,Birds Canada,Birds Canada,≤100
105959207887251,Whistleblowing Canada,Whistleblowing Canada Research Society,≤100
149529379528,ICI Colombie-Britannique,Radio-Canada,≤100
144739965614660,CIJA,CIJA,≤100
138139866215606,Veterinarians without Borders,Veterinarians Without Borders / Vétérinaires Sans Frontières – Canada (VWB/VSF),≤100
108714054283724,Ministre James Ndombele,These ads ran without a disclaimer,≤100
937166036298256,Tom Shypitka,Tom Shypitka Kootenay East MLA,≤100
105020357850802,Pivot,Pivot,≤100
464371377713541,We Are Planet Hope,We Are Planet Hope Inc,≤100
156774011943056,Efficiency Canada,Efficiency Canada,≤100
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,≤100
1662424300678700,Montreal Economic Institute,Montreal Economic Institute,≤100
371577843112,Ben & Jerry's,Unilever,≤100
19277141685,KAIROS: Canadian Ecumenical Justice Initiatives,Fahira Golich,≤100
111582684014878,Ryan Williams MP Bay of Quinte,Bay of Quinte Conservative Association,≤100
206962006904247,Le Grand Marché de Québec,Le Grand Marché de Québec,≤100
216290561746277,Canadian Parks and Wilderness Society New Brunswick - CPAWS NB,Roberta Dawn Clowater,≤100
2430412886985265,Accessbc,Teale Nevada Phelps Bondaroff,≤100
102257491430111,UBC Medical Students Against Human Trafficking,Kirsten Rae Roche,≤100
109351050711893,IndigiNews,The Discourse,≤100
568938803293644,True North,True North,≤100
694493610951112,Politics Kamloops Thompson Cariboo,Darpan Sharma,≤100
52543970197,Environmental Defence Canada,Environmental Defence,≤100
101588379454158,VW Conservatives,Vaughan-Woodbridge Electoral District Association,≤100
104662061503084,The Mining Association of Canada,Mining Association of Canada,≤100
99737429800,The 519,The 519,≤100
168889579973,Fondation David Suzuki,Fondation David Suzuki,≤100
1614007552197722,Kevin O'Reilly MLA Frame Lake,Kevin O'Reilly,≤100
102641588585816,Victoria Rumble Room,JOHNY 0 JURICIC,≤100
144941987247,UNICEF Canada FR,UNICEF Canada,≤100
182452388854875,Goodman Commercial,Goodman Report,≤100
209259539511350,Sors de ta bulle,Sors de ta bulle,≤100
7996548092,University of Victoria,University of Victoria,≤100
250450558322535,Relay Education,Relay Education,≤100
323394301023473,Campbell River and North Island Transition Society,Campbell River & North Island Transition Society,≤100
105371502336242,乌克兰.ua,These ads ran without a disclaimer,≤100
190440300974434,Shannon Stubbs,Shannon Stubbs,≤100
572892516092329,"Yvan Baker, MP",Yvan Baker,≤100
120474554691065,Langley Advance Times,a Black Press Media advertiser,≤100
208009899720,Cloverdale Reporter,a Black Press Media advertiser,≤100
106596215553455,Wildrose Independence Party,Amit Batra,≤100
660721067413100,Dense Breasts Canada,Dense Breasts Canada,≤100
229210687246118,Michael Cooper,Michael Cooper,≤100
134139016675972,Nanaimo News Bulletin,a Black Press Media advertiser,≤100
251551478191572,Campbell River Mirror,a Black Press Media advertiser,≤100
85291563763,ICNA Relief Canada,ICNA Relief Canada,≤100
1744911689126391,12up,These ads ran without a disclaimer,≤100
106240044880482,Mind Facts,These ads ran without a disclaimer,≤100
199598300060910,Victoria News,a BPM advertiser,≤100
214839395204315,Centre canadien de protection de l'enfance,Canadian Centre for Child Protection,≤100
115517676270,rabble.ca,rabble.ca,≤100
268400032839,Croix-Rouge canadienne,Croix-Rouge canadienne,≤100
102162209049464,Syker Systems,Syker Systems Inc,≤100
788167534583949,Great Commission Foundation,Great Commission Foundation,≤100
221235459805,Community Forests International,Community Forests International,≤100
108890908493499,Hazara Information اطلاعات هزاره,These ads ran without a disclaimer,≤100
140346279326601,Canadian Constitution Foundation,Canadian Constitution Foundation,≤100
109210999137883,Canada's History,Canada's History,≤100
869127933125944,Indigenous Link,Karri Ellen Tougas,≤100
307579417525,Armée du Salut Québec,Armée du Salut,≤100
131191820259167,Radio-Canada Information,Radio-Canada,≤100
111404328067824,Friends of Land Use Planning,Friends of Land Use Planning,≤100
371007119658387,Canadian Partnership for Women and Children's Health,CanWaCH,≤100
1037038133026994,Spurrell & Associates CPA,Spurrell & Associates CPA,≤100
1242717912408041,Stephanie Kusie,"the Office of Stephanie Kusie, MP",≤100
10150095427915144,Ceasefire.ca,Rideau Institute,≤100
248281845216826,Bell Canada (Français),Bell Canada,≤100
231211090395156,Julie Dzerowicz,Julie Dzerowicz,≤100
149042028439970,Alberta Federation of Labour,Alberta Federation of Labour,≤100
215304981972670,The Ocean Legacy Foundation,The Ocean Legacy Foundation,≤100
275965092566250,Greater Hardisty Community Sustainability Coalition,These ads ran without a disclaimer,≤100
101052592730836,Abbie Grace Peltier,Abbie Grace Danielle Peltier,≤100
1473518916007410,MNP,MNP,≤100
2067695656623114,IISD Experimental Lakes Area,Sumeep Bath,≤100
101137009519656,Agent prasowy,These ads ran without a disclaimer,≤100
12958981598,North York Women's Shelter,North York Women's Shelter,≤100
242109115885979,Canadian Light Source,Canadian Light Source,≤100
256967407720183,LEO,Léger,≤100
414858950050,Conservation Council of New Brunswick,Conservation Council of New Brunswick,≤100
102199795319206,Pablo Marçal Oficial,These ads ran without a disclaimer,≤100
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF) Canada,≤100
269577048182,Stollery Children's Hospital Foundation,Stollery Children's Hospital Foundation,≤100
109707695113036,ecoearthfriendly,These ads ran without a disclaimer,≤100
100437961561505,Kyiv Not Kiev,These ads ran without a disclaimer,≤100
145943338785891,UBC Faculty of Forestry,UBC Faculty of Forestry,≤100
139304702760957,Hope Air,These ads ran without a disclaimer,≤100
563611467082128,Rachel Bendayan,Bureau de Rachel Bendayan,≤100
447282598670187,Collectif pour un Québec sans pauvreté,Collectif pour un Québec sans pauvreté,≤100
560383650771503,Wayne Long,"Wayne Long, MP",≤100
101937745189416,mon_corps.mon_style,These ads ran without a disclaimer,≤100
103408975955536,sexedwithdaniella,These ads ran without a disclaimer,≤100
