Page ID,Page name,Disclaimer,Amount spent (ZAR)
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
1569688113329878,Evony - The King's Return,These ads ran without a disclaimer,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
2145594122138312,Action Society,Action Society,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
102265308016316,Al Jama-ah,Al Jama-ah,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign 2024,Sipho Pienaar Malapane,≤100
286506558722350,Inside Politics,Inside Politics,≤100
113021098341496,shireenmotara_coach,These ads ran without a disclaimer,≤100
845963428868139,BlueLife Limited,These ads ran without a disclaimer,≤100
516336238890012,Simply South,These ads ran without a disclaimer,≤100
