Page ID,Page name,Disclaimer,Amount spent (IDR)
101350709331663,Golkar 2024,Yayasan Golkar Institut SPKP,1698
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,958
23383061178,Prabowo Subianto,indonesia Adil makmur,620
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,565
111864151754055,Esensi TV,Esensi Tv,402
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,394
100649018546817,GanjarFans,GanjarFans,306
106690092440342,Pemilu KIT,Ramdan Casmara,272
104844282389488,Kelas Digital Marketing,Kelas Digital Marketing,152
197545083607941,Harian Kompas,Harian Kompas,125
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,≤100
110799152010497,Prabowo Lanjutkan Kepemimpinan,Prabowo Lanjutkan Kepemimpinan,≤100
103301445622409,Aksi Tanggap Anies,These ads ran without a disclaimer,≤100
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,≤100
107600565668590,Munafri Arifuddin,Yayasan Golkar Institute,≤100
104427162506872,Fakta Anies,Fakta Anies,≤100
110294151987732,Head Politika,Head Politika,≤100
114591246596045,alirif.an,These ads ran without a disclaimer,≤100
104529685103842,Fraksi Gerindra DPRD Jawa Barat,Andre Lukman,≤100
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,≤100
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,≤100
117935907895698,Tidak resmi: inilahcom,Inilahcom,≤100
105903795626960,Ruangcuan.com,Ruangcuan.com,≤100
1547369918837496,Zulkifli Hasan,Media Center PAN,≤100
2226767280926469,Puteri Anetta Komarudin,Puteri Anetta Komarudin,≤100
101866128977837,Belajar Pemilu,Muhammad Basir,≤100
108401655217559,Layanan Kemanusiaan DPP  Partai Gerindra,Layanan Kemanusiaan DPP  Partai Gerindra,≤100
107241861191421,Ilmu Tambang,Ilmu Tambang,≤100
1165819730216749,Global Ehsan Relief Indonesia,Global Ehsan Relief Indonesia,≤100
349963858704476,Komit Digital,Komit Digital,≤100
114012201650176,Fakta Terselubung,Fakta Terselubung,≤100
106256777922958,SEA Today News,These ads ran without a disclaimer,≤100
106919112303644,Jasa Pembuatan Video,Jasa Pembuatan Video,≤100
100159712647702,Fakta Anies Baswedan,Gerakan Perubahan,≤100
756567881057213,Airlangga Hartarto,Airlangga Hartarto,≤100
465108880328811,Akademi BFF Branding Funnel Flywheel,These ads ran without a disclaimer,≤100
803249480013556,Inside Tokopedia,These ads ran without a disclaimer,≤100
104549327891079,Dermawan,Frista Kurniasari,≤100
106918395489616,Golkar Institute SPKP,Yayasan Golkar Institut SPKP,≤100
109117768598346,Indovidgram,These ads ran without a disclaimer,≤100
113441885019936,Kawan Sigit Raditya,Muhamad Rizqy Mubaroq,≤100
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,≤100
109943435184225,harleighcyclespeedway,These ads ran without a disclaimer,≤100
