Page ID,Page name,Disclaimer,Amount spent (LBP)
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,24242
1428873024044736,المدن - almodon,المدن - almodon‎,23242
1438703606372190,Elham Said Freiha,Elham Freiha,7576
1744356319118477,هنا لبنان,هنا لبنان,6061
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,4545
107698404702208,Alkalima,Alkalima Onlime,3030
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,3030
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,3030
102023711572671,أساس ميديا -  Asas Media,asasmedia,1515
101985661610385,Annahar Al Arabi,Ghiwa Cherfane,1515
137195823051820,Maharat Foundation,Maharat Foundation,1515
2509759842418472,LebTalks,Lebtalks,1515
107800617419717,MYKA Foundation,Elie M. ElHelou,1515
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,1515
110470091436602,Ici Beyrouth,Ici beyrouth,1515
106821968055687,Leila Dagher,Leila Dagher,621
110812270656027,زميل الأرز,These ads ran without a disclaimer,≤100
303635099675354,Mohamed Choucair,These ads ran without a disclaimer,≤100
222957571664804,StudentHub,These ads ran without a disclaimer,≤100
102570761484258,Asharq Business اقتصاد الشرق,These ads ran without a disclaimer,≤100
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,≤100
110821581537569,Camille Mourani - كميل موراني,These ads ran without a disclaimer,≤100
104252028606448,صوت بنت جبيل,صوت بنت جبيل,≤100
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,≤100
