Page ID,Page name,Disclaimer,Amount spent (ISK)
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,≤100
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,≤100
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,≤100
106979180938014,Samstöðin,Samstöðin ehf,≤100
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
102133046017049,Evrópuhreyfingin,Evrópuhreyfingin,≤100
573559522797177,Flokkur fólksins,Flokkur Fólksins,≤100
1434262256802295,Borgarbyggð,Borgarbyggð,≤100
737169626371453,Heimildin,Stundin,≤100
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
112564955077010,News,These ads ran without a disclaimer,≤100
709976082356679,Samfylkingin í Kópavogi,Samfylkingin Kópavogi,≤100
150527706082,Félag Sameinuðu þjóðanna á Íslandi,These ads ran without a disclaimer,≤100
103123311914005,Elva Hrönn Hjartardóttir,Elva Hrönn Hjartardóttir,≤100
116586928363474,Borgarleikhúsið,Borgarleikhúsið,≤100
143109705880676,Framsókn í Mosfellsbæ,Framsóknarfélag Mosfellsbæjar,≤100
201037343748,Sjálfstæðisflokkurinn í Reykjavík,Sjálfstæðisflokkurinn,≤100
