Page ID,Page name,Disclaimer,Amount spent (PYG)
1468570519872644,Santiago Peña,PRANA SA,3471
196599783696918,Efrain Alegre,Comunicá,165
102266292553995,Sucia Política,Diego Ricardo Ramírez,≤100
110447625137045,Pilar Callizo,PautaPY,≤100
102467002671611,Jorge Heisecke,Jorge Heisecke,≤100
1608625919447826,Blanca Ovelar Senadora Nacional,Blanca Ovelar Senadora Nacional,≤100
325540631525675,En La Tecla,En la Tecla,≤100
266016903502005,Senador Carlos Gómez Zelada,Senador Carlos Gómez Zelada,≤100
106955789010720,Carmelo López Fernandez,These ads ran without a disclaimer,≤100
490637354648727,Ing.Juan Carlos Baruja,Juan Carlos Baruja Fernandez,≤100
1310731702357133,GEN,GEN,≤100
