Page ID,Page name,Disclaimer,Amount spent (PYG)
303795153430459,Capitán Apodaca - Gobernador,Adventura,237200
1468570519872644,Santiago Peña,PRANA SA,94903
532716330164048,Sole Núñez,PautaPY,84148
1743207422388410,Paraguay Vota,Pablo Benítez,71788
196599783696918,Efrain Alegre,Comunicá,59711
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,35894
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,32933
1073454492740713,Emmanuel Cuevas,Jorge Emmanuel Cuevas Maciel,29876
110447625137045,Pilar Callizo,PautaPY,28758
108897622115536,Dra. Liliana Ferreira Benitez,Dra. Liliana Ferreira Benitez,28250
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,21536
2498041723587745,Colym Soroka,DGWorld,17473
105545157610039,Euclides Acevedo,Marco Antonio Martinez Almiron,9671
132554373464255,La Nación,La Nación,8902
114556537799812,Victor Hugo Forneron Gobernador,Jorge Sanchez,8863
110258800564741,Ing. Luis Riveros,Luis Riveros,8040
100445112671378,Fernando Camacho Senador 2023,Fernando Camacho Senador 2023,7179
272098156231873,Diario HOY Paraguay,Diario HOY Paraguay,7179
100617802815343,Orlando Penner Senador 2023,Orlando Penner Senador 2023,7179
161156667809582,Leo Rubin,Leo Rubín,7179
1608625919447826,Blanca Ovelar Senadora Nacional,Blanca Ovelar Senadora Nacional,5966
153958777947957,Paulo Reichardt,Paulo Reichardt,5433
100188219465134,Senador Derlis Osorio,Derlis Ariel Alejandro Osorio Nunes,4810
102738046115595,Hernán Codas,Hernán Codas Jacquet,4360
1310731702357133,GEN,GEN,4307
241512319274531,Sixto Pereira,Sixto Pereira,3960
106257452820864,Tito Saguier,PautaPY,3942
100188219465134,Senador Derlis Osorio,Senador Derlis Osorio,3541
441529192988697,Rubén Penayo Senador 40/44,Rubén Penayo Senador 40/44,3191
647864758888200,Seba Garcia,Sebastian Garcia,3066
517426394969535,Ricardo Canese,Ricardo Canese,2715
838018169889993,"Fernando ""Pato"" Ojeda",Fernando Ojeda,2682
196406677113756,Rafael Filizzola,Comunicá,2670
112866004765581,Taurino González,Elias Escobar Fernández,2664
125314197496488,Carlos Filizzola,Carlos Filizzola,2624
1832577620365172,Eusebio Ramón Ayala Senador 2023,Manu Nuñez Franco,2623
109626041763537,Natalicio Chase,Global Agencia,2431
108839041769929,José López,Hugo Alfonso Aquino Diaz,2380
106413945697461,Vicenta Cano,Vicenta Cano,2379
1753251591598763,Dani Mujica,Dani Mujica,2285
420279778178605,Adelaida Diputada 2023,Adelaida Cantero De Torres,2270
114061877001545,Víctor Pecci,Esencia News SA,2196
283132325082901,Esperanza Martínez,Esperanza Martinez De Portillo,1863
103681832340596,Kpeto Cano,Eusebio Vera,1855
102467002671611,Jorge Heisecke,Jorge Heisecke,1831
263037407490496,Édgar López Senador,Christian Guillermo Vazquez Sanchez,1551
102649292598442,Senador Hugo Richer,Senador Hugo Richer,1527
110324011295149,Central Unidos - Paraguayos Unidos - Cruzada Nacional,Jorge Danel Guimaraes Fernandez,1370
724051717643013,Miguel Prieto,Miguel Prieto,1329
1692624097481207,Mujeres GANAR,Mujeres GANAR,1221
