Page ID,Page name,Disclaimer,Amount spent (ILS)
121179420924897,המשאל של ישראל,הביתה,2039
113172981678041,הביתה,הביתה,1002
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,867
106136394376777,Idan Yakov,Rama Yarimi,641
256244498134186,אגף הביטחון - משרד ראש הממשלה,אגף הביטחון - משרד ראש הממשלה,355
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,291
109970322392972,מפלגת הליכוד,מפלגת הליכוד,286
546024288762312,"ד""ר יחיאל לסרי",עיריית אשדוד,242
114355804884727,רונן דגמי לראשות המועצה האזורית יואב,digibird,212
116194014677604,עופר סלע. ממשיכים את התנופה ביואב,Ofer Sela,208
1073548259341247,לובי 99,לובי 99,188
109242871232111,מתן בארי,Matan Beer'i,168
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,160
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,156
103793039307889,נתי לרנר לראשות מועצת יואב,נתי לרנר לראשות מועצת יואב,144
103907495935157,צו חירום,צו חירום,133
128641160502301,גלובס - Globes,גלובס - Globes,125
104743111658191,Ron Ben Shushan,רון בן שושן,115
113410581644966,אורית גוטמן,אורית גוטמן,108
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,107
204780362875106,מקור ראשון,מקור ראשון,≤100
103624452596775,קידר פינגולד - לראשות המועצה האזורית יואב,יוניק מדיה,≤100
501512673192146,Авигдор Либерман,ישראל ביתנו,≤100
337235599693883,עיריית ערד,עיריית ערד,≤100
386571688100362,יהדות חילונית רבנים חילוניים,יהדות חילונית רבנים חילוניים,≤100
222479034969365,אדיר נעמן ראש מועצה אזורית שפיר,אדיר נעמן ראש מועצה אזורית שפיר,≤100
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",≤100
426502237384307,מפלגת יש עתיד,מפלגת יש עתיד,≤100
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,≤100
108787681841168,רישיון נשק בקליק,Michael Michel Levi,≤100
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,≤100
1376946122530211,ניסן בן חמו - Nisan Ben Hamo,ניסן בן חמו - Nisan Ben Hamo,≤100
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,≤100
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,≤100
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,≤100
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,≤100
107443607833086,עזרה עכשיו - לניצולי השואה,Yossi Shakarof,≤100
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,≤100
112910535448250,תנועת רגבים,תנועת רגבים,≤100
161804953943328,Яир Лапид,יש עתיד - בראשות יאיר לפיד,≤100
358391697641207,מחוז דרום - לשכת עורכי הדין,מחוז דרום - לשכת עורכי הדין,≤100
172654247853282,Shenhav musanbar,Shenhav Musanbar,≤100
108988678714619,בית הציונות הדתית,בית הציונות הדתית,≤100
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,≤100
1954699454767994,שי זולדן - Shay Zoldan,שי זולדן,≤100
370270343005611,ישראל ביתנו,ישראל ביתנו,≤100
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",≤100
103851895179872,אמהות לביאות,Nataly Milner,≤100
107110828789769,רוני בריק,רוני בריק,≤100
203379449685023,לוחמים לשלום,לוחמים לשלום,≤100
361464970647064,זהר בלום,זהר בלום,≤100
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",≤100
604890186681585,מור ויצמן,Mor Weitzman,≤100
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,≤100
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,≤100
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",≤100
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,≤100
143563882388180,עיריית אשקלון,עיריית אשקלון,≤100
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",≤100
2051373538305014,"קרן שח""ף","קרן שח""ף",≤100
189064091982224,המכון הישראלי לתכנון כלכלי,המכון הישראלי לתכנון כלכלי,≤100
849824028408565,תנועת אם תרצו,תנועת אם תרצו,≤100
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",≤100
137449656335533,Amnesty International Israel,Amnesty International Israel,≤100
531875713862476,צבי סוכות,צבי סוכות,≤100
433529446712013,Ayman Odeh - أيمن عودة,Ayman Odeh - أيمن عودة,≤100
139320722917886,מרכז יצחק רבין,מרכז יצחק רבין,≤100
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,≤100
107864540916006,אורן סרויה,אורן סרויה,≤100
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,≤100
221429664638160,קדמה,קדמה,≤100
220045128798930,"עו""ד ידידיה בלומהוף - תביעות משרד הביטחון",משרד עורכי דין ידידיה בלומהוף,≤100
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",≤100
1662907067255622,איגוד הגז הטבעי,Unik,≤100
1034509719896684,המכון החרדי למחקרי מדיניות,מכון החרדי למחקרי מדיניות,≤100
767262423350854,פורום הדיור הציבורי,Danny Gigi,≤100
218832864804823,הקריה האקדמית אונו - מינהל הציונות הדתית,הקריה האקדמית אונו - מנהל הציונות הדתית,≤100
756869797682674,Свободный Израиль,Свободный Израиль,≤100
655073717925481,קרן ברל כצנלסון,קרן ברל כצנלסון,≤100
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ,≤100
106895605678077,מחאת המילואימניקים,מילואימניקים,≤100
205544429526773,תג מאיר: אור במקום טרור,תג מאיר: אור במקום טרור,≤100
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,≤100
676336439165235,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,≤100
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",≤100
1563244617330030,מכון גולדה מאיר למנהיגות וחברה - ע״ר,מכון גולדה מאיר למנהיגות וחברה - ע״ר,≤100
117581211636979,קול רבני לזכויות אדם,שומרי משפט - רבנים למען זכויות אדם,≤100
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,≤100
390174201363786,Eli Nacht • אלי נכט,אלי נכט,≤100
421210797920379,מועצה אזורית בנימין,מועצה אזורית בנימין,≤100
115755304767435,"ח""כ אושר שקלים - MK Osher Shkalim",Adi Arkin,≤100
548633762006156,השילוח - כתב עת ישראלי להגות ומדיניות - Hashiloach,השילוח - כתב עת ישראלי להגות ומדיניות - Hashiloach,≤100
113789568181754,איציק דנינו - ראש העיר שלי,איציק דנינו,≤100
790149967713981,דרכנו,דרכנו,≤100
224993517556428,Da'am Party - מפלגת דעם - حزب دعم,Da'am Party - מפלגת דעם - حزب دعم,≤100
122151567825903,ארגון בטרם לבטיחות ילדים,ארגון בטרם לבטיחות ילדים,≤100
325048350950892,רמי גרינברג,עיריית פתח תקוה,≤100
227073477334754,אופיר שפיגל - יחסי ציבור,אופיר שפיגל תקשורת וקשרי ממשל,≤100
124894077550811,ישראל חופשית,ישראל חופשית,≤100
1044053245793832,אורית פרקש-הכהן Orit Farkash-Hacohen,אורית פרקש הכהן - Orit Farkash Hacohen,≤100
401082636658821,איגוד ערים לאיכות הסביבה שרון - כרמל,איגוד ערים שרון כרמל,≤100
331531237208747,מועצה אזורית גוש עציון,מועצה אזורית גוש עציון,≤100
1828669360700280,דרך שירה בנקי - shira banki's way,Shira Banki's way,≤100
172002696179214,דודו קוכמן לראשות המועצה האזורית יואב,דודו קוכמן,≤100
649373828424341,Moshe Lion - משה ליאון,Moshe Lion - משה ליאון,≤100
263337740379308,Ran Rahav,Ran Rahav Communications & Public Relations LTD,≤100
101189288896863,לבבי - דפיברילטור להצלת חיים מדום לב בבית,לבבי,≤100
172680759548006,האקדמית רמת-גן,המכללה האקדמית רמת גן,≤100
1099335593559205,כנס החירות FreedomCon,THE OBJECTIVIST FREEDOM CENTER LTD. (CC),≤100
563018707177711,בידינו - למען הר הבית Beyadenu - Returning to the Temple Mount,בידינו - למען הר הבית Beyadenu - Returning to the Temple Mount,≤100
136456246407342,לשכת סוכני ביטוח,Tal Sanderoni,≤100
248723598607259,ארגון בזכות,Bizchut,≤100
110974955253816,קמפיינר - ניהול מערכות בחירות מתקדמות וחכמות,אלירן נימרוד סבח,≤100
109913515759452,Bokra Net بُــــكرا,Bokra Net بُــــكرا,≤100
119194297776590,אוריאל לין,אוריאל לין,≤100
877405719007268,מכון ארגמן ללימודים שמרניים,מכון ארגמן,≤100
273512049367435,האגודה למען הלהטב בישראל,האגודה למען הלהטב בישראל,≤100
501178966564217,פורום קהלת Kohelet Forum,פורום קהלת Kohelet Forum,≤100
109234611748978,Amnesty Israel in Arabic,Amnesty International Israel,≤100
104222621115858,הביטחוניסטים,הביטחוניסטים,≤100
104012555994314,התנדבות למען ניצולי שואה,Yair Fefer,≤100
154698021323966,יוזמות אברהם  مبادرات  ابراهيم,יוזמות אברהם مبادرات ابراهيم,≤100
259585924100042,Regavim,Regavim,≤100
101572232833650,מנדי קרלנשטיין,רון בן שושן,≤100
94258847306,האגודה לזכויות האזרח בישראל,האגודה לזכויות האזרח בישראל,≤100
94762908662,נעמת - תנועת הנשים של ישראל,נעמת | Women @ Work,≤100
116726184624195,Партия Ноам,מפלגת נעם,≤100
271404389601060,Yaakov Hagoel - יעקב חגואל,Yaakov Hagoel - יעקב חגואל,≤100
1023211607703525,ההסתדרות במרחב אשקלון,Sharon Atiya,≤100
377161539406940,רפי סער,רפי סער,≤100
2036461326389031,Nir A. Cohen,Nir A. Cohen,≤100
161096657252221,שוברים שתיקה,שוברים שתיקה,≤100
387662485168743,LPY הוצאת אזרחות פולנית,LPY הוצאת אזרחות פולנית,≤100
452342168247343,יוחנן פלסנר - Yohanan Plesner,המכון הישראלי לדמוקרטיה,≤100
123065247744905,ידיעות ספרים שאוהבים,אבי קראוס,≤100
846516645391265,ולדימיר בליאק - Vladimir Beliak,Vladimir Beliak,≤100
717156685055452,תנופה בקהילה-Tenufa Bakehila,תנופה בקהילה,≤100
548104018590078,נועם ששון - Noam Sasson,Noam Sasson,≤100
115375288502895,מיתוג מדיה חברתית,mitoog smo,≤100
106801758928583,המזרח התיכון - סיקור כלי התקשורת במדינות האסלאם,Danel Salim,≤100
111912221330671,מי שבעד ירים את היד,מי שבעד ירים את היד,≤100
591727857554934,פוליטיקלי קוראת,פוליטיקלי קוראת,≤100
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,≤100
139922199493073,גבעת חביבה چڤعات حبيبة,גבעת חביבה چڤعات حبيبة,≤100
108027801578980,עוצרים את הכולל- תושבי קריית ביאליק שומרים על צביון העיר,עוצרים את הכולל מטה המאבק,≤100
110897178941008,מרכז אדוה,מרכז אדוה,≤100
107513851985192,Osher Hodos,Osher Hodos,≤100
44385426513,Greenpeace Israel   - גרינפיס ישראל,These ads ran without a disclaimer,≤100
100364191595090,הדסה - המרכז הרפואי של סוכני הביטוח,בית חולים הדסה,≤100
1230703323658792,מרכזים לצדק חברתי,מרכזים לצדק חברתי,≤100
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,≤100
106977131210879,Boaz Moldawsky ISDE President - בועז מולדבסקי נשיא בורסת היהלומים,Ifat Saban,≤100
104783631865965,תלם,קרן ברל כצנלסון,≤100
153991671307861,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,≤100
111177802287614,Begin Center | מרכז מורשת מנחם בגין,Begin Center | מרכז מורשת מנחם בגין,≤100
104984005680662,משמר הראיסים,משמר הראיסים מאת דוד סוויסה,≤100
431104047342928,אזרחים למען אוויר נקי,אזרחים למען אוויר נקי,≤100
115256976973278,Nikk.Agency Новости Израиля - Привет Израиль Что нового? Какие Новости?,אלכסנדר לוצנקו,≤100
351542635639595,"משרד עו""ד אביטבול ושות'",Yifat Hazan,≤100
197861515565,שתיל - شتيل - Shatil,שתיל - Shatil,≤100
341448679281672,יריב לוין - Yariv Levin,yariv levin - יריב לוין,≤100
107926607591864,זוּלת - לשוויון וזכויות אדם,זוּלת - לשוויון וזכויות אדם,≤100
104728241521436,האגודה לתרבות הדיור,האגודה לתרבות הדיור,≤100
126099790738165,אנימלס,אנימלס,≤100
1614948598762298,Bardugo LIVE אולפן פתוח,Bardugo LIVE אולפן פתוח,≤100
107114480630055,"ד""ר מוטי גלוסקה - מחקרי ביטחון ואסטרטגיה",מוטי גלוסקה - מחקרי ביטחון ואסטרטגיה,≤100
1921160331531297,Act. تغيير اعلامي,סיכוי אופוק - سيكوي أفق,≤100
518969288114421,תנועת אשדודים,יניב קקון,≤100
240626859400146,Gilad Kariv - גלעד קריב,Gilad Kariv - גלעד קריב,≤100
1073460539346074,אלון שוסטר - Alon Schuster,מפלגת כחול לבן,≤100
454383051308305,אל-סורג סורגים שקופים,These ads ran without a disclaimer,≤100
140020759367864,הוועד נגד עינויים -  Pcati - اللجنة لمناهضة التعذيب,The Public Committee Against Torture in Israel,≤100
1508923232754893,מועצה אזורית שומרון,מועצה אזורית שומרון,≤100
340069009019,ice אייס,ice אייס,≤100
105840594284322,CAMERA on Campus in Israel - קאמרה בקמפוס בישראל,Camera On Campus,≤100
335399036546914,ישראל כ״ץ - Israel Katz,Felicia Fygel Mualem,≤100
554308731366675,محامون من أجل إدارة سليمة - Lawyers for Good Governance,lawyers for good governance,≤100
155237077282,מגמה ירוקה - Green Course,מגמה ירוקה - Green Course,≤100
914741188600735,עומדים ביחד نقف معًا,עומדים ביחד نقف معًا,≤100
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,≤100
2203643443204096,יהודה בן יוסף-Yehuda Ben Yosef,Haim Dilaroza,≤100
498445036891971,Tziki Avisar - ציקי אבישר,Tzvi Avisar,≤100
1534150216838288,נדן - סיוע משפטי לחיילים בשירות חובה,נדן - סיוע משפטי לחיילים בשירות חובה,≤100
115286055016,Life & Environment - חיים וסביבה,Life & Environment,≤100
108871831952328,רוח מערבית,רוח מערבית,≤100
424111577656612,עלה ירוק,These ads ran without a disclaimer,≤100
529447160443258,ארגון הקבלנים והבונים,Tal Sanderoni,≤100
256546887847232,עיריית רמת גן,עיריית רמת גן,≤100
114884923663318,"מקו""ם - מועצת הקבוצות והקהילות המשימתיות בישראל","מקו""ם - מועצת הקבוצות והקהילות המשימתיות בישראל",≤100
360579527982726,מחאת הגלימות השחורות,מחאת הגלימות השחורות,≤100
508350882567230,"עו""ד רלי ארביב",Yifat Hazan,≤100
610994792373739,ירון לוי - Yaron Levi,Yaron Levi,≤100
1985203285097720,התנועה לטוהר המידות,התנועה לטוהר המידות,≤100
1804437023107196,לשכת שמאי מקרקעין בישראל - הדף הרשמי,לשכת שמאי המקרקעין,≤100
101330218715710,מספיק,Maspik!,≤100
103069056049581,שלום ישראל אלבז- shalom israel elbaz,Shalom Elbaz,≤100
574030775948002,Ohr Torah Stone - אור תורה סטון,Ohr Torah Stone - אור תורה סטון,≤100
100333626297666,هآرتس بالعربي,Orly Dumitrescu,≤100
103438503043348,העוקץ,העוקץ,≤100
107107231197546,אלון אזולאי -Alon Azulay,אלון אזולאי -Alon Azulay,≤100
332750350674,עמק שווה - Emek Shaveh,עמק שווה - Emek Shaveh,≤100
248788905529463,Детали / новости Израиля,Детали / новости Израиля,≤100
100570949591846,שניר פרידמן - לראשות מועצה אזורית הגלבוע,שניר פרידמן,≤100
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,≤100
119823604371240,גיל לין. הר ועמק מתעוררים,גיל לין - הר ועמק מתעוררים,≤100
120164648586376,הסתדרות הרוקחים בישראל - דורשים מרשם פתוח,These ads ran without a disclaimer,≤100
100585238528895,לובי המיליון,One Million Lobby לובי המיליון,≤100
102703162781358,הדס שקד - נכונה לגלבוע,הדס שקד - נכונה לגלבוע,≤100
164934630690102,החברה לפיתוח הגליל,"פיתוח הגליל- מג""ע",≤100
112231348496956,point_in_our_heart,These ads ran without a disclaimer,≤100
489270188548745,مركز طاقة للتدريب والتطوير,These ads ran without a disclaimer,≤100
