Page ID,Page name,Disclaimer,Amount spent (NOK)
135843375926,UNICEF Norge,UNICEF Norge,278
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,≤100
20468812735,LO,LO,≤100
108106430662575,Suscon As,Ronny Grindstein,≤100
132368899297,Framtiden i våre hender,Framtiden i Våre Hender,≤100
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,≤100
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,≤100
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
2398568533531114,Velferdsmiks,NHO Service og Handel,≤100
284375224934900,ASKO - vi forsyner Norge med mat,Johanne Emilie Brodtkorb,≤100
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,≤100
102379451368407,Litteraturhuset Agder,These ads ran without a disclaimer,≤100
371106536283235,DAG OG TID,Dag og Tid AS,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge SA,≤100
728518604216173,HELT MED,Stiftelsen HELT MED,≤100
105341850825925,Stian Storbukås,Stian Storbukås,≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
175438386701,Dagen,Dagbladet Dagen AS,≤100
116972608335219,Naturvernforbundet,These ads ran without a disclaimer,≤100
112012974739174,Evren Ünal - By og Fylkesvalget Kristiansand Agder MDG 2023,Evren Ünal,≤100
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,≤100
111036919049229,Offshore Norge,Offshore Norge,≤100
752436708102132,Liberalistene,Liberalistene,≤100
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
300127442096,Norske Kvinners Sanitetsforening,Norske Kvinners Sanitetsforening,≤100
102203325950193,Ingvild Lemme Kristiansen,Stendi,≤100
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,≤100
105939782037295,Altinget.no,Altinget AS,≤100
53828343371,Epilepsiforbundet,Epilepsiforbundet,≤100
94140749496,HL-senteret,HL-senteret,≤100
58345093445,Natur og Ungdom,Natur og Ungdom,≤100
291789484748906,Senter for hav og Arktis,Senter for hav og Arktis,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
718942011483190,Aftenposten Historie,Aftenposten,≤100
102040431616976,Beaufort Solutions,Beaufort Solutions,≤100
87445018334,Nobel Peace Center,Nobel Peace Center,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge,≤100
186626994701210,Forbundet for Ledelse og Teknikk (FLT),Forbundet for Ledelse og Teknikk (FLT),≤100
100811378082357,Tenk,These ads ran without a disclaimer,≤100
103285042293800,JesusFestivalen,JesusFestivalen,≤100
112631767587663,Meninger24,Meninger24,≤100
620408144801035,Vestnes Arbeiderparti,Vestnes Arbeiderparti,≤100
183670992404454,Evje og Hornnes SV,Agder SV,≤100
609322219124074,Bærum MDG,Bærum Miljøpartiet de Grønne,≤100
159084565236,Transit magasin,Transit Media AS,≤100
316553905027100,Stefanusalliansen,Sindre Røyland,≤100
104643995545164,Folkestyret,These ads ran without a disclaimer,≤100
