Page ID,Page name,Disclaimer,Amount spent (CAD)
102794729214729,Avoid the Shock,Insurance Bureau of Canada,260
163336718421,PSAC - AFPC,PSAC - AFPC,192
222322717930469,Government of New Brunswick,Government of New Brunswick,185
212365802133370,New Brunswick Nurses Union (NBNU-SIINB),New Brunswick Nurses Union,≤100
139019864276,Oxfam Canada,Oxfam Canada,≤100
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,≤100
153101074760182,New Brunswick Innovation Foundation NBIF,New Brunswick Innovation Foundation,≤100
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,≤100
53321777320,Coeur + AVC,Coeur + AVC,≤100
1097840090260804,National Police Federation,National Police Federation,≤100
168617319831578,Nature Canada,Nature Canada,≤100
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,≤100
465152633548835,Generation Squeeze,Generation Squeeze,≤100
115835521825983,UNHCR Canada,UNHCR Canada,≤100
406891736017383,ICI Acadie,Radio-Canada,≤100
261752512263,Canadian Red Cross,Canadian Red Cross,≤100
336963316348550,Ucore Rare Metals Inc.,Ucore Rare Metals Inc.,≤100
152467601467262,BMO Groupe financier,BMO Financial Group,≤100
19750184960,Greenpeace Canada,Greenpeace Canada,≤100
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,≤100
117109432079,CAMH Foundation,CAMH Foundation,≤100
281999881613,World Vision Canada,World Vision Canada,≤100
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,≤100
106360778489053,Fuelling Canada,Canadian Gas Association,≤100
184906186150,The Toronto Star,The Toronto Star,≤100
208077710026,Regroupement féministe du Nouveau-Brunswick,Regroupement féministe du Nouveau-Brunswick,≤100
900956779948745,Rob Moore,Rob Moore,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
110171632407726,Conseil national des chômeurs et chômeuses,Pierre Cere,≤100
107670711947328,Only One CA,"Only One, Inc.",≤100
25128859552,The Canadian Encyclopedia,Historica Canada,≤100
107385241806,Plan International Canada,Plan International Canada,≤100
35715544220,Stand.earth,Stand.earth,≤100
106764462731658,Honest Reporting Canada,Honest Reporting Canada,≤100
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,≤100
568938803293644,True North,True North,≤100
177681485609462,Radio-Canada,Radio-Canada,≤100
1876748445895294,Canadians for Affordable Energy,Canadians for Affordable Energy,≤100
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,≤100
102862259754198,MS.ThingsIsee,KELLY-ANN P JONES,≤100
158469129085,TVO,TVO Today,≤100
1538230646323033,SecondStreet.org,SecondStreet.org,≤100
100999094747422,Land Needs Guardians,Land Needs Guardians,≤100
18949384576,McClelland & Stewart,Penguin Random House Canada,≤100
652812671407912,Selam Debs,Selam Debs,≤100
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100
107757665532655,The Freedom To Speak,The Task Force on Linguistic Policy,≤100
121222984568561,Amnesty International Canada,Amnesty International Canada,≤100
405377872902754,Canada Action,Canada Action,≤100
190035081047277,International Fellowship of Christians and Jews of Canada,International Fellowship of Christians and Jews of Canada,≤100
39315431246,Fair Vote Canada/Représentation équitable au Canada,Fair Vote Canada/Représentation équitable au Canada,≤100
1459524474331964,Jean Coutu Briggs Drugs,PJC Briggs,≤100
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,≤100
217879704903540,Teach For Canada / Enseigner pour le Canada,Teach for Canada,≤100
1671097993122619,Children Believe,Children Believe,≤100
268400032839,Croix-Rouge canadienne,Croix-Rouge canadienne,≤100
316302965122489,Clean Energy Canada,Clean Energy Canada,≤100
1589839557920915,National Disability Credit Alliance,National Disability Credit Alliance,≤100
123235041462,The Fraser Institute,Fraser Institute,≤100
1553269028327267,Star Sponsored,The Toronto Star,≤100
169042736456594,All Out,ConnectAd,≤100
1160948477353013,Cuba-U.S. Relations,Arnold August,≤100
111582684014878,Ryan Williams MP Bay of Quinte,Bay of Quinte Conservative Association,≤100
113305766875943,SIDE-Sommet international de l'écocitoyenneté,SIDE-Sommet international de l'écocitoyenneté,≤100
126625247383774,Export Development Canada - Exportation et développement Canada,Export Development Canada - EDC,≤100
105754167560390,Sumofus Canada,SumOfUs,≤100
143249880633,World Animal Protection Canada,World Animal Protection Canada,≤100
102051553222110,Canadian Federation of Nurses Unions,Canadian Federation of Nurses Unions,≤100
238193504336,Crisis Prevention Institute,These ads ran without a disclaimer,≤100
106432095003415,Our Nova Scotia RCMP,National Police Federation,≤100
985797494956599,The News Forum,The News Forum,≤100
925033857594085,SureHealth Canada,SureHealth,≤100
109210999137883,Canada's History,Canada's History,≤100
5794733873,David Suzuki Foundation,David Suzuki Foundation,≤100
250592478295316,C2C Journal,C2C Journal,≤100
111231197686977,The Breach,The Breach,≤100
103655764654302,Indigenous Leadership Initiative,The Indigenous Leadership Initiative,≤100
143878685642858,Canadian Foodgrains Bank,Canadian Foodgrains Bank,≤100
1242717912408041,Stephanie Kusie,"the Office of Stephanie Kusie, MP",≤100
259282224084288,The Munk Debates,Munk Debates,≤100
150294235064565,Allstate Canada,Allstate Canada,≤100
254985577276,Humanitarian Coalition/ Coalition Humanitaire,Humanitarian Coalition/ Coalition Humanitaire,≤100
728747700517089,Michael Barrett,Michael Barrett,≤100
674109146110155,Debunk Inc,Debunk Inc,≤100
101765716167641,Tony Hu for Vice President Campaigns and Community Affairs,Tony Hu,≤100
198161003562116,Vancouver Humane Society,Vancouver Humane Society,≤100
52543970197,Environmental Defence Canada,Environmental Defence,≤100
105020357850802,Pivot,Pivot,≤100
105217689138020,E-4225 petition promotion,Gilles Fecteau,≤100
280042975447279,The Fellowship,The Fellowship,≤100
85291563763,ICNA Relief Canada,ICNA Relief Canada,≤100
660721067413100,Dense Breasts Canada,Dense Breasts Canada,≤100
49530722523,Ecojustice,Ecojustice,≤100
134455149912301,Seva Canada,Seva Canada,≤100
139381346199651,Transport Action,Transport Action Canada,≤100
21121691031,Alberta Council of Women's Shelters (ACWS),Alberta Council of Women's Shelters,≤100
226135530782200,ICI Gaspésie-Les-Îles,Radio-Canada,≤100
97884715512,Canadian Museum for Human Rights,Canadian Museum for Human Rights,≤100
420437455160941,Planet Friendly News,Planet Friendly News,≤100
106287537913202,Unsettled: Journeys in Truth and Conciliation,George Winston Lee,≤100
468844636547019,Gouvernement du Nouveau-Brunswick,Gouvernement du Nouveau-Brunswick,≤100
109507830610903,Woken Promises,Mavros Whessell,≤100
214839395204315,Centre canadien de protection de l'enfance,Canadian Centre for Child Protection,≤100
156774011943056,Efficiency Canada,Efficiency Canada,≤100
111176008261790,West Coast Now,West Coast Now,≤100
232894981968,Nature Conservancy of Canada / Conservation de la nature Canada,Nature Conservancy of Canada / Conservation de la nature Canada,≤100
250225271678009,Canadian Generic Pharmaceutical Association,Lina Botyrius,≤100
179433312091265,Weekly  Voice,Weekly  Voice,≤100
229210687246118,Michael Cooper,Michael Cooper,≤100
12101479244,B'nai Brith Canada,B'nai Brith Canada,≤100
352127398180084,Centre for Gender & Sexual Health Equity - CGSHE,Centre for Gender & Sexual Health Equity,≤100
126012407432250,Musée canadien pour les droits de la personne,Musée canadien pour les droits de la personne,≤100
2092607887479452,Joël Arseneau,Joël Arseneau,≤100
168889579973,Fondation David Suzuki,Fondation David Suzuki,≤100
1470117669926710,Coconut Podcast,Alain Joseph,≤100
1631963700446342,CheckUpProject,Anthony Christian Romito,≤100
1461479950753102,My Sea to Sky,My Sea to Sky,≤100
117280704984394,Mood Disorders Society of Canada,Mood Disorders Society of Canada,≤100
111404328067824,Friends of Land Use Planning,Friends of Land Use Planning,≤100
139228222792857,IPolitics,iPolitics,≤100
150435931672156,Élections Québec,Élections Québec,≤100
179642688739082,Amnistie internationale Canada Francophone,Amnistie Internationale Canada Francophone,≤100
714595698939267,TPC - Therapeutic Psilocybin for Canadians,Therapsil,≤100
39168823065,Sierra Club Canada Foundation,Sierra Club Canada Foundation,≤100
869127933125944,Indigenous Link,Karri Ellen Tougas,≤100
102641588585816,Victoria Rumble Room,JOHNY 0 JURICIC,≤100
857860094339244,The GIST,These ads ran without a disclaimer,≤100
481271028892634,North Bay PRIDE,Jason Maclennan,≤100
1550259198525649,Centraide Bas-Saint-Laurent,Centraide Québec et Chaudière-Appalaches,≤100
101263555813789,NorthernBeat News,Northbeat News,≤100
101254104704365,ProEcolo,ProÉcolo,≤100
209259539511350,Sors de ta bulle,Sors de ta bulle,≤100
647435129236503,Victoria Orange Shirt Day,These ads ran without a disclaimer,≤100
103350612362345,Strong Coast,Strong Coast,≤100
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF) Canada,≤100
215304981972670,The Ocean Legacy Foundation,The Ocean Legacy Foundation,≤100
10150095427915144,Ceasefire.ca,Rideau Institute,≤100
111442683994284,The National Telegraph,Wyatt Jackson Claypool,≤100
145943338785891,UBC Faculty of Forestry,UBC Faculty of Forestry,≤100
563611467082128,Rachel Bendayan,Bureau de Rachel Bendayan,≤100
102136459052072,ICI Grand Nord,Radio-Canada,≤100
149529379528,ICI Colombie-Britannique,Radio-Canada,≤100
101588379454158,Vaughan-Woodbridge Conservative EDA,Vaughan-Woodbridge Electoral District Association,≤100
266597510026180,FSSS CSN,FSSS CSN,≤100
1424110981184230,Curium,Curium,≤100
182452388854875,Goodman Commercial,Goodman Commercial,≤100
6319213302,Heart & Stroke,Heart & Stroke,≤100
233291587365920,Linda Salas & Associates,LSF Immigration Consultants Inc.,≤100
1547351742002843,Recovery Capital Summit- Overcoming Addiction,Giuseppi Ganci,≤100
832116380181697,The Discourse,The Discourse,≤100
293694011293,FEC-CSQ,Pierre Avignon,≤100
273310203282725,"Louis Lemieux, député de Saint-Jean à l'Assemblée nationale",Coalition Avenir Québec,≤100
460988417300395,Kamal naser osuli کمال ناصر اصولي,These ads ran without a disclaimer,≤100
532115270289663,Cosmoss Bas-Saint-Laurent,COSMOSS Bas-Saint-Laurent,≤100
242109115885979,Canadian Light Source,Canadian Light Source,≤100
103940668400885,"Louise Lortie, conseillère municipale de Marc-Aurèle-Fortin","Louise Lortie, conseillère municipale",≤100
103712604817590,Paramount+,These ads ran without a disclaimer,≤100
64676229680,Ayn Rand Institute,These ads ran without a disclaimer,≤100
587736108064009,Survival Online 101,These ads ran without a disclaimer,≤100
111361091313,NICABM,These ads ran without a disclaimer,≤100
272372053217,Biz X Magazine,These ads ran without a disclaimer,≤100
103399508522606,Kollyy,These ads ran without a disclaimer,≤100
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100
1165715730222155,Consumer Choice Center,These ads ran without a disclaimer,≤100
