Page ID,Page name,Disclaimer,Amount spent (KES)
110408975208360,Talking about matters,Well Made Strategy LLP,307
8340223883,Avaaz,These ads ran without a disclaimer,265
780365355477607,Kenya Muslim Youth Alliance,Kenya Muslim Youth Alliance,≤100
384942025451714,Education Malaysia,These ads ran without a disclaimer,≤100
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,≤100
108315924735552,Nicholas Otieno Ogola;  TAWU Mombasa Branch Secretary,These ads ran without a disclaimer,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
108535778792153,Evang. Akwaha,These ads ran without a disclaimer,≤100
1621692424754301,Minderoo Foundation,These ads ran without a disclaimer,≤100
164344500263690,Beijing Review,These ads ran without a disclaimer,≤100
