Page ID,Page name,Disclaimer,Amount spent (INR)
109937650579639,discovery+,discovery+,≤100
103782051383159,School of Politics,School of Politics,≤100
109545244848137,Crafto,Kutumb App,≤100
797927846899300,Flag Foundation of India,Flag Foundation of India,≤100
107594063255738,Ankur Warikoo,These ads ran without a disclaimer,≤100
107964951080929,OTT India,OTT India,≤100
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,≤100
101437656247049,Modi Quotes,Modi Quotes,≤100
270666596375251,Jhatkaa.org,Jhatkaa.org,≤100
404746486258732,Project Nanhi Kali,Project Nanhi Kali,≤100
1510631479236816,Hawa Badlo,Interactive Bees Pvt Ltd,≤100
1614689125343644,SILAII,SILAII,≤100
108492911417034,Satyam Srirangam - INC,Satyam Srirangam - INC,≤100
116757744675686,Olkha Pahu,Futuready Media Pvt Ltd.,≤100
132495066874513,GAIL (India) Limited,Interactive Bees Pvt. Ltd,≤100
104736419210593,PACE INDIA,PACE INDIA,≤100
108992338707380,Ankur Warikoo Courses,These ads ran without a disclaimer,≤100
30290552843,Greenpeace India,Greenpeace India Society,≤100
112058781694921,Fiigs India,Lebhaari,≤100
21169267101,Give,Give,≤100
102585599142804,Baatein Unlocked,Baatein Unlocked,≤100
897056127025640,InKhabar,InKhabar,≤100
132689140088396,smilefoundation,smilefoundation,≤100
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,≤100
136804713571547,Nilkanth Singh Munda,Nilkanth Singh Munda,≤100
150727778825020,Mobius Foundation,Mobius Foundation,≤100
582670721835799,Around Telugu,Around Telugu,≤100
1434753153489234,"DIPR, Department of Information & Public Relations, Rajasthan",DIPR,≤100
168545223213479,Omprakash Hudla,Omprakash Hudla,≤100
528307847248802,Indian National Congress -  Madhya Pradesh,Indian National Congress -  Madhya Pradesh,≤100
103166942094469,Lakhan Singh Dangi,Lakhan Singh Dangi,≤100
132689140088396,smilefoundation,Smile Foundation,≤100
248046902053193,Ybrant TV,Ybrant TV,≤100
735039576525115,Josh Talks,Josh Talks,≤100
535293583268635,Kailash Choudhary,Kailash Choudhary,≤100
165714096933078,Piyush Goyal,Piyush Goyal,≤100
513648818973505,Bheem Sahan Gurjar,Bheem Sahan Gurjar,≤100
154161255255794,Gyaneshwar Patil,Gyaneshwar Patil,≤100
537021156329658,Sukhbir Singh Jaunapuria,Sukhbir Singh Jaunapuria,≤100
108609343908281,V Pandu Yadav,V Pandu Yadav,≤100
439063049462765,Kanimozhi Karunanidhi,Kanimozhi Karunanidhi,≤100
573641302744623,E3 Talkies,E3 Talkies,≤100
246558505475210,Bala Ram Choudhary,Bala Ram Choudhary,≤100
221443512623900,Dr N Goutham Rao,Dr N Goutham Rao,≤100
421179061356837,Eknath Shinde - एकनाथ संभाजी शिंदे,Eknath Shinde - एकनाथ संभाजी शिंदे,≤100
100735178208398,Udyami India,Samadhan Samiti,≤100
2241392506177151,Digital Marketing Paathshala,Dreams Infosoft Technology Pvt. Ltd.,≤100
192521040920017,Dr. Khetaram Kumawat,Dr. Khetaram Kumawat,≤100
150568511802483,Paras Jain,Paras Jain,≤100
102715296085726,Neta Ji,Awesomebyte,≤100
1493467387573959,Ghulam Nabi Azad,Ghulam Nabi Azad,≤100
108080828884036,Gehlot Phir Se,DesignBoxed,≤100
586574801848194,Sunil Mendhe,Sunil Mendhe,≤100
2258115727808996,Dr Prabhuram Choudhary,Newrise Technosys Pvt. Ltd.,≤100
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,≤100
403923250035397,Murli Ram Gurjar,Murli Ram Gurjar,≤100
467206496957655,Indian Institute of Democratic Leadership - IIDL,Pactic Media Concepts,≤100
107721289005515,धामी का विकल्प रहित संकल्प,धामी का विकल्प रहित संकल्प,≤100
246310815535743,Webgraphix,Webgraphix,≤100
100106038104382,Vishal Saini,Vishal Saini,≤100
685881558130468,Kamal Nath,Kamal Nath,≤100
194459837556472,योगेंद्र प्रताप सिंह / जीतू - ज़िला पंचायत सदस्य,योगेंद्र प्रताप सिंह / जीतू - ज़िला पंचायत सदस्य,≤100
114296578253047,ONE INDIA NEWS,ONE INDIA NEWS,≤100
1612012092202484,Bharat patwari,Bharat patwari,≤100
411129449009589,K.C. Venugopal,K.C. Venugopal,≤100
854256021383031,Vinod Sevan Lal Chandrakar,Think First,≤100
2248485428700495,Global Leaders Awards,BOL7 Technologies Private Limited,≤100
678876002499539,Mohd Shamim Khan,MEGA TRENDS ADVERTISING LTD,≤100
102255422772071,Mahesh Jethmalani,Mahesh Jethmalani,≤100
100610522981590,Janki Yadav - जानकी प्रसाद यादव,These ads ran without a disclaimer,≤100
106334182540171,스키마리딩,These ads ran without a disclaimer,≤100
111884536995307,NEWJ Rajneeti,NEWJ Rajneeti,≤100
1613686538669654,Ashok Singhal Foundation,Digital Xplode,≤100
100764935994274,Mukesh Sharma,Mukesh Sharma,≤100
2069882939995393,Kranti Gupta,Kranti Gupta,≤100
316365575140365,Rozana Spokesman,Rozana Spokesman,≤100
107660828589805,Dr K.R. Daukiya,Dr K.R. Daukiya,≤100
119983657758739,"Dilip Singh Jadhav ""Baba""-BJP","Dilip Singh Jadhav ""Baba""-BJP",≤100
110796095070897,Sumathi Suratani BJP,Sumathi Suratani BJP,≤100
121458714226708,Rameshwar Bhadoriya BJP,Rameshwar Bhadoriya BJP,≤100
101538858448134,The Summer News,The Summer News,≤100
276512419511205,Kathi Karthika,Policy Briefcase,≤100
106929185529603,Vishnu Kumar Meena,Vishnu Kumar Meena,≤100
389557067910726,Arvind Menon,Arvind Menon,≤100
565714670143123,Ashok Saini,Engitech Media,≤100
1630824307144601,"Little Angels High School, Gwalior",Little Angels High School,≤100
119377624446965,Gully Politics,Gully Politics,≤100
191061458361281,Shalender Godara,Shalender Godara,≤100
106720102507021,Divya Prem Sewa Mission- Haridwar,Divya Prem Sewa Mission,≤100
104160802532063,महाराष्ट्राची विकासगंगा,Futuready Media Pvt Ltd.,≤100
104412674561203,Hitesh Yadav Ru,Hitesh Yadav Ru,≤100
433130516821224,Umang Singhar,Umang Singhar,≤100
132859090587882,Surajit Datta,Surajit Datta,≤100
102970756158174,Swapna Verma fans page,Swapna Verma fans page,≤100
506552499435414,Mukesh Rajput,Mukesh Rajput,≤100
141491449241356,Ranjitsinh Mohite Patil,Ranjitsinh Mohite Patil,≤100
165713746885794,Ramshankar Vaishnav,Ramshankar Vaishnav,≤100
108935364979003,Ragidi Laxma Reddy,Ragidi Laxma Reddy,≤100
501312639983943,Manish Jaiswal,Manish Jaiswal,≤100
384000501947350,Devendra Yadav,Think First,≤100
841171029605948,India News,India News,≤100
101950972992491,भरोसा सांगानेर का,TSM,≤100
1675237799375590,Chandra Mohan Patowary,Chandra Mohan Patowary,≤100
106697569030382,Shankar Lal Sharma,TSM,≤100
216506801885954,Pankaj Chaudhary,Pankaj Chaudhary,≤100
1433894153522813,Pramod Bhaya,Pramod Bhaya,≤100
104633612411419,Dr Samir Kagalkar,Dr Samir Kagalkar,≤100
101964264562944,Sanjay Singh Gangwar,Sanjay Singh Gangwar,≤100
1643845979207619,Amul Bhatt,Amul Bhatt,≤100
224618077692752,Sanjay Tandon,CosMark Media Pvt Ltd,≤100
521087391666842,Dr.Rajesh Babal,Dr.Rajesh Babal,≤100
1328641770614516,Manoj Kotak,Manoj Kotak,≤100
103695892211076,Kaushal Sharma,Kaushal Sharma,≤100
113845853315022,Deepansh Khandelwal,Deepansh Khandelwal,≤100
