Page ID,Page name,Disclaimer,Amount spent (ZAR)
102268322635915,The Finance Daily,The Finance Daily,317
6011868110,Democratic Alliance,Democratic Alliance,127
136956534616,Times LIVE,TimesLIVE,≤100
57206003848,Greenpeace Africa,Greenpeace Africa,≤100
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
478479492268974,Sunday Times ZA,Sunday Times,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
1124522697567672,bioGraphic,These ads ran without a disclaimer,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
446648162438519,Thisisacumen,Acumen Media Management,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
2145594122138312,Action Society,Action Society,≤100
1442286572460668,Inside Education,Inside Education,≤100
112933978402440,Zackie2024,ZA2024,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
629021617133721,Judges Matter,Judges Matter,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
112621135101685,eastwoodslim_popcult,These ads ran without a disclaimer,≤100
1533995663341046,Cindy Benezra Author - Cindy Talks,These ads ran without a disclaimer,≤100
