Page ID,Page name,Disclaimer,Amount spent (MXN)
162949857103721,Gobierno Colima,Gobierno Colima,4772
589484077738887,Jorge Álvarez Máynez,Estudio Bocadillo,1016
103249888468576,Margarita Moreno,Jose Ivan Urbina Nuñez,989
141016469255329,H. Ayuntamiento de Villa de Álvarez,H. Ayuntamiento de Villa de Álvarez,989
306572586738125,H. Ayuntamiento de Manzanillo,H. Ayuntamiento de Manzanillo,810
111119121163953,De Política y Algo Más,De Política y Algo Más,287
543589789374296,Memo Toscano,Guillermo Toscano Reyes,151
503090873547747,Karina Heredia,Javier Alejandro Garcia Munguía,142
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,113
108751525359645,Con Morena trabajamos todxs,conmorenatrabajamostodos.com,105
130602557006517,Schneider Electric,Paulina Guadalupe Arellano Carrillo,103
493453457351145,Coparmex Nacional,Coparmex Nacional,≤100
615839115545562,Glenda Ochoa,Brenda Guadalupe Chavez Ramírez,≤100
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,≤100
100327629549678,Transformando con Claudia,Transformando con Claudia,≤100
1613868898897076,Waldo Fernández González,Waldo Fernández González,≤100
113157781192753,Nacho Vizcaíno Ramírez,Brenda Guadalupe Chavez Ramírez,≤100
108075988755990,Nayaritas con la transformación,Nayaritas con la transformación,≤100
109634395756375,Save the Children México,Save the Children México,≤100
102515245994693,Tlaxcala Si,tlaxcalasi.net,≤100
100557755099985,Convocatorias 2024,Convocatorias 2023,≤100
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,≤100
384214801745089,Samuel García,Samuel García,≤100
110039430775865,Apoyo Nacional en el Gobierno Mexicano,Marcela Narvaez Ramirez,≤100
111253844908328,Gestoría Social Para El Bienestar 9,Luis Felipe Benitez Gomez,≤100
264773293005,Marko Cortés,Marko Cortés,≤100
105624182802445,NMás,Martha Lucia Simone Ramirez,≤100
103821621408670,Programa en el Gobierno Mexicano Independiente,Cinthia Abigil Torres Medina,≤100
837607596288104,Eliseo Fernández Montufar,Community Manager,≤100
727958977345076,A lo tabasqueño,A Lo Tabasqueño,≤100
102526939091022,Gestoría Social Para El Bienestar 8,Luis Felipe Benitez Gomez,≤100
101130375043528,Buenas Noticias México,Buenas Noticas,≤100
114370985304597,Gobierno del Estado de Tlaxcala,Gobierno del Estado de Tlaxcala,≤100
170506213454467,Aprendemos Juntos 2030,These ads ran without a disclaimer,≤100
56713285274,Greenpeace México,Greenpeace México,≤100
104680124489636,Demoscopia Digital,Demoscopia Digital,≤100
458859544909547,DICES,DICES,≤100
254852601222832,CEMEX México,CEMEX México,≤100
133478060111915,CEMEX Impacto Social,CEMEX Negocio Responsable,≤100
2202816729964855,Sin Planeta B,Sin Planeta B,≤100
248970878493624,Pulso Ciudadano,Pulso Ciudadano,≤100
123842270960929,Walmart de México y Centroamérica,Nueva Walmart de México SRL de CV,≤100
85818620950,Avon,These ads ran without a disclaimer,≤100
1624591081124413,Cuestión de Polémica,Cuestión de Polémica,≤100
115452255131465,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,≤100
1452189031676518,Hyundai México,HYUNDAI MEXICO,≤100
107059468002734,Kate Castillo,Kathia Zared Castillo Hernandez,≤100
104051184791091,Beneficios en el Gobierno en todo México,Edith Martinez Orta,≤100
309936002983802,Hagámoslo Viral,Viral Todo,≤100
196705420663884,Código Magenta,Código Magenta,≤100
147751821930575,Salud Digital Fundación Carlos Slim,Fundación Carlos Slim,≤100
107122090875492,Alejandro Gómez Cazarin,ALEJANDRO GÓMEZ CAZARIN,≤100
239726076054918,Partido del Trabajo México,Partido del Trabajo México,≤100
1333701376650032,Que siga López,Que siga Lopez,≤100
101817799368091,AVVIS Noticias,Javier Alejandro Garcia Munguía,≤100
154652694604556,Ricardo Gallardo Cardona,Ricardo Gallardo Cardona,≤100
1906429816285166,Género y Política PRD Tv web,Canek Ortega Cano,≤100
116175691755266,Silvano Aureoles Conejo,Silvano Aureoles Conejo,≤100
113578091325449,Interrupción Legal Del Embarazo Colima,Pardo Tirado Roman,≤100
195400400486017,Antena San Luis,Antena San Luis S de RL de CV,≤100
110552178493339,TcoNoticias,TCO Noticias,≤100
257333027729841,Julieta Ramírez,Julieta Ramirez,≤100
103188645496211,Progresando En Mexico,Yo Trabajo Bien,≤100
309520537353,Fondo Semillas,Fondo Semillas,≤100
48966795116,Amnistía Internacional México,Amnistía Internacional México,≤100
101435299357501,Con Adán Sí,Con Adan Si,≤100
475040405910613,Lenin Perez Rivera,Evaristo Lenin Perez Rivera,≤100
387796290649,GNP Seguros,GNP Seguros,≤100
110187414493874,Plataforma Informativa Mexicana #PIM,euthenics,≤100
103821621408670,Programa en el Gobierno Mexicano Independiente,Nancy Carmen Ramirez Casas,≤100
333934290548728,Los Círculos Rojos,Circulos Rojos,≤100
248040005385097,Movimiento Ciudadano San Luis Potosí,Movimiento Ciudadano San Luis Potosí,≤100
34767149008,Tecnológico de Monterrey,Tecnológico de Monterrey,≤100
177319665650476,ClikiSalud - Fundación Carlos Slim,Fundación Carlos Slim,≤100
1515259965437204,Marina Del Pilar,Marina Del Pilar,≤100
1327748667304965,Carlos Peña Ortiz,Carlos Peña Ortiz,≤100
109228437096500,Gabriel García Hernández,Gabriel García Hernandez,≤100
1424057367811413,Ipas México,"otromexico, sc",≤100
103447518678068,Juan Pablo Celis,4TMichoacán,≤100
251441461671918,Igualdad Animal México,Respeto e Igualdad Animal A.C.,≤100
100378571663638,Jezabel Delgado,Lourdes Jezabel Delgado Flores,≤100
320404528148304,Nacho Campos,Nacho Campos E.,≤100
281188282215551,José Medina Mora Icaza,José Medina Mora Icaza,≤100
434473639950078,Museo Iconográfico del Quijote,Ads Project Media,≤100
923633637651202,Morena Sí,Morena Sí,≤100
1415691342026378,Fundación Carlos Slim,Fundación Carlos Slim,≤100
100431071908734,La-Lista,DCS MEDIA & COMMUNICATIONS,≤100
108985414848506,Gerardo Alba Castillo,Javier López,≤100
189131335143204,"Soy Mexicano, Soy Derecho",Soy Mexicano Soy Derecho,≤100
1545555582174942,TResearch,TResearch,≤100
146500822190082,Gobierno del Estado De Coahuila,Brecha Comunicación,≤100
101701991930418,UNIDEV,UNIDEV,≤100
