Page ID,Page name,Disclaimer,Amount spent (BAM)
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
789735661383506,Fondacija Tadž - Stipendiranje budućih hafiza,Fondacija Tadž - Stipendiranje budućih hafiza,≤100
1676047195961611,Impuls,"Udruženje građana ""Impuls""",≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
197596636939679,tacno.net,Tacno.net,≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
109652028193268,Revizije info,Revizije info,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
120481645203741,Dragan Bursać,Dragan Bursać,≤100
147315858633088,Istinomjer,Istinomjer,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
1473660889517303,Irfan Čengić,Irfan Cengic,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
163080080447411,Републичка странка Српске,Filip Lučić,≤100
1607622842896752,interview.ba,Fondacija Infohuse,≤100
187986821271671,Zašto ne,UG Zašto ne,≤100
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100
417853371621843,Mirnes Ajanović,Mirnes Ajanović,≤100
85069283164,Admir Čavalić,Admir Čavalić,≤100
1894157260888813,Dr Vlado Đajić - Др Владо Ђајић,Vlado Đajić,≤100
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Filip Lučić,≤100
847305072075506,Град Бања Лука,Град Бања Лука,≤100
145348432198036,Camfil,These ads ran without a disclaimer,≤100
2148421271917226,Nedim Salihagić,Salihagić Nedim,≤100
148786333983949,Radmila Vidovic,These ads ran without a disclaimer,≤100
110066008599397,EVANews,These ads ran without a disclaimer,≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
10606591490,TIME,These ads ran without a disclaimer,≤100
