Page ID,Page name,Disclaimer,Amount spent (VND)
105473397490741,Phạm Thị Nga,These ads ran without a disclaimer,97999
192195994956428,Tài Liệu Thi Viên Chức Giáo Viên,Tài Liệu Thi Viên Chức Giáo Viên,49683
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,36409
109088545482687,Nhà Ở Xã Hội Evergreen Bắc Giang,These ads ran without a disclaimer,26375
1860179160927237,Cao Đẳng Kinh Tế Công Nghiệp Hà Nội - Hiec,These ads ran without a disclaimer,25645
120568721035023,Jackson Justin,These ads ran without a disclaimer,23577
229718667137807,Invisalign Vietnam,These ads ran without a disclaimer,23577
110858335318321,Khu nhà ở xã hội 384 Lê Thánh Tông - MoonBay Residence,These ads ran without a disclaimer,17260
116067974827401,Dr Xương Khớp - Gút - Đau mỏi,These ads ran without a disclaimer,12343
103504685839697,SÁCH TỔNG HỢP,These ads ran without a disclaimer,9110
108390095364515,Phạm Văn Thanh- Đặc Trị Xương Khớp,These ads ran without a disclaimer,8387
111267731617802,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,5835
111759838244849,Hết Nợ Con Về,These ads ran without a disclaimer,5624
104727295960051,Gà Mỷ Cựa Dao,These ads ran without a disclaimer,5373
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,4271
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,3779
100973116331828,Xe tải Hyundai - Mr Hiếu 0936273238,These ads ran without a disclaimer,3712
108685817326606,Truther Piece Official,These ads ran without a disclaimer,2230
113145355036082,Tổng Kho Sách Miền Bắc,These ads ran without a disclaimer,2043
100302952590176,Tủ Sách Doanh Nhân,These ads ran without a disclaimer,1956
1594005334231968,Daedong Korea Ginseng,These ads ran without a disclaimer,1834
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,1564
109006655588270,Ngôn ngữ Trung Quốc - Đại học Thái Nguyên,These ads ran without a disclaimer,454
101291915685026,Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,≤100
615040838898606,Angry Birds Dream Blast,These ads ran without a disclaimer,≤100
