Page ID,Page name,Disclaimer,Amount spent (ZAR)
6011868110,Democratic Alliance,Democratic Alliance,1450
153698181363705,Democratic Alliance Eastern Cape,Democratic Alliance,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
2086579854976264,"Andrew Whitfield, MP",Democratic Alliance,≤100
112933978402440,Zackie2024,These ads ran without a disclaimer,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
325113820874966,OUTA - Organisation Undoing Tax Abuse,Organisation Undoing Tax Abuse (OUTA),≤100
2145594122138312,Action Society,Action Society,≤100
446648162438519,Thisisacumen,Acumen Media Management,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100
530927007388252,Vrye Weekblad,Vrye Weekblad (Nuwe Vrye Weekblad Mediagroep),≤100
103131862424141,IZWE LETHU PARTY,IZWE LETHU PARTY,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
112933978402440,Zackie2024,ZA2024,≤100
337719597523,Mambaonline.com,MambaOnline cc,≤100
111351088478835,My Diwise - Jumo,These ads ran without a disclaimer,≤100
