Page ID,Page name,Disclaimer,Amount spent (JPY)
1904070096535109,スマート選挙,株式会社センキョ,873
104274635265965,Hamasoooo,These ads ran without a disclaimer,349
111154678551247,Beauty trend I,These ads ran without a disclaimer,312
104509392312383,ちょこざっぷ（chocoZAP）,These ads ran without a disclaimer,150
475681929154100,国連UNHCR協会,国連UNHCR協会,121
121589187869428,楽天トラベル,These ads ran without a disclaimer,114
208661552479830,日本財団,Shigeru Fujita,105
676655469036670,松下政経塾,松下政経塾,≤100
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,≤100
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,≤100
669041593815783,木下レオンの帝王吉方占い,These ads ran without a disclaimer,≤100
110256441562343,Buzz_channel,These ads ran without a disclaimer,≤100
104533215755145,ZOE_Japan,ZOE Japan,≤100
289931618238873,法輪功は素晴らしいですが、なぜ迫害されたのか,Luu Nga,≤100
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,≤100
101345551435478,イグニッション・エージェント,株式会社イグニッション・エージェント,≤100
1607696895913679,日経プラス９サタデー　ニュースの疑問,Takamasa Kikawa,≤100
418980198123237,シヤチハタ/Shachihata,These ads ran without a disclaimer,≤100
115864264779759,ヒーローズコンバット II,These ads ran without a disclaimer,≤100
