Page ID,Page name,Disclaimer,Amount spent (LBP)
1438703606372190,Elham Said Freiha,Elham Freiha,59701
106197498149118,لبنان الكبير,Grand Lebanon,44776
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,31642
1744356319118477,هنا لبنان,هنا لبنان,20299
101195012850076,مبادرة الدولة الديمقراطية الواحدة,مبادرة الدولة الديمقراطية الواحدة,14925
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,14925
110470091436602,Ici Beyrouth,Ici beyrouth,14925
154029261310643,LADE,LADE,14925
1409421475844098,Citizens & Politics,Citizens & Politics,14925
102282304519788,Awalan.com,Awalan- Al-Iktissad Wal-Aamal,14925
109808577249874,Bachir Gemayel Academy,Alfred Mady,≤100
344500588997099,Ezzaldeen Photography,Ezzaldeen Photography,≤100
107698404702208,Alkalima,Alkalima Onlime,≤100
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,≤100
488000654896540,Kulluna Irada - كلنا إرادة,Kulluna Irada,≤100
107800617419717,MYKA Foundation,Elie M. ElHelou,≤100
394633411339696,fiftyfiftylb,FiftyFiftylb,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
104154192025759,Roland Mokheiber - رولان مخيبر,رولان مخيبر,≤100
