Page ID,Page name,Disclaimer,Amount spent (GBP)
100771226087265,Susie's Tips,Susie's Tips,1404
311627208673,WWF UK,WWF UK,445
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,409
102639461303190,Fair Pay For All,Fair Pay For All,382
108951391565231,Help to Heat,Huw John Llewellyn,348
7214031395,Oxfam Great Britain,Oxfam Great Britain,332
7715002593,UNICEF UK,Unicef UK,271
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),149
348366988862054,Oxfam Campaigns,Oxfam Great Britain,147
102962406443212,WWF Cymru,WWF Cymru,136
9250349228,Greenpeace UK,Greenpeace UK,119
408582579294175,UK government,UK Government,≤100
6233536938,War Child UK,War Child UK,≤100
210400546162648,Development Bank of Wales,Development Bank of Wales,≤100
34044296391,Surfers Against Sewage,Surfers Against Sewage,≤100
490007667679401,Hugh James,Hugh James,≤100
35671512696,World Animal Protection UK,World Animal Protection UK,≤100
121936349543,World Vision UK,World Vision UK,≤100
18168505158,The Woodland Trust,Woodland Trust,≤100
143837658998810,WWT,Wildfowl and Wetlands Trust,≤100
197400387278804,North Devon Labour Party,North Devon Labour Party,≤100
1944527365788790,Banc Datblygu Cymru,Development Bank of Wales,≤100
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",≤100
7043497714,Christian Aid,Christian Aid,≤100
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,≤100
7527864602,WaterAid UK,WaterAid UK,≤100
799576543492660,The Week Junior,The Week Junior,≤100
177855115588808,The Week UK,The Week UK,≤100
10114144851,NSPCC,NSPCC,≤100
208573062515662,Freedom from Torture,Freedom from Torture,≤100
323967924444168,YesCymru,YesCymru,≤100
59367068326,The Ramblers,The Ramblers,≤100
1660600037490738,Guardian Labs,Guardian Labs,≤100
2047806148766050,Animal Equality UK,Animal Equality UK,≤100
159969930741814,The Wildlife Trusts,The Wildlife Trusts,≤100
39852622971,Vertigo Releasing,These ads ran without a disclaimer,≤100
10677003998,Shelter,Shelter,≤100
1551777295056430,NFU Cymru,NFU Cymru,≤100
158077247591710,Refuge,Refuge,≤100
195754307110390,Right To Life UK,Right To Life UK,≤100
249209468838241,Good Law Project,Good Law Project,≤100
116625838402686,FareShare,FareShare,≤100
10499876484,Compassion in World Farming,Compassion in World Farming,≤100
210786739051667,Woodland Trust Cymru,Woodland Trust,≤100
47612991154,Dignity in Dying,Dignity in Dying,≤100
514212165305248,Leigh Day,Leigh Day,≤100
107310464728068,Britain Remade,BRM Futures Limited,≤100
601388547012748,Ecologi,Ecologi,≤100
46074836918,The Trussell Trust,Trussell Trust,≤100
103090485214325,Oltco Ltd,Oltco Ltd,≤100
26698813123,British Red Cross,British Red Cross,≤100
358706239805,Scope,Scope,≤100
139695000173,Good Energy,Good Energy,≤100
117476785190,Save the Children UK,Save the Children UK,≤100
220543443746,International Rescue Committee - UK,International Rescue Committee UK,≤100
