Page ID,Page name,Disclaimer,Amount spent (KES)
1400771023469241,Anne Waiguru,Anne Waiguru,≤100
362328664703,Start Talking Kenya,Well Made Strategy,≤100
103644672731725,Amb. Nancy Karigithu,Arkinst Limited,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
112754900441156,DR. Kiarie Badilisha,DR. Kiarie Badilisha,≤100
780365355477607,Kenya Muslim Youth Alliance,Kenya Muslim Youth Alliance,≤100
167608029918352,Akili Dada,These ads ran without a disclaimer,≤100
194141207389467,Booker Ngesa Omole,Communist Party of Kenya,≤100
107885172290614,Hon Saad Abajano,These ads ran without a disclaimer,≤100
102324481269298,Hon. Zamzam Mohammed,Hon. Zamzam Mohammed,≤100
115885591510505,Ambassador Karanja Kamau For Senator Nakuru County 2027,These ads ran without a disclaimer,≤100
