Page ID,Page name,Disclaimer,Amount spent (CAD)
939050246112788,Facebook Public Affairs,Meta,7443
106917558391358,Alliance nouvelles voies,Pathways Alliance,879
139449499417715,Pharmaprix,Pharmaprix,678
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,507
1533253713597302,Elisabeth Léger,Elisabeth Léger,331
152467601467262,BMO Groupe financier,BMO Groupe financier,249
121222984568561,Amnesty International Canada,Amnesty International Canada,207
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,190
214866875236330,PROMIS,Promis Immigration,140
54125409458,Oxfam-Québec,Oxfam-Québec,135
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,133
248281845216826,Bell Canada (Français),Bell Canada,121
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,118
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,≤100
103947395932025,mstrishaaa,mstrishaaa,≤100
1097840090260804,National Police Federation,National Police Federation,≤100
336963316348550,Ucore Rare Metals Inc.,Ucore Rare Metals Inc.,≤100
107385241806,Plan International Canada,Plan International Canada,≤100
1589839557920915,National Disability Credit Alliance,National Disability Credit Alliance,≤100
168889579973,Fondation David Suzuki,Fondation David Suzuki,≤100
233017897569896,Emplois en régions,Emplois en régions,≤100
114943114838621,Fuel Forward,Canadian Fuels Association,≤100
281999881613,World Vision Canada,World Vision Canada,≤100
35715544220,Stand.earth,Stand.earth,≤100
302563550666,Réseau d'experts Nutrite,Réseau d'experts Nutrite,≤100
103145009203143,The Next Climate Fellowship,The Next Climate Fellowship,≤100
206962006904247,Le Grand Marché de Québec,Le Grand Marché de Québec,≤100
100969225622947,Parcours travail-études en petite enfance,These ads ran without a disclaimer,≤100
258816197490589,Chaire DSPG de l'UQAM,Chaire DSPG de l'UQAM,≤100
185083894875909,Pathways to Education Canada / Passeport pour ma réussite Canada,Pathways to Education Canada,≤100
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,≤100
256967407720183,LEO,Léger,≤100
202220023130891,Bell Canada,Bell Canada,≤100
169042736456594,All Out,ConnectAd,≤100
186266941387011,BMO Financial Group,BMO Financial Group,≤100
107741980784988,Canadian Health Food Association,Canadian Health Food Association,≤100
102862259754198,MS.ThingsIsee,MS.ThingsIsee,≤100
100999094747422,Land Needs Guardians,Land Needs Guardians,≤100
26394435211,Canadian Cancer Society,Canadian Cancer Society,≤100
187805263715,RÉZO,RÉZO,≤100
101341720011488,ONFR+,ONFR+,≤100
123235041462,The Fraser Institute,Fraser Institute,≤100
103940668400885,"Louise Lortie, conseillère municipale de Marc-Aurèle-Fortin","Louise Lortie, conseillère municipale",≤100
419813708382526,"Claude Larochelle, conseiller municipal de Fabreville","Claude Larochelle, conseiller municipal",≤100
179642688739082,Amnistie internationale Canada Francophone,Amnistie Internationale Canada Francophone,≤100
903577146395715,Toronto Centre,Toronto Centre,≤100
10633250963,Save the Children Canada,Save the Children Canada,≤100
192578804721073,Soraya Martinez Ferrada,Soraya Martinez Ferrada,≤100
290633408116,Le Quotidien,Le Quotidien,≤100
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
151415004877917,Institut économique de Montréal,Institut économique de Montréal,≤100
405377872902754,Canada Action,Canada Action,≤100
430234867150644,Réseau d'experts Nutrite,Réseau d'experts Nutrite,≤100
168617319831578,Nature Canada,Nature Canada,≤100
126012407432250,Musée canadien pour les droits de la personne,Musée canadien pour les droits de la personne,≤100
113297740077607,Canadian Energy Centre,Canadian Energy Centre,≤100
105091807647339,Jean Coutu Île-Perrot,PHARMALEAD,≤100
97884715512,Canadian Museum for Human Rights,Canadian Museum for Human Rights,≤100
539849506029629,Fondation Marie-Vincent,Fondation Marie-Vincent,≤100
110385933727922,Info-tabac,Info-tabac,≤100
100371388906713,Jean Coutu St-Sauveur,PHARMALEAD,≤100
186898398016771,FRONT - Femmes Regroupées en Options Non Traditionnelles,FRONT - Femmes Regroupées en Options Non Traditionnelles,≤100
224272420588,Centre universitaire de formation en environnement et développement durable,Centre de formation en environnement et développement durable de l'UdeS,≤100
101578149379988,𝐏𝐚𝐭𝐡 𝐭𝐨 𝐬𝐮𝐜𝐜𝐞𝐬𝐬,These ads ran without a disclaimer,≤100
103936667856096,Réseau d'experts Nutrite,Réseau d'experts Nutrite,≤100
105337917713399,Réseau d'experts Nutrite,Réseau d'experts Nutrite,≤100
658318450979357,Globe Content Studio,Globe Content Studio,≤100
134894650677911,Réseau d'experts Nutrite,Réseau d'experts Nutrite,≤100
599601796904723,Humane Society International/Canada,Humane Society International/Canada,≤100
1182835175181190,Réseau d'experts Nutrite,Réseau d'experts Nutrite,≤100
238757939811253,Réseau d'experts Nutrite,Réseau d'experts Nutrite,≤100
254985577276,Humanitarian Coalition/ Coalition Humanitaire,Humanitarian Coalition/ Coalition Humanitaire,≤100
148668741848610,JSpaceCanada,Press Pause Collective,≤100
428551390928740,Fondation Rideau Hall Foundation,Rideau Hall Foundation,≤100
187891535155153,Réseau d'experts Nutrite,Réseau d'experts Nutrite,≤100
106764462731658,Honest Reporting Canada,Honest Reporting Canada,≤100
96421518008,Forum for Young Canadians / Forum pour jeunes canadiens,Forum for Young Canadians / Forum pour jeunes canadiens,≤100
303041323053061,Réseau d'experts Nutrite,Réseau d'experts Nutrite,≤100
152759126824,Enbridge,Enbridge,≤100
2036792156646438,Réseau d'experts Nutrite,Réseau d'experts Nutrite,≤100
294859335392,University of New Brunswick,University of New Brunswick,≤100
179391586202608,Réseau d'experts Nutrite,Réseau d'experts Nutrite,≤100
80851911931,Canadian Civil Liberties Association,Canadian Civil Liberties Association,≤100
293725500821239,Réseau d'experts Nutrite,Réseau d'experts Nutrite,≤100
52543970197,Environmental Defence Canada,Environmental Defence,≤100
1327997853986388,Brunet Plus Aylmer,PHARMALEAD,≤100
196322807083503,OECTA - Ontario English Catholic Teachers Association,OECTA - Ontario English Catholic Teachers Association,≤100
19750184960,Greenpeace Canada,Greenpeace Canada,≤100
105754167560390,Ekō Canada,Ekō,≤100
143679932350320,Centre écologique de Port-au-Saumon,These ads ran without a disclaimer,≤100
254245404682417,C.D. Howe Institute,C.D. Howe Institute,≤100
153447518036926,Kiehl's,These ads ran without a disclaimer,≤100
109353154135430,E.N. Publishing,These ads ran without a disclaimer,≤100
116372974760742,Réseau d'experts Nutrite - Abitibi,Réseau d'experts Nutrite - Abitibi,≤100
301171466734325,Organe Communautaire HCBE-Canada,These ads ran without a disclaimer,≤100
134455149912301,Seva Canada,Seva Canada,≤100
39315431246,Fair Vote Canada/Représentation équitable au Canada,Fair Vote Canada/Représentation équitable au Canada,≤100
154462904588700,Enbridge Gas,Enbridge Gas,≤100
11974905918,World Accord,World Accord,≤100
261752512263,Canadian Red Cross,Canadian Red Cross,≤100
117926081552324,Équiterre,Équiterre,≤100
985797494956599,The News Forum,The News Forum,≤100
1670059186635128,Brunet Ste-Adèle,PHARMALEAD,≤100
1671097993122619,Children Believe,Children Believe,≤100
105288666168351,SOS Children's Villages Canada,SOS Children's Villages Canada,≤100
2104031776483143,The Manitoba Child Care Association,The Manitoba Child Care Association,≤100
104321259649840,CATIE,CATIE,≤100
263237773709832,Maison d'hébergement La Volte-Face,Maison d'hébergement La Volte-Face,≤100
157003433121,SE Health,These ads ran without a disclaimer,≤100
101898551911387,The Hub Canada,Hub Canada Media,≤100
842010632481715,National Observer,National Observer,≤100
145655439443421,"Jean Coutu 515 Boul. Lacombe, Repentigny - secteur Le Gardeur",PHARMALEAD,≤100
2424592771126530,Jean Coutu La Plaine,PHARMALEAD,≤100
108471601462923,Vendde,These ads ran without a disclaimer,≤100
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),These ads ran without a disclaimer,≤100
101254104704365,ProEcolo,ProÉcolo,≤100
885367448177343,Bob Zimmer MP,Bob Zimmer MP,≤100
103655764654302,Indigenous Leadership Initiative,The Indigenous Leadership Initiative,≤100
200217723858499,Tony Wakeham,"Tony Wakeham, MHA for Stephenville - Port au Port",≤100
233291587365920,Linda Salas & Associates,LSF Immigration Consultants Inc.,≤100
1553269028327267,Star Sponsored,The Toronto Star,≤100
104469062643231,Eric Simard,These ads ran without a disclaimer,≤100
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,≤100
1908776232731070,Manœuvres / Tour d'aiguillage,These ads ran without a disclaimer,≤100
1948712141904125,Gatineau.TV,Gatineau.TV,≤100
392629388021829,Ally Global Foundation,Ally Global Foundation,≤100
243795232247,Mennonite Central Committee - MCC,Mennonite Central Committee Canada,≤100
106414628943026,Engage with Nature-Based Solutions,Engage with Nature-Based Solutions,≤100
