Page ID,Page name,Disclaimer,Amount spent (GBP)
100771226087265,Susie's Tips,Susie's Tips,1363
166335402260,Scottish Water,Scottish Water,680
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,534
159100234275780,UK Government Scotland,Office of the Secretary of State for Scotland,507
105325515394672,Local Recovery,Local Recovery,271
7715002593,UNICEF UK,Unicef UK,236
1645963095654688,Healthier Scotland,The Scottish Government,229
311627208673,WWF UK,WWF UK,201
9250349228,Greenpeace UK,Greenpeace UK,169
442816382865338,Social Security Scotland,Social Security Scotland,139
799576543492660,The Week Junior,The Week Junior,108
319720638145510,NatureScot,NatureScot,107
7527864602,WaterAid UK,WaterAid UK,≤100
158077247591710,Refuge,Refuge,≤100
35671512696,World Animal Protection UK,World Animal Protection UK,≤100
121936349543,World Vision UK,World Vision UK,≤100
112712550420527,Sumofus UK,SumOfUs,≤100
47612991154,Dignity in Dying,Dignity in Dying,≤100
220543443746,International Rescue Committee - UK,International Rescue Committee UK,≤100
18168505158,The Woodland Trust,Woodland Trust,≤100
106946654868342,Water's Worth Saving,Water UK,≤100
310039442421596,Scottish Labour Party,Scottish Labour Party,≤100
1738524969810037,Mission India UK,Mission India UK,≤100
177855115588808,The Week UK,The Week UK,≤100
394936823930287,Age International,Age International,≤100
18044497940,Plan International UK,Plan International UK,≤100
7624294394,Amnesty International UK,Amnesty International UK,≤100
20374426684,Friends of the Earth Scotland,Friends of the Earth Scotland,≤100
7043497714,Christian Aid,Christian Aid,≤100
112845639376,Refugee Action,Refugee Action,≤100
208573062515662,Freedom from Torture,Freedom from Torture,≤100
117476785190,Save the Children UK,Save the Children UK,≤100
353224381469808,ifaw,IFAW,≤100
6707857033,Global Justice Now,Global Justice Now,≤100
249209468838241,Good Law Project,Good Law Project,≤100
101255718164248,350 UK,350.org,≤100
18933154958,CARE International UK,CARE International UK,≤100
175584152579855,Unite the union,Unite the union,≤100
103559634900519,Oltco Ltd,Oltco Ltd,≤100
