Page ID,Page name,Disclaimer,Amount spent (BOB)
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
128692467209771,Visita Cochabamba,Smart Group,≤100
113395115480500,Organizacion Cultural Multidisciplinaria Khana Marka,Sandro Iquise Vincenti,≤100
102524055254938,Centro de Preparación Internado Khana Marka,Sandro Iquise Vincenti,≤100
1616241865111812,Soberanía Alimentaria IPDSA,Coordenada Digital,≤100
269633369881331,Senador Rodrigo Paz,Gabriela Pacello Guillen,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
110584768117092,BoliviaFederal,These ads ran without a disclaimer,≤100
102351595022048,Carlos Montaño Alcalde,Richard Chambi Gutierrez,≤100
1929798810569475,Somos de Warnes,Raul Paniagua Gil,≤100
106059408814909,Red Global de Venezuela,These ads ran without a disclaimer,≤100
131189377574,MDPI,These ads ran without a disclaimer,≤100
100432322646591,Magnom Properties,These ads ran without a disclaimer,≤100
