Page ID,Page name,Disclaimer,Amount spent (PLN)
178362315106,European Parliament,European Parliament,233
100947022065093,Okresowa Koalicja,Okresowa Koalicja,204
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),197
163064650412661,Teatr Powszechny w Łodzi,Teatr Powszechny w Łodzi,148
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,112
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,≤100
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,≤100
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,≤100
100600111478700,Nowa Energia Dla Łodzi,VEOLIA NOWA ENERGIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
105241158314515,Kongres Regeneracja Miast,Fundacja Gospodarki i Administracji Publicznej,≤100
228168274881,wysokieobcasy,wysokieobcasy,≤100
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,≤100
32104614789,Greenpeace Polska,Greenpeace Polska,≤100
102931488739,Platforma Obywatelska,Platforma Obywatelska,≤100
339855706171439,Dobra Fabryka,Dobra Fabryka,≤100
578864425792499,Ośrodek Monitorowania Antypolonizmu,Fundacja Ośrodek Monitorowania Antypolonizmu,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
286672948180163,Tomasz Trela,Poseł Tomasz Trela,≤100
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,≤100
283996612400,Fundacja Nasza Ziemia,Fundacja Nasza Ziemia,≤100
142361819657439,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej,≤100
292640324174614,Hellozdrowie.pl,Redakcja Hello Zdrowie,≤100
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,≤100
107750507339408,Bart Staszewski,Fundacja Basta,≤100
599444633584675,Małgorzata Moskwa-Wodnicka,Małgorzata Moskwa-Wodnicka,≤100
195947557131612,Fundacja Avalon,Fundacja Avalon,≤100
1940865619540933,Grzegorz Glimasiński Radny Powiatu Tomaszowskiego,Grzegorz Glimasiński Radny Powiatu Tomaszowskiego,≤100
144808095552639,ING Polska,ING Polska,≤100
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,≤100
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,≤100
1436380093288077,Park Dzieje,Stowarzyszenie Dzieje,≤100
1496359750659795,Michał Wójcik,Michał Wójcik,≤100
940058816041174,Federacja Przedsiębiorców Polskich,Federacja Przedsiębiorców Polskich,≤100
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,≤100
391098174296294,Super Express,se.pl,≤100
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,≤100
1181684038602267,Niepodległa,"BIURO PROGRAMU ""NIEPODLEGŁA""",≤100
190536713845,Fundacja JiM,Fundacja JiM,≤100
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,≤100
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,≤100
814991668621838,Norbert Kaczmarczyk,Norbert Kaczmarczyk,≤100
173086948664,Infor.pl,Infor.pl,≤100
406758116099067,Fundacja Kasisi,Fundacja Kasisi,≤100
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,≤100
1967695263556184,Sylwia Spurek,The Grens/EFA in the European Parliament,≤100
199877710116314,Patryk Jaki,Patryk Jaki,≤100
176114889652,Kancelaria Premiera,Kancelaria Premiera,≤100
255100403945,Polityka,Polityka,≤100
1683534065241470,OKO.press,OKO.press,≤100
101876361512444,Krajowy Projekt Energetyczny - odnawialne źródła energii dla każdego,These ads ran without a disclaimer,≤100
108887131372926,Fundacja Nowej Wspólnoty,Fundacja Nowej Wspólnoty,≤100
137877409609952,Lewica,Nowa Lewica,≤100
203627442993022,Portal Oświatowy,Wiedza i Praktyka,≤100
1425264934431305,Polski Instytut Księgowości,Polski Instytut Księgowości,≤100
456995064489685,Mateusz Walasek,Mateusz Walasek,≤100
276860619087002,Sylwester Tułajew,Sylwester Tułajew,≤100
181020632309,Wydawnictwo Znak,Wydawnictwo Znak,≤100
168737999982045,Visegrad Insight,Visegrad Insight,≤100
220271058162352,Damian Raczkowski - Radny Rady Miejskiej w Łodzi.,Damian Raczkowski - Radny Rady Miejskiej w Łodzi.,≤100
2320275388297228,Marcin Romanowski,Marcin Romanowski,≤100
141049865933925,Katolicka Agencja Informacyjna / KAI,Katolicka Agencja Informacyjna,≤100
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100
100530692579091,Forum Bezpieczeństwa,Forum Bezpieczeństwa,≤100
292514454554454,Cartrack Polska,Cartrack Polska,≤100
105039892358886,FURPO - Świadczenie Pielęgnacyjne,FURPO GROUP SP. Z O.O.,≤100
340765409708087,Ryszard Madziar,Ryszard Madziar,≤100
514735281965536,Demagog,Stowarzyszenie Demagog,≤100
573994789747274,Janka Ochojska,Biuro Posłanki do Parlamentu Europejskiego Janiny Ochojskiej – Okońskiej,≤100
505864632777215,Tygodnik Lisickiego,Orle Pióro sp. z o.o.,≤100
959387840744974,Bezpartyjni Samorządowcy,Ogólnopolska Federacja Bezpartyjni i Samorządowcy,≤100
126221077483593,Teatr Powszechny,Teatr Powszechny,≤100
312204349288060,Mariusz Gosek,Mariusz Gosek,≤100
143951191449,Profinfo.pl,Wolters Kluwer PL,≤100
1629946500626448,To Tylko Astma,OS3 Sp. z o.o.,≤100
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,≤100
108567461681538,"Polska Katolicka, nie laicka",Fundacja Instytut Edukacji Społecznej i Religijnej im. Ks. Piotra Skargi,≤100
163488137165461,E.ON Polska,E.ON Polska,≤100
108494929216934,Marcin Kierwiński,Marcin Kierwiński,≤100
109218848183780,Marek Woźniak,UMWW,≤100
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,≤100
1495480087399256,Jacek Ozdoba,Jacek Ozdoba,≤100
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,≤100
140754135942752,Fundacja Court Watch Polska,Fundacja Court Watch Polska,≤100
621959344553367,DNA Rynków - merytorycznie o giełdach i gospodarkach,DNA Rynków,≤100
113267398356583,Komitet Inicjatywy Ustawodawczej „STOP zakazowi pracy”,Polskie Stowarzyszenie Obrońców Życia Człowieka,≤100
990533821012595,Nierealnie,Nierealnie.pl,≤100
170894632966683,Warszawski Instytut Bankowości,Sektorowa Rada ds. Kompetencji Sektora Finansowego,≤100
