Page ID,Page name,Disclaimer,Amount spent (GTQ)
101405406148203,Valor Suchitepequez,Byron Estuardo Villatorio Liu,≤100
101747092677033,Biopapama,Bio Papama,≤100
104917155362067,Roberto Arzu García-Granados,Roberto Arzú García-Granados,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
114103503653411,Noticias Nuevo Progreso S.M.,Jennifer Lopez,≤100
101523721591377,Noticias Tejutla,Jennifer Lopez,≤100
104088575626269,Unidad Nacional de la Esperanza Xela,Unidad Nacional de la Esperanza Xela,≤100
109189810962889,Comunidad Elefante,Shorik Yann Mejia Blanco,≤100
100423518427634,Comisión Presidencial Contra la Corrupción,Comisión Presidencial Contra la Corrupción,≤100
106806278789404,Podemos Huehuetenango,Podemos Huehuetenango,≤100
100585346122809,PSC,These ads ran without a disclaimer,≤100
935299889832285,Linda's Nails by Alma Linda de Diaz,These ads ran without a disclaimer,≤100
281554395331686,República,"Republica GT, S.A.",≤100
285530825204,Klitschko,These ads ran without a disclaimer,≤100
