Page ID,Page name,Disclaimer,Amount spent (ZAR)
133307190069756,Amnesty International South Africa,Amnesty International South Africa,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
136956534616,Times LIVE,TimesLIVE,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
105398335585126,Western Cape Education Department,Western Cape Education Department,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
2145594122138312,Action Society,Action Society,≤100
271661459703081,Martin Solar za,These ads ran without a disclaimer,≤100
478479492268974,Sunday Times ZA,Arena Africa,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
105972618567796,Juicy Chemistry Africa,These ads ran without a disclaimer,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
109374997915302,Mayor Geordin Hill-Lewis,Mayor Geordin Hill-Lewis,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
86579745433,South African Institute of Race Relations,South African Institute of Race Relations,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
336794296437261,DA GPL,DA Gauteng Provincial Legislature,≤100
530927007388252,Vrye Weekblad,Vrye Weekblad (Nuwe Vrye Weekblad Mediagroep),≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
284922444920221,Engelbrecht Employment Law Professionals,These ads ran without a disclaimer,≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
101437324554851,Councillor Ernest Smith,Councillor Ernest Smith,≤100
108896000503833,PR Councillor Ashwin Jansen - Ward 56,PR Councillor Ashwin Jansen - Ward 56,≤100
1019691118063870,Traverse Le Goff MP,Traverse Le Goff MP,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,≤100
100638533094811,Nick Hayes Music,These ads ran without a disclaimer,≤100
107051145110721,The Investing Weekly Journal,These ads ran without a disclaimer,≤100
111068872040824,Super Quiz,These ads ran without a disclaimer,≤100
118331344683021,EcoSuds,These ads ran without a disclaimer,≤100
102407559822494,Training Centre in Communication (TCC Africa),These ads ran without a disclaimer,≤100
108276258909021,Olarglscal-fox,These ads ran without a disclaimer,≤100
