Page ID,Page name,Disclaimer,Amount spent (HNL)
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,296
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,239
104599735671754,Goberna Honduras,Goberna Honduras,148
703368406666619,Vox Populi HN,Vox Populi HN,106
112529930493702,Democracia en Acción Hn,Voto Informado Honduras,≤100
138816232821931,PNUD en Honduras,PNUD (Programa de las Naciones Unidas  para el Desarrollo),≤100
491553204198958,Revistazo.com,Revistazo.com,≤100
803587436436553,OCDIH,Lilian Guadalupe Gomez Dominguez,≤100
68793499001,UNICEF,UNICEF with Facebook Ad Credits,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
260505207474088,Libélula Cambio Climático,These ads ran without a disclaimer,≤100
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
1314458455242369,Diputado German Altamirano,German Altamirano,≤100
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,≤100
188140874572413,Charles Darwin Foundation,These ads ran without a disclaimer,≤100
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100
856012741442139,Ipas LAC,Astrid Leticia Aguilar Pinell,≤100
108584201404731,La Civiltà Cattolica - Edición en español,These ads ran without a disclaimer,≤100
131189377574,MDPI,These ads ran without a disclaimer,≤100
