Page ID,Page name,Disclaimer,Amount spent (ISK)
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,362
573559522797177,Flokkur fólksins,Flokkur Fólksins,271
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,217
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,127
128854307193614,Landsvirkjun,Landsvirkjun,105
737169626371453,Heimildin,Stundin,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
106979180938014,Samstöðin,Samstöðin ehf,≤100
626846780726124,Viðreisn,Viðreisn,≤100
891586070909976,Endangered Species Foundation of New Zealand,These ads ran without a disclaimer,≤100
