Page ID,Page name,Disclaimer,Amount spent (ZAR)
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,1299
102251394547417,VF Plus - Lesedi Plaaslike Munisipaliteit,Vryheidsfront Plus / Freedom Front Plus,779
195909420099,Solidariteit,Solidariteit,460
105557964210312,VF Plus - Ekurhuleni Metropolitaanse Munisipaliteit,Vryheidsfront Plus / Freedom Front Plus,412
136956534616,Times LIVE,TimesLIVE,354
6011868110,Democratic Alliance,Democratic Alliance,169
116657351312927,Pledge To Vote SA,Pledge to Vote,145
2145594122138312,Action Society,Action Society,140
1742410059361710,AwakeMzansi,Awake Mzansi,137
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
259053084574400,Wahl SA,These ads ran without a disclaimer,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
102265308016316,Al Jama-ah,Al Jama-ah,≤100
1442286572460668,Inside Education,Inside Education,≤100
108096858922548,The People's Movement,The People's Movement,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign 2024,Sipho Pienaar Malapane,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
117571764991545,Retail Capital,These ads ran without a disclaimer,≤100
111357201619425,Daily Investor,These ads ran without a disclaimer,≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
246425659800809,Central News,Central News,≤100
330830077537611,Andre Temidis Branch Real Estate Group,These ads ran without a disclaimer,≤100
484334254982526,EmanualOnline,These ads ran without a disclaimer,≤100
475778355919914,BB - Best Bios,These ads ran without a disclaimer,≤100
107706102295108,Wire Tool,These ads ran without a disclaimer,≤100
150779984941409,Rave Mobile Safety,These ads ran without a disclaimer,≤100
