Page ID,Page name,Disclaimer,Amount spent (ZAR)
6011868110,Democratic Alliance,Democratic Alliance,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
102265308016316,Al Jama-ah,Al Jama-ah,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
2145594122138312,Action Society,Action Society,≤100
286506558722350,Inside Politics,Inside Politics,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign 2024,Sipho Pienaar Malapane,≤100
104369734635972,eusebius_mckaiser,These ads ran without a disclaimer,≤100
109675554729636,photopado,These ads ran without a disclaimer,≤100
101853479470366,Weregreenly,These ads ran without a disclaimer,≤100
683436135352620,Rothoblaas solutions for safety,These ads ran without a disclaimer,≤100
