Page ID,Page name,Disclaimer,Amount spent (ISK)
737169626371453,Heimildin,Stundin,3196
623887187646891,Bókamarkaðurinn,These ads ran without a disclaimer,742
103123311914005,Elva Hrönn Hjartardóttir,Elva Hrönn Hjartardóttir,665
152804904889,Samfylkingin,Samfylkingin,419
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,396
423451321043674,Vinstrihreyfingin - grænt framboð,Vinstrihreyfingin - grænt framboð,223
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,216
156161194561570,Kjarninn,Kjarninn,205
154893001218870,ADHD samtökin,ADHD samtökin,135
357896717565932,Jóhanna Gunnarsdóttir í stjórn VR 2023,Jóhanna Gunnarsdóttir í stjórn VR 2023,122
622220361283956,Samorka,Samorka,102
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,≤100
41445084925,Röskva - stúdentahreyfing,Röskva - stúdentahreyfing,≤100
128854307193614,Landsvirkjun,Landsvirkjun,≤100
106979180938014,Samstöðin,Samstöðin ehf,≤100
102133046017049,Evrópuhreyfingin,Evrópuhreyfingin,≤100
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,≤100
165630723862615,Andríki,Andríki,≤100
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,≤100
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
263095547109656,Sjálfstæðisfélag Garðabæjar,Sjálfstæðisflokkurinn,≤100
509866436098947,Sabine Leskopf,Sabine Leskopf,≤100
1693693237557525,HiBob,These ads ran without a disclaimer,≤100
106776559007113,Новости дня,These ads ran without a disclaimer,≤100
