Page ID,Page name,Disclaimer,Amount spent (PLN)
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,155
698495676960463,Błażej Poboży,Błażej Poboży,≤100
380485532115847,Ministerstwo Rodziny i Polityki Społecznej,Ministerstwo Rodziny i Polityki Społecznej,≤100
851597268265842,Telewizja Kopernik,TELEWIZJA KOPERNIK,≤100
294676812478,IKEA,These ads ran without a disclaimer,≤100
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,≤100
102931488739,Platforma Obywatelska,Platforma Obywatelska,≤100
106658984378489,Gra Paczka,Stowarzyszenie WIOSNA,≤100
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,≤100
342701305934903,Małgorzata Chmiel - poseł na Sejm RP,Małgorzata Chmiel - poseł na Sejm RP,≤100
2273340699395517,Tomasz Frankowski,Tomasz Frankowski,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
137877409609952,Lewica,Nowa Lewica,≤100
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,≤100
107590839282206,BNP Paribas Bank Polska,BNP Paribas Bank Polska S.A.,≤100
2047620422187396,Anna Wojciechowska,Anna Wojciechowska,≤100
144808095552639,ING Polska,ING Polska,≤100
178362315106,European Parliament,European Parliament,≤100
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,≤100
111275624780972,Erase Indifference,Erase Indifference,≤100
101995462097618,Dajcie Żyć,Stowarzyszenie Kultury Chrześcijańskiej im. Ks. Piotra Skargi,≤100
228168274881,wysokieobcasy,wysokieobcasy,≤100
391098174296294,Super Express,se.pl,≤100
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,≤100
618179678235315,wschód,wschód,≤100
276860619087002,Sylwester Tułajew,Sylwester Tułajew,≤100
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,≤100
178415208919146,Suwerenna Polska,Solidarna Polska,≤100
395533923834784,PSL Mazowsze,Zarząd Wojewódzki Polskiego Stronnictwa Ludowego Województwa Mazowieckiego,≤100
1483938021891274,Piotr Soćko - Radny Rady Powiatu w Kętrzynie,Piotr Soćko - Radny Rady Powiatu w Kętrzynie,≤100
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,≤100
339855706171439,Dobra Fabryka,Dobra Fabryka,≤100
381003278691136,Szymon Hołownia,Szymon Hołownia,≤100
1937461523203000,Fundacja Promocji Pojazdów Elektrycznych FPPE,Fundacja Promocji Pojazdów Elektrycznych,≤100
872969579493875,Robert Klimowicz - Radny Miasta Ełku,Robert Klimowicz - Radny Miasta Ełku,≤100
105466814319826,Paweł Wnukowski,Paweł Wnukowski,≤100
102811109411234,Do:łącz,Dołącz,≤100
100569026183717,W Obronie Zdrowia,W Obronie Zdrowia,≤100
371981706755861,Kierunek na EKO,OS3 Sp. z o. o.,≤100
578864425792499,Ośrodek Monitorowania Antypolonizmu,Fundacja Ośrodek Monitorowania Antypolonizmu,≤100
181104811991414,Nasza Ostróda,Nasza Ostróda,≤100
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,≤100
362731483842344,Agro Trust - Skup i  #𝐖𝐢𝐚𝐝𝐨𝐦𝐨ś𝐜𝐢𝐙𝐛𝐨ż𝐨𝐰𝐞,Agro Trust Mateusz Tołczyk,≤100
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100
257593184447834,Władysław Kosiniak-Kamysz,Władysław Kosiniak-Kamysz,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
104050691485416,Strefa Alergii,Strefa Alergii,≤100
145382618855042,Muzeum Sztuki w Łodzi,Muzeum Sztuki w Łodzi,≤100
959387840744974,Bezpartyjni Samorządowcy,Bezpartyjni Samorządowcy,≤100
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,≤100
