Page ID,Page name,Disclaimer,Amount spent (MXN)
153947391339205,Manolo Jiménez Salinas,MANOLO JIMENEZ SALINAS,27335
1520610478183053,Badabun,Vanessa Rivera,7111
475040405910613,Lenin Perez Rivera,Coalición Rescatemos Coahuila,6707
327324764029820,Armando Guadiana,Armando Guadiana,6177
114085441581783,El Anti Chapulines,El Anti Chapulines,5209
291420500968149,Ricardo Mejia Berdeja,Ricardo Mejia Berdeja,4959
884158955066166,RecuperaTuFuturo,RecuperaTuFuturo,4619
611053902572622,Focus Mx,Focus Mx,4143
109856141998075,Diario La Comarca,Diario La Comarca,4093
107329467479764,Rodrigo Valdez,Movimiento Ciudadano,3764
102559402671213,Coanews,Coanews,3674
1024449434274133,Partido Verde Coahuila,Partido Verde Coahuila,3342
506263806570783,Alex Martínez,Partido Verde Coahuila,3233
936003293273572,Nexo Político,Nexo Político,3055
112078425182286,Albany Castro,MOVIMIENTO CIUDADANO,3037
877657765583791,Paloma De Los Santos,Paloma De Los Santos,2929
112041081846375,Aida García,Movimiento Ciudadano,2611
107189855635934,Chuy Colores,Movimiento Ciudadano,2418
103847969207185,Frontera Norte,Frontera Norte,2395
100802831514881,Claudia Rodríguez,Partido Verde Coahuila,2385
107909918930463,Carlos Salazar,MOVIMIENTO CIUDADANO,2277
102542454680516,Lupita Oyervides,Brecha Comunicación,2074
104156442652500,Limbar Valdez,Partido Verde Coahuila,1909
107640312290269,Mariana Ortega,Movimiento Ciudadano,1871
106702032385788,Abelardo Eagleston,Movimiento Ciudadano,1709
102903394656386,María Bárbara Cepeda Boehringer,Brecha Comunicación,1425
129919903347839,Gina Marcos,MOVIMIENTO CIUDADANO,1368
896480353729275,Memo Ruiz,Brecha Comunicación,1350
111843677307845,Pablo Ortega,Partido Verde Coahuila,1335
431333757214927,Brenda Flores,MOVIMIENTO CIUDADANO,1299
1908715999353140,A Tiempo.Tv,A Tiempo Medio Digital SA de CV,1268
116301054744029,Claudia Aldrete,Brecha Comunicación,1228
381985873573,Partido de la Revolución Democrática PRD,Partido de la Revolución Democrática,1165
128290346836814,Aurora Boone,MOVIMIENTO CIUDADANO,1136
1567158006922788,Alfredo Paredes,Brecha Comunicación,1128
178352115708152,Cesar Flores Sosa,Cesar Flores Sosa,1117
258347550978236,Raul Onofre,Brecha Comunicación,1095
323351798154535,Olivia Martínez Leyva,Brecha Comunicación,1085
354715814963697,Gerardo Aguado Gómez,Brecha Comunicación,1057
