Page ID,Page name,Disclaimer,Amount spent (BRL)
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,2031
935263586487050,Corona,Ambev,1575
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",689
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,583
465235726843103,Ambev,Ambev,256
425215080864180,Pfizer Brasil,Pfizer,241
106558185227603,BP Select,Brasil Paralelo Entretenimento e Educação S/A,135
101189854802059,Revista Oeste,Revista Oeste,126
159103797542,Greenpeace Brasil,Greenpeace Brasil,119
288288391198512,Câmara de Balneário Camboriú,BALNEARIO CAMBORIU CAMARA DE VEREADORES,103
1931989763744839,Gilson Marques,Gilson Marques,≤100
147234722056641,Zé Milton,José Milton Scheffer,≤100
587065281989375,Topazio Neto,Topazio Silveira Neto,≤100
255804437808407,Vale,Vale,≤100
364253843645006,Carlos Chiodini,Carlos Chiodini,≤100
171342419582453,"CNC - Confederação Nacional do Comércio de Bens, Serviços e Turismo","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",≤100
478752158813845,Maurício Eskudlark Deputado,Assinatura Do Titular,≤100
116800608011696,Compol Brasil,FEPESE - Fundação de Estudos e Pesquisas Socioeconômicos,≤100
107300673949718,SMTT,Giovana Dias,≤100
835813059780644,Valdir Cobalchini,Valdir Cobalchini,≤100
301774903545521,Brasil Paralelo,Brasil Paralelo,≤100
239977579362882,Blue3 Investimentos,Blue3 Investimentos,≤100
283821832292873,Vereador Rodrigo Quintino,Rodrigo Alves Quintino,≤100
117233747924543,Luiza Medeiros,Luiza Medeiros,≤100
113165042099382,Brasil 61,Brasil 61,≤100
320910192098867,Ufficio in Sensa Comunicação,Sensa Comunicação,≤100
322836714890199,Douglas Marchetti,Douglas Emanuel Marchetti,≤100
1563118247151513,André Vechi,André Vechi,≤100
668759246607550,Felipe Dordete,Felipe Abreu,≤100
104825035648255,Enerugi Solar,Leonardo Gomes Da Motta,≤100
241839765912021,Estratégia Concursos,ESTRATÉGIA CONCURSOS SA,≤100
224021551012451,Gerando Falcões,Gerando Falcões,≤100
366915959992127,Luciane Carminatti,Juliana Cardoso,≤100
102638061835527,Brasil News 1,Diário MS News,≤100
197698930267127,Alana,Instituto Alana,≤100
122923285036030,Júlia Zanatta,Júlia Zanatta,≤100
104738421003389,InvestNews BR,Easynvest,≤100
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,≤100
258088921369,TOTVS,TOTVS,≤100
227274370727764,Deputado Ivan Naatz,Ivan Naatz,≤100
247728615732878,Paulinha,Ana Paula da Silva,≤100
104498669210628,Gustavo Rodrigenes,Assinatura Direito,≤100
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,≤100
1751009021822715,Kleber Wan-Dall,Kleber Wan-Dall,≤100
109272165397476,Gerson Aragao,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
102856342511936,ICL Notícias,Instituto Conhecimento Liberta,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
214687541970095,Ed Pereira,EDMILSON CARLOS PEREIRA JUNIOR,≤100
115931765148387,Assembleia Legislativa de Minas Gerais,Assembleia Legislativa Do Estado De Minas Gerais,≤100
393466617381710,Vetor Brasil,Vetor Brasil,≤100
281294009445473,Bericó,Rafael Da Silva Vasques,≤100
101173272054984,Oral Sin - Araranguá,These ads ran without a disclaimer,≤100
102804299269494,Professor Gilson de Souza,Professor Gilson de Souza,≤100
110257894140339,Energy Brasil Criciúma SC,These ads ran without a disclaimer,≤100
1069481486459981,Antídio Lunelli,Antídio Aleixo Lunelli,≤100
219033621828208,Kleberson Lima,Kleberson Lima,≤100
