Page ID,Page name,Disclaimer,Amount spent (SEK)
608975645850217,Vattenfall,Vattenfall Sverige,440
126567104406,Hyresgästföreningen,Hyresgästföreningen,341
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,269
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,238
369582590803,Dagens ETC,ETC-tidningarna,229
161213770567846,Operation Smile Sverige,Operation Smile Sverige,141
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),138
162985227114132,Skellefteå Kraft,Skellefteå Kraft,129
101341883359561,Matsmart Sverige,Matsmart,121
109886133732943,RESCUE - Sverige,RESCUE - Sverige,110
59324455950,UNICEF Sverige,UNICEF Sverige,≤100
382243262003,Plan International Sverige,Plan International Sverige,≤100
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,≤100
95735961890,Greenpeace Sverige,Greenpeace Sverige,≤100
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,≤100
72659261793,Rädda Barnen,Rädda Barnen,≤100
111630258867610,Röda Korset,Röda Korset,≤100
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,≤100
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,≤100
643137272398136,Sverige för UNHCR,Sverige för UNHCR,≤100
249195615122371,Sara Skyttedal,Sara Skyttedal,≤100
308075749348969,Svenskt Näringsliv Kronoberg,Svenskt Näringsliv,≤100
506685746198996,DebattNytt,Bror Carl Jakobsson,≤100
153270724787,Amnesty International Sverige,Amnesty International Sverige,≤100
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,≤100
234172635050,Forum för levande historia,Forum för levande historia,≤100
186513678039755,Fortum,Fortum Sverige,≤100
576845979156129,Techarenan,Techarenan,≤100
237146235237,Timbro,Tankesmedjan Timbro,≤100
42676805259,Diakonia,Diakonia,≤100
379686162129542,Svea Bank,Svea Ekonomi,≤100
235650011981,SPF Seniorerna,SPF Seniorerna,≤100
212604496324,Fackförbundet ST,Fackförbundet ST,≤100
160736919403,Företagarförbundet,Företagarförbundet Fria Företagare,≤100
179931025357058,Kommunal,Kommunal,≤100
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,≤100
107081822705414,Småföretagarnas Riksförbund,Småföretagarnas Riksförbund,≤100
314872662206,Ekonomifakta,Ekonomifakta,≤100
328754490337,Vårdförbundet,Vårdförbundet,≤100
273053169937029,ClimateHero,ClimateHero,≤100
104150768465045,Med Israel för fred - MIFF Sverige,Med Israel for fred-Sverige,≤100
175843834306,WaterAid Sverige,WaterAid Sverige,≤100
239855722130,Nyhetsmagasinet Fokus,Fokus,≤100
347852331958080,En Företagares Vardag,En Företagares Vardag Sverige AB,≤100
912984312161760,VoB Syd,Vob Syd Malmö,≤100
312084019369,Dagens Medicin,Dagens Medicin,≤100
539297539496434,Dagens Samhälle,Dagens Samhälle,≤100
1531320107133721,Syre,Dagens O2 AB,≤100
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,≤100
303557933102892,Rädda Regnskog,Pella Thiel,≤100
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,≤100
152085291138,Aktuellt i Politiken,Aktuellt i Politiken,≤100
382066395683576,Dustin,Dustin,≤100
314283591054,Byggnads,Byggnads,≤100
173745622660246,Bring Sverige,Bring Sverige,≤100
329452290816078,Tidningen Market,Tidningen Market,≤100
712230305617939,Uniper i Sverige,Uniper i Sverige,≤100
123739584343055,Social Media Rekrytering,Social Media Rekrytering,≤100
163305633746125,Karneval förlag,Holviks,≤100
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,≤100
965458110149319,Byggindustrin,Byggindustrin,≤100
270417619700700,Snb:s Skribentskola,Svenska Nyhetsbyrån,≤100
167847649916608,Friends,Stiftelsen Friends,≤100
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,≤100
101057449983892,Moderaterna Helsingborg,Mathilda Hjelm,≤100
133234606721672,Sveriges Kommunistiska Parti,Sveriges Kommunistiska Parti,≤100
356032977210,Vi-skogen,Vi-skogen,≤100
111564248245329,Rimliga villkor,Tove Anna Dagerman,≤100
245094455536925,FOUR PAWS,These ads ran without a disclaimer,≤100
178392422290780,Gratis i skolan,Kunskapskraft & Media Sweden AB (KKM),≤100
120216874723147,Svenskt Sigill,Svenskt Sigill,≤100
399044617221,Läraren,Lärarnas tidning,≤100
133910158381,Saco,Saco,≤100
178264915554076,Danske Bank Sverige,Danske Bank Sverige,≤100
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,≤100
302201957541,Medelhavsmuseet,Världskulturmuseerna,≤100
567756783292461,Piteå Science Park,Piteå Science Park,≤100
101320658099429,Renoveringsraseriet,Renoveringsraseriet,≤100
231632277255213,Jobba Grönt,Lantbrukarnas Riksförbund,≤100
107564757366547,Lösningar för Offentlig Sektor,Nordic Live Expo AB,≤100
166406746310,Resumé,Resumé,≤100
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,≤100
1249398378405410,Organisation & Samhälle,Organisation & Samhälle,≤100
337086006951883,Jessica Polfjärd,Moderaterna,≤100
355819811185620,Arba Kokalari,Moderaterna,≤100
1592395117505407,Näringslivets medieinstitut,Näringslivets Medieinstitut,≤100
255288010153,Sida - Styrelsen för Internationellt Utvecklingssamarbete,Sida - Styrelsen för Internationellt Utvecklingssamarbete,≤100
342952129133948,Kultur i Malmö,Kultur i Malmö,≤100
106291668359607,Gabriella Lavecchia,Seko,≤100
1797724450537743,GoClimate,Go Climate Neutral,≤100
323156205347,Vänsterpartiet,Vänsterpartiet,≤100
217391588404948,Katalys,Katalys,≤100
103945879157509,Nordea Fonder,Nordea Funds AB,≤100
175656912484553,Unionen,Unionen,≤100
183959274989548,Landsbygdsnätverket,Landsbygdsnätverket,≤100
368972829945550,AP7 Statens premiepensionsfonder,AP7,≤100
178362315106,European Parliament,European Parliament,≤100
103748735910345,Snusarnas Riksförbund,Snusarnas Riksförbund,≤100
1829725353928210,Tomas Tobé,Tomas Tobé,≤100
349041299054769,Kungl. Vetenskapsakademien,Kungl. Vetenskapsakademien,≤100
273402369438867,By Billgren,By Billgren AB,≤100
135062563176874,Utrikespolitiska Institutet,Utrikespolitiska Institutet,≤100
417057608473946,Svenska Djurskyddsföreningen,Svenska djurskyddsföreningen,≤100
899603916845362,JAG Personlig assistans,JAG Personlig assistans,≤100
1522679411362377,Lighthouse - Swedish Maritime RD&I collaboration platform,Lars Nicklason,≤100
120477444659925,Svensk Handel,Svensk Handel,≤100
109151468296542,Partiet MoD,MoD Ideell förening,≤100
440459709390224,Hitachi Energy,KSMG,≤100
103296115466644,Skattenytta,Kommissionen för Skattenytta,≤100
253510692370,Arbetaren,Arbetaren,≤100
45101268520,SSU,SSU,≤100
223053457729155,Unga Örnar,Unga Örnars Riksförbund,≤100
1413778618876526,StreetGäris,STREETGÄRIS,≤100
1432591790382295,ByMartinsdotter,By Martinsdotter,≤100
221023000792,Akademikerförbundet SSR,Akademikerförbundet SSR,≤100
110605492300,RFSL,RFSL,≤100
408171019221426,Slöseriombudsmannen,Skattebetalarnas Förening,≤100
268593563268202,Kristdemokraterna Tyresö,Kennerberg Leif Robert,≤100
268608766607208,Svensk Tidskrift,Svensk Tidskrift,≤100
139375052786521,Moderata Ungdomsförbundet,Moderata Ungdomsförbundet,≤100
287880713020478,Rörelsen,Peter Gustavsson,≤100
590736644344351,Svenskt Näringsliv Jönköpings län,Svenskt Näringsliv,≤100
273254886116655,Motargument,Motargument,≤100
171623089548375,Partille kommun,Partille kommun,≤100
637235366608588,studietid,#studietid,≤100
150909028299502,Jernkontoret,Jernkontoret,≤100
182726910344,Hela Sverige Ska Leva,Hela Sverige Ska Leva,≤100
614697482231093,Jämställdhetsbutiken,Carola Ågren,≤100
699733880123060,Tjejjouren i Lund - en transinkluderande jour,Tjejjouren i Lund,≤100
127757523931098,Emrahus AB,Emrahus AB,≤100
305176193254009,Svenska Postkodstiftelsen,Svenska Postkodstiftelsen,≤100
1429601153927630,Villaägarna Luleå,Villaägarna Luleå,≤100
293099781096968,MATtanken,Landsbygdsnätverkets kansli,≤100
201855450155102,Stena Recycling AB,These ads ran without a disclaimer,≤100
162466473776556,Klimataktion,Klimataktion,≤100
277520678945640,Svenskt Näringsliv Halland,Svenskt Näringsliv,≤100
172964230195,Hallandsposten,These ads ran without a disclaimer,≤100
101332206110416,Ahmed Mahmoud,These ads ran without a disclaimer,≤100
130148200513245,Amazon Watch Sverige,Amazon Watch Sverige,≤100
1230018870391467,Medborgerlig Samling Uppsala,Medborgerlig Samling Uppsala Län,≤100
192567580603,Ttela,These ads ran without a disclaimer,≤100
112644953916525,Facklig Vänster,Vänsterpartiet,≤100
970101589721702,Josefin Malmqvist,Malmqvist Amanda Josefin Theresia,≤100
230758348662,Koloniträdgårdsförbundet,These ads ran without a disclaimer,≤100
578943695612260,Fredrik Pettersson,These ads ran without a disclaimer,≤100
450481758311196,Moderaterna i Solna,Moderaterna i Solna,≤100
110010498578990,Överförmyndare i samverkan annonsering,Överförmyndare i samverkan,≤100
513520638755798,Vänsterpartiet Ystad,Brante Goran,≤100
316462188971,Flamman,Tidningsföreningen Norrskensflamman,≤100
106369868876618,e-Hälsa + MVTe,Nordic Live Expo AB,≤100
1495636290691848,Vänsterpartiet Stockholms stad,Vänsterpartiet Stockholm stad,≤100
114033205273395,Svenska Burmakommittén,Svenska Burmakommittén,≤100
1447309755322652,Bostad 2030,These ads ran without a disclaimer,≤100
108216678020301,CGH & Jobbfrågan,Svensk Jobbdemokrati,≤100
112225970344,Räddningsmissionen,Räddningsmissionen,≤100
498767116802809,Vänsterpartiet Region Stockholm,Vänsterpartiet Region Stockholm,≤100
108492218918,IF Metall,IF Metall,≤100
376804565780243,Vänsterpartiet Södermalm,Vänsterpartiet Södermalm,≤100
17775970938,Cancerfonden,Cancerfonden,≤100
275249342532331,"Institutionen för litteratur, idéhistoria och religion",These ads ran without a disclaimer,≤100
100192602860755,События,These ads ran without a disclaimer,≤100
54779960819,United Nations,United Nations with Facebook Ad Credits,≤100
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100
146955527905,EU Civil Protection & Humanitarian Aid,These ads ran without a disclaimer,≤100
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,≤100
1382783485324942,San Miguel,These ads ran without a disclaimer,≤100
