Page ID,Page name,Disclaimer,Amount spent (SEK)
643137272398136,Sverige för UNHCR,Sverige för UNHCR,1755
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,286
608975645850217,Vattenfall,Vattenfall Sverige,174
59324455950,UNICEF Sverige,UNICEF Sverige,160
95735961890,Greenpeace Sverige,Greenpeace Sverige,119
151159271594797,Systembolaget,Systembolaget,117
111630258867610,Röda Korset,Röda Korset,110
382243262003,Plan International Sverige,Plan International Sverige,≤100
109886133732943,RESCUE - Sverige,RESCUE - Sverige,≤100
279974638809211,Oxfam Sverige,Oxfam Sverige,≤100
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),≤100
114526821939129,Arla,Arla,≤100
19746853632,Djurens Rätt,Djurens Rätt,≤100
72659261793,Rädda Barnen,Rädda Barnen,≤100
237146235237,Timbro,Tankesmedjan Timbro,≤100
162985227114132,Skellefteå Kraft,Skellefteå Kraft,≤100
42676805259,Diakonia,Diakonia,≤100
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,≤100
101341883359561,Matsmart Sverige,Matsmart,≤100
270417619700700,Snb:s Skribentskola,Svenska Nyhetsbyrån,≤100
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,≤100
161213770567846,Operation Smile Sverige,Operation Smile Sverige,≤100
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,≤100
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,≤100
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,≤100
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,≤100
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,≤100
109969847586061,Morgon-Tidningen,AIP Media,≤100
110813562940,Vision,Vision,≤100
369582590803,Dagens ETC,ETC-tidningarna,≤100
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,≤100
186513678039755,Fortum,Fortum Sverige,≤100
190362484322035,Komlitt förlag,Emma Holmström,≤100
1550565435200255,Ytterjärna Forum,These ads ran without a disclaimer,≤100
676246449160270,Sverigedemokraterna,Sverigedemokraterna,≤100
212604496324,Fackförbundet ST,Fackförbundet ST,≤100
179931025357058,Kommunal,Kommunal,≤100
1633181116933852,SvD Junior,SvD Junior (SvD),≤100
569173933133573,ICLD - Swedish International Centre for Local Democracy,ICLD - Swedish International Centre for Local Democracy,≤100
356032977210,Vi-skogen,Vi-skogen,≤100
273053169937029,ClimateHero,ClimateHero,≤100
1531320107133721,Syre,Dagens O2 AB,≤100
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,≤100
314872662206,Ekonomifakta,Ekonomifakta,≤100
239177706143268,Mobility Sweden,These ads ran without a disclaimer,≤100
207890945895422,Jordens Vänner / Friends of the Earth Sweden,Jordens Vänner,≤100
166406746310,Resumé,Resumé,≤100
126567104406,Hyresgästföreningen,Hyresgästföreningen,≤100
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,≤100
111104573874805,Aktie-Ansvar,These ads ran without a disclaimer,≤100
125777020786691,Mikael Damberg,Socialdemokraterna,≤100
113710601984970,Barnfonden,Barnfonden,≤100
107081822705414,Småföretagarnas Riksförbund,Småföretagarnas Riksförbund,≤100
277541019375317,Jämställdhetsmyndigheten,Jämställdhetsmyndigheten,≤100
296423575695,Afrikagrupperna,Afrikagrupperna,≤100
8040892957,Socialdemokraterna,Socialdemokraterna,≤100
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,≤100
130148200513245,Amazon Watch Sverige,Amazon Watch Sverige,≤100
965458110149319,Byggindustrin,Byggindustrin,≤100
312084019369,Dagens Medicin,Dagens Medicin,≤100
539297539496434,Dagens Samhälle,Dagens Samhälle,≤100
153270724787,Amnesty International Sverige,Amnesty International Sverige,≤100
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,≤100
124169784324008,Autism Sverige,These ads ran without a disclaimer,≤100
171919835807,TCO,TCO,≤100
328754490337,Vårdförbundet,Vårdförbundet,≤100
314283591054,Byggnads,Byggnads,≤100
122512491125750,Ängelholms kommun,Ängelholms kommun,≤100
239855722130,Nyhetsmagasinet Fokus,Fokus,≤100
1909176449301715,Svenskt Näringsliv Stockholms och Gotlands län,Svenskt Näringsliv,≤100
175843834306,WaterAid Sverige,WaterAid Sverige,≤100
120745044633792,Lunds universitet,Lunds universitet,≤100
1545369075688158,Brottsofferjouren Sverige,Brottsofferjouren Sverige,≤100
163305633746125,Karneval förlag,Holviks,≤100
293679875824,Svenska FN-förbundet,Svenska FN-förbundet,≤100
109609604086656,Vejpkollen.se,Vejpkollen.se,≤100
183959274989548,Landsbygdsnätverket,Landsbygdsnätverket,≤100
102047841300033,existera.org,existera.org,≤100
135984556430797,ALEF,These ads ran without a disclaimer,≤100
103296115466644,Skattenytta,Kommissionen för Skattenytta,≤100
358786473035,Fagerhult,Fagerhults Belysning AB,≤100
120216874723147,Svenskt Sigill,Svenskt Sigill,≤100
323156205347,Vänsterpartiet,Vänsterpartiet,≤100
109344797318593,Vi Som Bygger Landet,Vi som bygger landet,≤100
2265751070376932,Världen i Värmland volontärnätverk,Klara Patzauer,≤100
382066395683576,Dustin,Dustin,≤100
1089666701084947,Timbro förlag,Timbro Förlag,≤100
17775970938,Cancerfonden,Cancerfonden,≤100
268608766607208,Svensk Tidskrift,Svensk Tidskrift,≤100
841675695959993,Energiföretagen Sverige,Energiföretagen Sverige,≤100
196203337117224,Humanisterna,David John Ronnegard,≤100
1540294046226139,Feministsmeden,Feministsmeden,≤100
114207471980575,Brightnestgroup,Brightnest,≤100
767749640051136,Heléne Fritzon,Socialdemokraterna i Europaparlamentet,≤100
197762513603868,MÄN,MÄN,≤100
158161947576383,Skolverket,Josefin Zachrisson,≤100
140417992681511,Clowner utan Gränser,Clowner utan Gränser,≤100
217391588404948,Katalys,Katalys,≤100
112644953916525,Facklig Vänster,Vänsterpartiet,≤100
101320658099429,Renoveringsraseriet,Renoveringsraseriet,≤100
114033205273395,Svenska Burmakommittén,Svenska Burmakommittén,≤100
273402369438867,By Billgren,By Billgren AB,≤100
1447309755322652,Bostad 2030,Bostad 2030,≤100
342952129133948,Kultur i Malmö,Kultur i Malmö,≤100
231632277255213,Jobba Grönt,Lantbrukarnas Riksförbund,≤100
135062563176874,Utrikespolitiska Institutet,Utrikespolitiska Institutet,≤100
1498384680401285,Altinget.se,Altinget,≤100
774792785975042,Studieförbundet Vuxenskolan,Studieförbundet Vuxenskolan,≤100
187832004591985,LO-distriktet i Småland och Blekinge,LO-distriktet i Småland och Blekinge,≤100
150453111655854,Folkbildningsrådet,Elin Sundling,≤100
417057608473946,Svenska Djurskyddsföreningen,Svenska djurskyddsföreningen,≤100
253510692370,Arbetaren,Arbetaren,≤100
709317875766999,Judisk Kultur i Sverige,Judisk Kultur i Sverige,≤100
109346578742357,malehousewifewanted,These ads ran without a disclaimer,≤100
116567568403725,Dagens Arbete,Dagens Arbete,≤100
690167674732029,Lena Hallengren,Socialdemokraterna,≤100
1432591790382295,ByMartinsdotter,By Martinsdotter,≤100
2265392953716988,Ilan De Basso,Socialdemokraterna i Europaparlamentet,≤100
62185934430,Olof Palmes internationella center,Olof Palmes Internationella Center,≤100
590736644344351,Svenskt Näringsliv Jönköpings län,Svenskt Näringsliv,≤100
94400267368,Jagvillhabostad.nu,jagvillhabostad.nu,≤100
347852331958080,En Företagares Vardag,En Företagares Vardag,≤100
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,≤100
1522679411362377,Lighthouse - Swedish Maritime RD&I collaboration platform,Lars Nicklason,≤100
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,≤100
337086006951883,Jessica Polfjärd,Moderaterna,≤100
498767116802809,Vänsterpartiet Region Stockholm,Vänsterpartiet Region Stockholm,≤100
368972829945550,AP7 Statens premiepensionsfonder,AP7,≤100
329452290816078,Tidningen Market,Tidningen Market,≤100
273254886116655,Motargument,Motargument,≤100
12690894340,Centerpartiet,Centerpartiet,≤100
255288010153,Sida - Styrelsen för Internationellt Utvecklingssamarbete,Sida - Styrelsen för Internationellt Utvecklingssamarbete,≤100
1447309755322652,Bostad 2030,Anders Jonas Nygren,≤100
188821514474911,Preem,Preem AB,≤100
237863203023150,Vänsterpartiet Umeå,Vänsterpartiet Umeå,≤100
1592395117505407,Näringslivets medieinstitut,Näringslivets Medieinstitut,≤100
182726910344,Hela Sverige Ska Leva,Hela Sverige Ska Leva,≤100
699733880123060,Tjejjouren i Lund - en transinkluderande jour,Tjejjouren i Lund,≤100
120477444659925,Svensk Handel,Svensk Handel,≤100
221023000792,Akademikerförbundet SSR,Akademikerförbundet SSR,≤100
109151468296542,Partiet MoD,MoD Ideell förening,≤100
403554826503920,Vänskapsförbundet Sverige-Israel,Vänskapsförbundet Sverige Israel,≤100
293099781096968,MATtanken,Landsbygdsnätverkets kansli,≤100
899603916845362,JAG Personlig assistans,JAG Personlig assistans,≤100
951217261634608,Naturvårdsverket,Naturvårdsverket,≤100
163820136238,LO Sverige,Landsorganisationen Sverige,≤100
192567580603,Ttela,TTELA,≤100
150909028299502,Jernkontoret,Jernkontoret,≤100
332847473459582,Radiohjälpen,Radiohjälpen,≤100
513520638755798,Vänsterpartiet Ystad,Brante Goran,≤100
137064659670161,Vänsterpartiet Uppsala,Vänsterpartiet Uppsala,≤100
223053457729155,Unga Örnar,Unga Örnars Riksförbund,≤100
113710601984970,Barnfonden,Barnfonden Insamlingsstiftelse,≤100
172964230195,Hallandsposten,Hallandsposten,≤100
1230018870391467,Medborgerlig Samling Uppsala,Medborgerlig Samling Uppsala Län,≤100
745809388801713,Föreningen Syrien Sverige الجمعية السورية السويدية,These ads ran without a disclaimer,≤100
132934600111301,Skogsstyrelsen,These ads ran without a disclaimer,≤100
135251863288,Polisförbundet,Polisförbundet,≤100
180116322098071,JAG - Jämlikhet Assistans Gemenskap,Riksföreningen JAG,≤100
107593468875940,iraneazadosarafraz,These ads ran without a disclaimer,≤100
926176144194442,Förbättra entreprenörsskatten,Svenskt Näringsliv,≤100
622390311179612,وقف الأمة Ümmet Vakfı,These ads ran without a disclaimer,≤100
