Page ID,Page name,Disclaimer,Amount spent (BRL)
251437791536453,Governo do Espírito Santo,Governo do Estado do Espírito Santo,604
1581849448765024,Detran ES,DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESPÍRITO SANTO - DETRAN|ES,464
141627992572943,Budweiser,Ambev,373
301774903545521,Brasil Paralelo,Brasil Paralelo,323
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,244
159103797542,Greenpeace Brasil,Greenpeace Brasil,147
103049939296677,Paulo Santiago,Approved Empreendimentos Digitais,107
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,≤100
943043912517078,BV,BV,≤100
197698930267127,Alana,Instituto Alana,≤100
109918909035681,Cerveja Brahma Oficial,Ambev,≤100
585440288812975,Vida de Servidor,Adufes,≤100
255804437808407,Vale,Gustavo Ferreira,≤100
554202151279578,Federação das Apaes do ES,FEDERACAO DAS APAES DO ESTADO DO ESPIRITO SANTO,≤100
1127498110791820,EducaMídia,EducaMídia com créditos para anúncios do Facebook,≤100
165175370206522,Citi Brasil,Citi Brasil,≤100
220898724599599,Ação da Cidadania,Ação da Cidadania,≤100
258088921369,TOTVS,TOTVS,≤100
591827294583170,Movimento Cidade,Caju Produções LTDA,≤100
331041150955090,Sociedade Civil de Amparo à Velhice NINHO De AMOR,Paulo Vitor De Oliveira Gasiglia,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
101189854802059,Revista Oeste,Revista Oeste,≤100
644975535590108,Vandinho Leite,Vanderson Alonso Leite,≤100
943043912517078,BV,These ads ran without a disclaimer,≤100
587849471239365,Sindicato dos Comerciários do Espírito Santo,Sindicomerciários ES,≤100
367468876929300,Instituto Avon,AVON COSMETICOS LTDA,≤100
107094855482314,João Geraldes,Joao Victor Barros Geraldes,≤100
133038303390133,Sicredi,These ads ran without a disclaimer,≤100
110225312350543,Nova Escola,Associação Nova Escola,≤100
104738421003389,InvestNews BR,Easynvest,≤100
105806795144292,EducaMídia 60+,EducaMídia 60+ com créditos para anúncios do Facebook,≤100
132804480113814,PwC Brasil,Pedro Martins,≤100
1578235319127195,Seiko Brasil,ORIENT RELOGIOS DA AMAZONIA LTDA,≤100
171342419582453,"CNC - Confederação Nacional do Comércio de Bens, Serviços e Turismo","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",≤100
113165042099382,Brasil 61,Brasil 61,≤100
103222252564490,Método de Aprovação,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
198849783539777,Buscofem,These ads ran without a disclaimer,≤100
425215080864180,Pfizer Brasil,Pfizer,≤100
224777780881144,Visão Mundial,Visão Mundial,≤100
197587446941661,Valor Econômico,Editora Globo,≤100
301340439964884,"[quem disse, berenice?]",These ads ran without a disclaimer,≤100
541601149678155,Ável,Ável Investimentos,≤100
218908215124901,"Coalizão Brasil Clima, Florestas e Agricultura","Instituto de Apoio à Coalizão Brasil Clima, Florestas e Agricultura",≤100
105933125105087,Aqui Pela Saúde Dela,Organon,≤100
914115575302130,Fundação Toyota do Brasil,Fundação Toyota do Brasil,≤100
151461171594566,Oi,DREAMERS ROCK - RJ,≤100
851328134910897,Deltan Dallagnol,Deltan Martinazzo Dallagnol,≤100
1313633058744565,Impulsiona,Instituto Península,≤100
111186368956008,Academia Brasileira de Direito Constitucional,ABDConst,≤100
241839765912021,Estratégia Concursos,ESTRATÉGIA CONCURSOS SA,≤100
172444996112900,Fundo Brasil,Fundo Brasil,≤100
810484929045349,BNDES,These ads ran without a disclaimer,≤100
7970426802,WWF-Brasil,WWF-Brasil,≤100
1475834059299747,Rodrigo Amorim,Rodrigo Martins Pires De Amorim,≤100
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,≤100
541089776080092,Sanofi Brasil,These ads ran without a disclaimer,≤100
597860650225912,Omega Energia,Omega Energia,≤100
239977579362882,Blue3,Blue3 Investimentos,≤100
170166996524709,Orlando Morando,Orlando Morando Junior,≤100
2323904661180742,All Out Brasil,All Out,≤100
695719423812055,Dr. Ezequiel Chissonde,Abraasuamente,≤100
128802790469337,Todos Pela Educação,Todos Pela Educação,≤100
1498647100170828,Prefeitos do Futuro,Prefeitos do Futuro Cursos e Treinamentos LTDA,≤100
163372447147733,Cidade de Assis,Prefeitura de Assis,≤100
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,≤100
193640871262,CLAUDIA Online,Kauira Grillo,≤100
291969064306588,Método de Aprovação,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
157964194719,Enel Clientes Brasil,Enel Brasil,≤100
69488070826,Fundação Abrinq,Fundação Abrinq,≤100
139007399495933,Fundação SOS Mata Atlântica,FUNDACAO S.O.S. PRO-MATA ATLANTICA,≤100
193719533998484,Fundação Fernando Henrique Cardoso,Fundação FHC,≤100
147258388715323,Fundação Luterana de Diaconia (FLD),Fundação Luterana de Diaconia,≤100
103169005698712,Empregoecursoeja,These ads ran without a disclaimer,≤100
185875761943,MDB Nacional,MOVIMENTO DEMOCRÁTICO BRASILEIRO,≤100
108330837523754,Im.pulsa,Instituto Update,≤100
961018944025871,EPPO Cidades Inteligentes,EPPO Cidades Inteligentes,≤100
