Page ID,Page name,Disclaimer,Amount spent (BAM)
163322863710900,Evropska unija u Bosni i Hercegovini,Ured spec. predstavnika,116
102802955817933,Centralna izborna komisija Bosne i Hercegovine,Centralna izborna komisija Bosne i Hercegovine,113
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
698016493665070,War Childhood Museum,War Childhood Museum Foundation,≤100
417853371621843,Mirnes Ajanović za gradonačelnika Tuzle,Mirnes Ajanović,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
753740401664958,Omer Berbić - kandidat za gradonačelnika Tuzle,Omer Berbic,≤100
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
1473660889517303,Irfan Čengić,Irfan Cengic,≤100
147315858633088,Istinomjer,Istinomjer,≤100
109652028193268,Revizije info,Revizije info,≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
120481645203741,Dragan Bursać,Dragan Bursać,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
1607622842896752,interview.ba,Fondacija Infohuse,≤100
197596636939679,tacno.net,Tacno.net,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
106099145362821,Goražde bez pesticida,Harun  Bešlija,≤100
1727468487263449,Enis Cavcic,Enis Čavčić,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
474314055968372,fischer group,These ads ran without a disclaimer,≤100
107792993071886,Fairnatural,These ads ran without a disclaimer,≤100
260856121486607,Fakultet šumarstva i drvne tehnologije Zagreb,These ads ran without a disclaimer,≤100
102149205797976,IoT Insider,These ads ran without a disclaimer,≤100
789735661383506,Fondacija Tadž - Stipendiranje budućih hafiza,Fondacija Tadž - Stipendiranje budućih hafiza,≤100
100187109256916,Ustajte Diskriminisani,Ustajte Diskriminisani,≤100
