Page ID,Page name,Disclaimer,Amount spent (NZD)
92043134118,ACT,the Parliamentary Service on behalf of ACT New Zealand,≤100
11870725774,Greenpeace Aotearoa,Greenpeace NZ,≤100
116362033529,Amnesty International New Zealand,Amnesty International Aotearoa New Zealand,≤100
103881760966661,Gen Less,Energy Efficiency & Conservation Authority,≤100
167649839918105,Nelson City Council,Nelson City Council,≤100
1281262645251755,Hobson's Pledge,Hobson's Pledge,≤100
171901233444420,Mel Courtney - Nelson City Councillor,Mel Courtney,≤100
137540437632,Forest & Bird,Forest & Bird,≤100
183355881680015,New Zealand National Party,New Zealand National Party,≤100
110974094005509,Nicole McKee MP,the Parliamentary Service on behalf of ACT New Zealand,≤100
37547788323,UNICEF Aotearoa,UNICEF Aotearoa,≤100
19648092895,Tearfund New Zealand,Tearfund New Zealand,≤100
196967540964595,Mindful Money,Mindful Money,≤100
341865911020,ASB Bank,ASB Bank Ltd,≤100
109439615316279,Just Say No,Just Say No,≤100
110909661534199,The Common Room NZ,The Common Room NZ,≤100
102500959802535,World Vision New Zealand,World Vision New Zealand,≤100
424806334290059,New Zealand Taxpayers' Union,New Zealand Taxpayers' Union,≤100
109145321007464,Groundswell NZ,Groundswell NZ,≤100
417859725433,SAFE,Save Animals From Exploitation Incorperated,≤100
112793716847509,Environmental Law Initiative,Environmental Law Initiative,≤100
689146908145006,Free Speech Union,Free Speech Union,≤100
309846686264586,Scott Watson Fact,Thomas John Watson,≤100
100469685056180,Angela Roberts MP,NZ Parliamentary Service on behalf of Angela Roberts MP,≤100
102527209215235,Viviane Olívia,These ads ran without a disclaimer,≤100
