Page ID,Page name,Disclaimer,Amount spent (RON)
1164341813627057,Maria Gabriela Horga,Gabriela Horga,≤100
1058116737612843,USR,Uniunea Salvați România,≤100
178362315106,European Parliament,European Parliament,≤100
163943696987223,Ziarul Puterea,Ziarul Puterea,≤100
1577877239102295,Nicolae Ionel Ciucă,Partidul National Liberal,≤100
207741001672,Speranta pentru Romania,Speranta pentru Romania,≤100
990747367737692,Cătălin Drulă,Uniunea Salvați România,≤100
200504554237674,USR Teleorman,USR Teleorman,≤100
731035500293728,Siegfried Muresan,Siegfried Muresan,≤100
1157480384268430,Partidul Umanist Social Liberal PUSL Sediul Central,Partidul Umanist Social Liberal,≤100
168243139877442,BZI,BZI,≤100
110401986983638,Daniel Blaga,Dan Blaga,≤100
100211372942318,România=GEȚIA,Mărgărit-Daniel Buzoi,≤100
321890494859228,Vlad Gheorghe,GHEORGHE VLAD-DAN,≤100
108295090637741,ASAP România,Fundatia The Institute,≤100
114319753592403,AFACERI.news,Horia-Marius Bogdan,≤100
114298641594045,Știri Actuale,Stiri Actuale.ro,≤100
318417928527284,Lucian N. Romascanu,Partidul Social Democrat,≤100
205001282852200,Milvus Group,Asociatia GRUPUL MILVUS,≤100
186612088034700,Facias - Fundatia pentru Apararea Cetatenilor Impotriva Abuzurilor Statului,FACIAS,≤100
1404229443208184,Daniel Gheorghe,Constantin Răzvan Popovici,≤100
111190480252428,Radu Molnar,Radu Iulian Molnar,≤100
107066808189586,Panorama.ro,NEWBIZ ONLINE PUBLISHING S.R.L.,≤100
1128229287275038,Silvia Dinică,Silvia Dinică,≤100
1796777377209154,Regia Nationala a Padurilor - Romsilva,Regia Nationala a Padurilor - Romsilva,≤100
109445158308624,De fapt,DeFapt.ro,≤100
1491544234239734,Forța Dreptei,Forta-Dreptei,≤100
412140715514446,Florin-Alexandru Alexe,Alexandru Marin,≤100
236215875884,Libertatea,Libertatea,≤100
686190454826244,Declic,Declic,≤100
103640708229788,Laurențiu Marin,Laurentiu-Daniel Marin,≤100
360828814115641,Asociatia Slujire Crestina,Asociatia Slujire Crestina,≤100
181221645364365,Carmen Avram,Carmen Avram,≤100
149371012371397,Newsweek Romania,Newsweek Romania,≤100
344517529430253,Senatul Științific,Senatul Stiintific,≤100
200813406761691,Corina Cretu,Marina Alin-Constantin,≤100
581911828514783,Partidul Mișcarea Populară,Partidul Mișcarea Populară,≤100
110786843993342,Cristian Paul Ichim,CRISTIAN-PAUL ICHIM,≤100
181375448581167,Partidul Naţional Liberal,Partidul National Liberal,≤100
201920416986321,EM360 Studio,EM360 cu Adi Maniutiu,≤100
799949990211564,Ioana Ramona Bruynseels,Ioana Ramona Bruynseels,≤100
