Page ID,Page name,Disclaimer,Amount spent (JPY)
108971153774431,品川区議会自民党,株式会社マイム,34629
651455718373362,ハイクラスに特化した転職支援『転機』,These ads ran without a disclaimer,17753
197770137236410,日本維新の会,日本維新の会,17699
1904070096535109,スマート選挙,株式会社センキョ,13162
105675478186991,金井たかし　江戸川区の政策研究,金井 高志,13023
475681929154100,国連UNHCR協会,国連UNHCR協会,10964
103921962501743,こまざき美紀,こまざき美紀,6652
109287798759243,春山あすか 千代田区政対策委員,春山あすか後援会,5307
700799386690513,石橋なおき「新しい荒川を創る！」,石橋なおき「新しい荒川を創る！」,4798
103914976352692,選挙ドットコム,イチニ株式会社,4323
428707860616752,文京区議会議員えびさわけいこ,えびさわけいこ事務所,4003
853050658125901,マイリノ,These ads ran without a disclaimer,3941
104837455833648,Issues_ad,株式会社issues,3298
1079414228750113,ゴルフパフォーマンス,These ads ran without a disclaimer,3146
651801698258818,NewsTV,NewsTV,3015
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,2748
100789405705259,神奈川県選挙管理委員会,株式会社旭広告社,2443
1859782074265187,小林ひとし-葛飾区議会議員,Hitoshi Kobayashi,1911
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,1849
684161888345926,西日本新聞me,西日本新聞me,1665
256504371891671,the-issues.jp,株式会社issues,1624
103539489311087,シボヘールゴールド_pr,These ads ran without a disclaimer,1411
459475284564887,品川区議会議員　西村なおこ,品川区議会議員　西村なおこ,570
306508842783119,KL - Đồ Dùng Thông Minh,These ads ran without a disclaimer,531
551303845317383,高橋元気（中央区議会議員）,Genki Takahashi,493
103139519393659,高際みゆき｜初の女性区長と豊島を高める会,初の女性区長と豊島を高める会,468
547986165247623,NPO法人 多民族共生人権教育センター,NPO法人 多民族共生人権教育センター,424
123217824515511,牛見 航  /  山口県議会へ,Wataru Ushimi,419
286961748136968,目黒区議会議員　河野陽子,Yoko Kono,386
333132350224969,わたなべひろとしを応援する東京都中央区区民の会,Joichi Saito,338
102658591823560,2023年以降の未来予測,These ads ran without a disclaimer,302
498506186984315,多摩市議会議員・藤條たかゆき,Takayuki Tojo,269
109760801771369,橋本 みきひこ,橋本 みきひこ,240
111188988160305,社会保険労務士法人clarity,These ads ran without a disclaimer,130
266530850085906,エゴスキュー・ジャパン,These ads ran without a disclaimer,128
288301635169706,たかはま なおき　文京区議会議員,高浜 直樹,103
159524317403692,気候ネットワーク（Kiko Network）,気候ネットワーク,≤100
259163764160829,FoE Japan,FoE Japan,≤100
175812309668726,リスジョブ,These ads ran without a disclaimer,≤100
104533215755145,ZOE_Japan,ZOE Japan,≤100
121321517577624,Peco Marketing Solutions,These ads ran without a disclaimer,≤100
516107162108199,大森電興,These ads ran without a disclaimer,≤100
112647271461061,えりアルフィヤ,えりアルフィヤ後援会,≤100
676655469036670,松下政経塾,松下政経塾,≤100
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,≤100
115997714761143,No Name No Face,These ads ran without a disclaimer,≤100
102889275590126,Cybersecurity Girl,These ads ran without a disclaimer,≤100
