Page ID,Page name,Disclaimer,Amount spent (DKK)
65929129383,Røde Kors,Røde Kors,3077
59143726810,Psykiatrifonden,Psykiatrifonden,2722
1595135787365287,Dansk Retursystem,Dansk Retursystem,2377
101875098313543,Andel,Andel,2150
26458152911,SOS Børnebyerne,SOS Børnebyerne,2051
132755243459426,I love øko,Økologisk Landsforening,2022
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,1897
12787473132,Berlingske,Berlingske,1254
55365680705,Greenpeace Danmark,Greenpeace Danmark,1242
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,1107
72672361910,Børns Vilkår,Børns Vilkår,1079
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,1017
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,993
116269191760882,DSB,DSB,983
154415494575789,IDA,IDA,799
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,735
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,715
67571270393,Red Barnet,Red Barnet,494
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,437
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,428
437410226312057,Københavns Kommune,Københavns Kommune,426
250994288337708,Sex og Samfund,Sex og Samfund,400
133707013355759,Danner,Danner,400
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,391
138978072648,Dansk Vegetarisk Forening - DVF,Dansk Vegetarisk Forening - DVF,389
867877683280051,Weekendavisen,Weekendavisen,384
304554445813,Videncentret Bolius,Videncentret Bolius,295
87468072466,Copenhagen Pride,Copenhagen Pride,295
36664432940,Amnesty International Danmark,Amnesty International Danmark,292
102154048301476,Lederstof.dk,Lederne,287
852608988134698,Tikko,Tikko,286
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,283
41459763029,Socialdemokratiet,Socialdemokratiet,278
126543540781090,Ældre Sagen,Ældre Sagen,244
167891603415958,Lederne,These ads ran without a disclaimer,237
880444655649267,Rasmus Steenberger,Rasmus Steenberger,212
533315386692100,DRC - Danmarks Restauranter & Caféer,DRC - Danmarks Restauranter & Caféer,210
748887235210811,Obton Forvaltning A/S,Obton A/S,204
246977185497434,Plastic Change,Plastic Change,203
33588644626,World Animal Protection Danmark,World Animal Protection Danmark,187
144965885963,Oxfam Danmark,Oxfam Danmark,178
304554445813,Videncentret Bolius,Bolius,163
287306323369,Børnecancerfonden,Børnecancerfonden,154
110560691837684,SolCompagniet,SolCompagniet,147
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,145
167891603415958,Lederne,Lederne,137
105511328705392,HØRT,Børns Vilkår,133
529124290474705,Nikolaj Villumsen,Enhedslisten,122
356520931077196,Europabevægelsen,Europabevægelsen,117
183887801641951,Verdens Skove,Verdens Skove,108
101969852612161,hudda,These ads ran without a disclaimer,102
144098125661833,Nordea Invest,Nordea Invest,≤100
118590427875525,Futoria,Futoria,≤100
1684646181850363,TjekDet,TjekDet,≤100
399210657232918,PlanBørnefonden,PlanBørnefonden,≤100
100343001690599,Niels Peder Ravn,Niels Peder Ravn,≤100
1405355586351630,Carlsbergfondet,Carlsbergfondet,≤100
314676938743,DM din akademiske fagforening,DM,≤100
106952222676974,Liberal Alliance,These ads ran without a disclaimer,≤100
494902077334290,Tuborgfondet,Tuborgfondet,≤100
246097715413231,Alkohol & Samfund,Alkohol & Samfund,≤100
271491613260426,Gang I Glostrup,Det Konservative Folkeparti i Glostrup,≤100
517462625009133,Folketinget,Folketinget,≤100
108041771950114,Danmarksdemokraterne,Danmarksdemokraterne,≤100
167887506877,AIDS-Fondet,AIDS-Fondet,≤100
339042332802538,Frederiksberg Forsyning,Frederiksberg Forsyning,≤100
217135424459,Karen Blixen Museum,Karen Blixen Museum,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
264009771074617,Niels Fuglsang,Niels Fuglsang,≤100
141140922630894,RED Center,RED Center,≤100
369336273158091,Land of Hope,Land of Hope,≤100
167412043730,Venstres Ungdom - VU,Venstres Ungdom - VU,≤100
100913339248794,"Alt det vi ikke siger højt, plus det løse - af Kristina Klindt","Alt det vi ikke siger højt, plus det løse - af Kristina Klindt",≤100
314301147507,Astma-Allergi Danmark,Astma-Allergi Danmark,≤100
67571270393,Red Barnet,These ads ran without a disclaimer,≤100
591683257511399,Sprøjtefri - Nej til sprøjtegifte i haven,VPU - Vandværkerne i Aarhus,≤100
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,≤100
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,≤100
550512865030230,Promissio,Promissio,≤100
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,≤100
257730662802548,Mission10forty,Mission10forty.org,≤100
115737371820702,DEO - Demokrati i Europa,DEO - Demokrati i Europa Oplysningsforbundet,≤100
305932686202047,Caritas Danmark,Caritas Danmark,≤100
418179784893842,Enhedslisten Hillerød,Enhedslisten Hillerød,≤100
1586697221547052,Røde Kors Genbrug,Røde Kors Genbrug,≤100
17428770950,RÆSON,RÆSON,≤100
192783424152018,Socialistisk Information,Socialistisk Information,≤100
297422283612612,TotalEnergies,TotalEnergies,≤100
107575374711850,SAGA DK,Saga,≤100
178362315106,European Parliament,European Parliament,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
141378109375840,Bergur Larsson Løkke Rasmussen,Bergur Larsson Løkke Rasmussen,≤100
454787324541046,Danmarks Sportsfiskerforbund,Danmarks Sportsfiskerforbund,≤100
111446653959672,Amatørmusik Danmark,These ads ran without a disclaimer,≤100
671022293105597,Alex Vanopslagh,Alex Vanopslagh,≤100
177588925606965,Landsforeningen for Bæredygtigt Landbrug,Landsforeningen for Bæredygtigt Landbrug,≤100
191492900934553,"Louise Schelde Frederiksen - Jurist og Lektor, cand.jur","Louise Schelde Frederiksen - Jurist og Lektor, cand.jur",≤100
349254621827626,Dansk Skovforening,Dansk Skovforening,≤100
233007696711516,SLA,These ads ran without a disclaimer,≤100
104935758853057,Kim Alexander Jensen - Liberal Alliance,Kim Alexander Jensen - Liberal Alliance,≤100
12390252419,Region Nordjylland,Region Nordjylland,≤100
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,≤100
1684646181850363,TjekDet,These ads ran without a disclaimer,≤100
105238742599955,Nisitra Amsuwan Haack,These ads ran without a disclaimer,≤100
297422283612612,TotalEnergies,These ads ran without a disclaimer,≤100
566839703440546,KLAR Forsyning,These ads ran without a disclaimer,≤100
101286428483346,Annette Blynel,SF - Socialistisk Folkeparti,≤100
26573783230,Dyrenes Alliance,These ads ran without a disclaimer,≤100
106612967930659,Etiquette Now,These ads ran without a disclaimer,≤100
138457552871898,Live Aqua Beach Resort Cancun,These ads ran without a disclaimer,≤100
150793518281117,Covestro,These ads ran without a disclaimer,≤100
527351247377965,European Committee of the Regions,European Committee of the Regions,≤100
102953441994382,Your Ruling Planet - Lifestyle,These ads ran without a disclaimer,≤100
