Page ID,Page name,Disclaimer,Amount spent (KES)
103408652150397,Hon. Mohamed Soud Machele,Ibrahim Aziz Omar,2094
110408975208360,Talking about matters,Well Made Strategy LLP,270
515012855207241,Hon. Eng. Vincent Musyoka Musau Kawaya,Musa Vincent Musyoka,≤100
105833652399018,Maina Karobia,Mwangi Godfrey Maina,≤100
344924819231181,"Hon. Rahab Mukami, Nyeri County Women Rep",Rahab Mukami Wachira,≤100
181477995294794,SYSPRO Global,These ads ran without a disclaimer,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100
302242213657922,MissingVoiceske,These ads ran without a disclaimer,≤100
164344500263690,Beijing Review,These ads ran without a disclaimer,≤100
19746387261,Humane Society International,These ads ran without a disclaimer,≤100
114507271987242,IVECA International Virtual Schooling,These ads ran without a disclaimer,≤100
423670114403144,Trending in China,These ads ran without a disclaimer,≤100
207514629334623,قراءات إفريقية,These ads ran without a disclaimer,≤100
