Page ID,Page name,Disclaimer,Amount spent (ZAR)
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,208
136956534616,Times LIVE,TimesLIVE,≤100
740116816003959,Western Cape Government,Western Cape Government,≤100
195909420099,Solidariteit,Solidariteit,≤100
57206003848,Greenpeace Africa,Greenpeace Africa,≤100
123971017684407,HeraldLIVE - Nelson Mandela Bay,HeraldLIVE,≤100
102268322635915,The Finance Daily,The Finance Daily,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
325113820874966,OUTA - Organisation Undoing Tax Abuse,Organisation Undoing Tax Abuse (OUTA),≤100
2145594122138312,Action Society,Action Society,≤100
107169379305548,TLU SA,TLU SA,≤100
446648162438519,Thisisacumen,Acumen Media Management,≤100
103278761413963,Empowering SA,Empowering SA,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
1613030308842801,Democratic Alliance Western Cape,Democratic Alliance,≤100
102265308016316,Al Jama-ah,Al Jama-ah,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
311936835992045,Dear South Africa,DearSA,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
1770207119865540,Civics Academy ZA,Civics Academy ZA,≤100
103131862424141,IZWE LETHU PARTY,IZWE LETHU PARTY,≤100
225941290782035,Parliament of the Republic of South Africa,Parliament of the Republic of South Africa,≤100
614441158766955,Vote Dr Sipho P. Malapane 2024,Sipho Pienaar Malapane,≤100
110333931764735,Smile Papers,These ads ran without a disclaimer,≤100
