Page ID,Page name,Disclaimer,Amount spent (BAM)
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,151
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
1894157260888813,Dr Vlado Đajić - Др Владо Ђајић,Vlado Đajić,≤100
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Filip Lučić,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
789735661383506,Fondacija Tadž - Stipendiranje budućih hafiza,Fondacija Tadž - Stipendiranje budućih hafiza,≤100
847305072075506,Град Бања Лука,Град Бања Лука,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
109652028193268,Revizije info,Revizije info,≤100
163322863710900,Evropska unija u Bosni i Hercegovini,Ured spec. predstavnika,≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
147315858633088,Istinomjer,Istinomjer,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
197596636939679,tacno.net,Tacno.net,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
100044353152888,Investicijska fondacija Impakt,These ads ran without a disclaimer,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
120481645203741,Dragan Bursać,Dragan Bursać,≤100
163080080447411,Републичка странка Српске,Filip Lučić,≤100
2430163100537312,Spin Info,Spin Media,≤100
106099145362821,Goražde bez pesticida,Harun  Bešlija,≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa,≤100
111675408313515,Lisbon Energy Summit,These ads ran without a disclaimer,≤100
112831185055172,transparency.lab,These ads ran without a disclaimer,≤100
85069283164,Admir Čavalić,Admir Čavalić,≤100
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100
625278384341530,Sacral Yoga,These ads ran without a disclaimer,≤100
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100
417853371621843,Mirnes Ajanović,Mirnes Ajanović,≤100
105699708610413,The Kyiv Independent,These ads ran without a disclaimer,≤100
1607622842896752,interview.ba,Fondacija Infohuse,≤100
111162291568245,Nijaz Helez,OO SDP BiH BUGOJNO,≤100
