Page ID,Page name,Disclaimer,Amount spent (INR)
109937650579639,discovery+,discovery+,287
330760810293224,HelpAge India,HelpAge India,168
107594063255738,Ankur Warikoo,These ads ran without a disclaimer,≤100
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,≤100
109076322510196,Saviour Education Abroad,Saviour Education Abroad OPC Pvt Ltd,≤100
109545244848137,Crafto,Kutumb App,≤100
108992338707380,Ankur Warikoo Courses,These ads ran without a disclaimer,≤100
1433526693616228,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,≤100
103782051383159,School of Politics,School of Politics,≤100
105682567774739,Tajinder Singh Sran,Tajinder Singh Sran,≤100
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,≤100
316365575140365,Rozana Spokesman,Rozana Spokesman,≤100
101713962007976,Amrit Mahotsav,Amrit Mahotsav,≤100
270666596375251,Jhatkaa.org,Jhatkaa.org,≤100
2248485428700495,Global Leaders Awards,Global Leaders Awards,≤100
132689140088396,smilefoundation,smilefoundation,≤100
121669029226768,MTV Nishedh,MTV Staying Alive Foundation,≤100
112058781694921,Fiigs India,These ads ran without a disclaimer,≤100
177924969696841,Rajendra Tiwari,Rajendra Tiwari,≤100
544920495569144,CP Joshi,CP Joshi,≤100
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,≤100
1327351450720146,Pradhan Mantri Bhartiya Janaushadhi Pariyojana,Pharmaceuticals & Medical Devices Bureau of India,≤100
114233898263244,Indian Compass Videos,theindiancompass.com,≤100
100460032153199,Jagmohan Singh Raju,Jagmohan Singh Raju,≤100
104153325410361,Continental Greenbird,Continental Greenbird,≤100
404746486258732,Project Nanhi Kali,Project Nanhi Kali,≤100
138959221683611,Devinder Singh Bajwa-Roadmajra,Devinder Singh Bajwa-Roadmajra,≤100
119324884471716,Kuldeep Thakur SKM,Kuldeep Thakur SKM,≤100
132806813793938,Paramjit Singh Sarna,Paramjit Singh Sarna,≤100
773786052799615,Atul Sharma,Atul Sharma,≤100
107334185444129,Charitism Global,Charitism Global,≤100
107813374962437,gags_dhatt,YOUTH VOICE FOUNDATION,≤100
101437656247049,Modi Quotes,Modi Quotes,≤100
104897397548712,YV Care,YV Care,≤100
568928239883450,The Times Of A Better India,The Times Of A Better India,≤100
102277376171800,Yash Agarwal,Yash Agarwal,≤100
100839128450151,Amisha Chawla,AwesomeByte,≤100
104736419210593,PACE INDIA,PACE INDIA,≤100
1521106071438318,CMO Chhattisgarh,IVS Corporation,≤100
392150647910803,Bharat Lok Shiksha Parishad,Bharat Lok Shiksha Parishad,≤100
33497111948,Child Rights and You,Child Rights and You,≤100
317463093373,The Akshaya Patra Foundation,These ads ran without a disclaimer,≤100
685881558130468,Kamal Nath,Kamal Nath,≤100
165714096933078,Piyush Goyal,Piyush Goyal,≤100
2082424261866450,Vii Media,Vii Media,≤100
175198709532974,Bhabesh kalita ভৱেশ কলিতা,Suryanetram,≤100
698096280212576,Bhatti Vikramarka Mallu,Bhatti Vikramarka Mallu,≤100
105234459127980,Women Climate Collective,Women Climate Collective,≤100
