Page ID,Page name,Disclaimer,Amount spent (BRL)
301774903545521,Brasil Paralelo,Brasil Paralelo,159
114407660269758,Zé Haroldo Cathedral,Jose Haroldo Figueiredo Campos,≤100
1460558354166610,Dr. Hiran Gonçalves,Hiran Manuel Gonçalves da Silva,≤100
137389166280413,Estácio,Estácio,≤100
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,≤100
100107594927557,Portal O PODER,Pontual pesquisas e mídias Eireli,≤100
338672846326510,Deputado Jorge Everton,Jorge Everton,≤100
465235726843103,Ambev,Ambev,≤100
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,≤100
121116005943892,Saúde Não Se Pesa,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,≤100
110972683845381,Conta Bemol,Bemol Serviços Financeiros,≤100
223383744823290,Deputado Federal Nicoletti,Antonio Nicoletti,≤100
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,≤100
198123623636877,Governo de Roraima,Governo de Roraima,≤100
159103797542,Greenpeace Brasil,Greenpeace Brasil,≤100
112830251033781,Tiger,GRUPO HEINEKEN,≤100
112021296931600,Mônica Lopes,IBPOM,≤100
255804437808407,Vale,Vale,≤100
1549054225424161,Eduardo Moreira,Instituto Conhecimento Liberta,≤100
171169022896525,Guaraná Antarctica,Ambev,≤100
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,≤100
111498884648739,Instituto Cultural Vale,Instituto Cultural Vale,≤100
113165042099382,Brasil 61,Brasil 61,≤100
170797776305287,Brasilprev,These ads ran without a disclaimer,≤100
109272165397476,Gerson Aragao,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
224777780881144,Visão Mundial,Visão Mundial,≤100
422665284772249,Fernando Ulrich,Liberta Agentes Autonomos de Investimentos S/s LTDA,≤100
107625143949627,Mariana Brito Soares,Mariana Brito Soares,≤100
258088921369,TOTVS,TOTVS,≤100
367468876929300,Instituto Avon,AVON COSMETICOS LTDA,≤100
1431719646851969,Abel Lumer,Abel Lumer,≤100
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,≤100
