Page ID,Page name,Disclaimer,Amount spent (BAM)
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,171
162926690478548,Oslobodjenje,Oslobodjenje,≤100
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100
109652028193268,Revizije info,Revizije info,≤100
104197490039539,N1 Bosna i Hercegovina,N1 BiH,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100
1473660889517303,Irfan Čengić,Irfan Cengic,≤100
100291101730616,Jasmin Ademović,Jasmin Ademovic,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
110760128594320,Muhamed Hasanović,Muhamed Hasanovic,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
320365108091315,Društvo ujedinjenih građanskih akcija,Društvo ujedinjenih građanskih akcija,≤100
102667249419191,GenChange,Arijana Trle,≤100
129224207219445,Merima Arnautović,Merima Arnautović,≤100
1810985798962208,SDP Visoko,Belmin Zukan,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
120481645203741,Dragan Bursać,Dragan Bursać,≤100
85069283164,Admir Čavalić,Admir Čavalić,≤100
626456354136358,FNF Western Balkans,These ads ran without a disclaimer,≤100
753740401664958,Omer Berbić - vijećnik u GV Tuzla,Omer Berbic,≤100
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100
1454304308161318,"Koalicija ""Pod lupom""","Koalicija ""Pod lupom""",≤100
102092095798552,BLink.ba,Vedran Sevcuk,≤100
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100
154923374536050,LKAB,These ads ran without a disclaimer,≤100
107367052294027,Yu-58,These ads ran without a disclaimer,≤100
112846865029121,RDA SPOT,These ads ran without a disclaimer,≤100
459821360865223,Centar za mlade KVART,These ads ran without a disclaimer,≤100
151296002169571,Jelena Trivic,Jelena Trivic,≤100
2430163100537312,Spin Info,Spin Media,≤100
100187109256916,Ustajte Diskriminisani,Ustajte Diskriminisani,≤100
195728538050,Netokracija,These ads ran without a disclaimer,≤100
102854792575685,Powmr_Official,These ads ran without a disclaimer,≤100
100379049649433,Cool Bits Daily,These ads ran without a disclaimer,≤100
1522316844651921,Mudrost Kralja Salomona i njegovih Izreka,These ads ran without a disclaimer,≤100
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100
