Page ID,Page name,Disclaimer,Amount spent (BOB)
540945779425216,Gobernación de Chuquisaca,Christian Hugo Gumiel Eguivar,≤100
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,≤100
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
162964977170060,Solidar Suiza Bolivia - Doctora Edilicia,Doctora Edilicia,≤100
1616241865111812,Soberanía Alimentaria IPDSA,Coordenada Digital,≤100
105941541719195,Concejo Municipal de El Alto,Ronald Wilson Morales Llerena,≤100
68793499001,UNICEF,UNICEF with Facebook Ad Credits,≤100
100301178044225,Viralcom,ViralComtv,≤100
101101305489401,Viceministerio de Tierras - MDRyT,Eliana Marcelo Montero Guevara,≤100
856012741442139,Ipas LAC,NEUMA,≤100
269633369881331,Senador Rodrigo Paz,Gabriela Pacello Guillen,≤100
104027932989856,Dakar Rally,These ads ran without a disclaimer,≤100
188140874572413,Charles Darwin Foundation,These ads ran without a disclaimer,≤100
109076095187370,Youthoppia,These ads ran without a disclaimer,≤100
381920638544893,Soy Santa Cruz Bolivia,Soy Santa Cruz Bolivia,≤100
124252504303223,UNICEF (FR),UNICEF avec des crédits publicitaires Facebook,≤100
698974256785676,Bayer Cono Sur,These ads ran without a disclaimer,≤100
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,≤100
131189377574,MDPI,These ads ran without a disclaimer,≤100
