Page ID,Page name,Disclaimer,Amount spent (BAM)
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,176
102151872818424,Покренимо Бијељину - Pokrenimo Bijeljinu,Pokrenimo Bijeljinu,≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
109476371475566,Др Љубиша Петровић / Dr Ljubiša Petrović,Др Љубиша Петровић / Dr Ljubiša Petrović,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
1894157260888813,Dr Vlado Đajić - Др Владо Ђајић,Vlado Đajić,≤100
789735661383506,Fondacija Tadž - Stipendiranje budućih hafiza,Fondacija Tadž - Stipendiranje budućih hafiza,≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
163080080447411,Републичка странка Српске,Filip Lučić,≤100
104197490039539,N1 Bosna i Hercegovina,N1 BiH,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
109652028193268,Revizije info,Revizije info,≤100
197596636939679,tacno.net,Tacno.net,≤100
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
102667249419191,GenChange,Arijana Trle,≤100
107611431847020,Pokret za pravdu i red Nebojša Vukanović - Ugljevik  Lopare  Bijeljina,Darko Marjanovic,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
147315858633088,Istinomjer,Istinomjer,≤100
106937677998846,Pravo na lijek,Pravo na lijek,≤100
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100
104089781069241,infoVeza,"Udruženje građana ""ReStart Srpska""",≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
1454304308161318,"Koalicija ""Pod lupom""","Koalicija ""Pod lupom""",≤100
177694669315988,Nedeljko Ćorić,Недељко Ћорић,≤100
110760128594320,Muhamed Hasanović,Muhamed Hasanovic,≤100
116587504706006,htecgroup,These ads ran without a disclaimer,≤100
285530825204,Klitschko,These ads ran without a disclaimer,≤100
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100
269552470543951,Husein Tokić,Husein Tokić,≤100
110038557114533,5 Media,These ads ran without a disclaimer,≤100
102500518635499,ENTR en,These ads ran without a disclaimer,≤100
120481645203741,Dragan Bursać,Dragan Bursać,≤100
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100
102343781660824,Ajdin Holjan,Ajdin Holjan,≤100
85069283164,Admir Čavalić,Admir Čavalić,≤100
110150132017819,nadRealno,These ads ran without a disclaimer,≤100
100291101730616,Jasmin Ademović,Jasmin Ademovic,≤100
305608429284,EU Environment,These ads ran without a disclaimer,≤100
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100
351671375760473,The GCCA,These ads ran without a disclaimer,≤100
332496257320171,Alen Girt,Alen Girt,≤100
