Page ID,Page name,Disclaimer,Amount spent (CZK)
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,4906
2214398435317853,CNN Prima NEWS,FTV Prima,1905
314038193269,211 - Zdravotní pojišťovna ministerstva vnitra ČR,Zdravotní pojišťovna ministerstva vnitra ČR,1707
176688316811,Vodafone CZ,Vodafone Czech Republic a.s.,689
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,561
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",513
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,390
114979717860158,VL&Partneři,VL&Partneři s.r.o,293
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,292
228361180513562,Deník E15,CZECH NEWS CENTER a. s.,263
134443820058669,Zbyněk Stanjura,ODS - Občanská demokratická strana,256
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,249
137778619615350,Voyo.cz,TV Nova s. r. o.,243
178362315106,European Parliament,European Parliament,235
356451014434612,Marian Jurečka,KDU-ČSL,231
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,227
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,219
609246842426009,Rekonstrukce státu,Rekonstrukce státu,217
1956144064659620,BlueTV,Aliance pro budoucnost,213
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita Česká republika,210
107898832590939,European Commission,European Commission,175
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,134
369035059843617,REMAX Delux,Tomáš Šimek,132
203656526961481,Klub Pátečníků - patecnici.cz,Klub Pátečníků s.r.o.,119
101429731974678,Piráti Jihomoravský kraj,Pirátská strana - Jihomoravský kraj,118
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,110
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",105
424114981002397,Český rozhlas Plus,Český rozhlas,≤100
319958294730813,Jihomoravský kraj,Krajský úřad Jihomoravského kraje,≤100
108973609370,Linka bezpečí,Linka bezpečí,≤100
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,≤100
52479821102,Týdeník Respekt,Týdeník Respekt,≤100
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,≤100
287724754662359,HateFree Culture,HateFree Culture,≤100
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,≤100
1469427909957890,Reportér magazín,Reportér magazín,≤100
137301989386,Aktuálně.cz,Aktuálně.cz,≤100
109723118189780,"Lenka Knechtová, poslankyně Parlamentu ČR",ANO Jihomoravský kra,≤100
90002267161,TOP 09,TOP 09,≤100
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,≤100
693725074166331,Naše zdravotnictví,Naše zdravotnictví,≤100
2198949580361251,Marek Viskot,Marek Viskot,≤100
2106629662903134,Brno Brňankám a Brňanům,Tom Ulrich,≤100
662196877287140,Tomáš Třetina,PRodukujeme,≤100
100201752249169,Spolu21,Občanská demokratická strana,≤100
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,≤100
251656685576,KDU-ČSL,KDU-ČSL,≤100
711658465662315,XTV,XTV,≤100
227416910669250,Komora daňových poradců ČR,Komora daňových poradců ČR,≤100
105410686588,Piráti Brno,Česká pirátská strana - Jihomoravský kraj,≤100
111108757492137,Libor Vondráček • Svobodní,Libor Vondráček • Svobodní,≤100
110690417643599,Lukáš Dubec I náměstek JMK pro lidi a přírodu,Lukáš Dubec,≤100
109451955274164,"Vít Jonáš - zastupitel města Břeclav, maratonec",Vít Jonáš,≤100
100866455735800,Aussies Sky News,These ads ran without a disclaimer,≤100
460558621177512,Zálohujme.cz,Zálohujme,≤100
104635828989286,Teplator,"TEPLÁTOR, a.s.",≤100
124212050978293,Kverulant org,Kverulant org,≤100
109664387308142,Poradna pro obce,KVB advokátní kancelář s.r.o.,≤100
416190415243,Fakulta životního prostředí - ČZU v Praze,Fakulta životního prostředí,≤100
579215965436046,JSNS,"Člověk v tísni, o.p.s.",≤100
413476830191,Prague Security Studies Institute,Prague Security Studies Institute,≤100
112503423634725,Josef Bazala,KDU-ČSL,≤100
110208494972750,"Eva Rajchmanová, senátorka za Hodonínsko, Kyjovsko a Veselsko",KDU-ČSL,≤100
108912897259781,Психічне здоров'я для України,These ads ran without a disclaimer,≤100
123858471641,iROZHLAS.cz,Český rozhlas,≤100
100713699374019,Richard Brabec,Richard Brabec,≤100
106455438982920,Back Legal,These ads ran without a disclaimer,≤100
378827025796132,Peak.cz,Peak.cz,≤100
284944781875,EURACTIV.cz,EURACTIV.cz,≤100
265056436921261,NOVÁ SÍŤ,Nová síť z.s.,≤100
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,≤100
103779080972210,Youradio Talk,Youradio Talk,≤100
453697017993990,Aspen Institute Central Europe,Aspen Institute Central Europe,≤100
116782694354347,starschool_kids,These ads ran without a disclaimer,≤100
205487459463490,Helios od Asseco Solutions,These ads ran without a disclaimer,≤100
100843142503124,ZjistiVíc.cz,Zjisti víc,≤100
321762510282,Michal Kučera,Michal Kučera,≤100
733410133337387,Michaela Šojdrová,Michaela Šojdrová,≤100
307710452690539,Starostové a nezávislí - Jihomoravský kraj,Starostové a nezávislí • STAN,≤100
1701718886552103,Moje Evropa,Moje Evropa,≤100
545254525495201,Pravý břeh - Institut Petra Fialy,"Pravý břeh, z.s.",≤100
108342850697974,Hejtman Josef Suchánek,Starostové a nezávislí • STAN,≤100
119624098506,Kateřina Konečná,Filip Zachariaš,≤100
343987063337791,CyberBlog,Cyber Security Solutions s.r.o.,≤100
117823623864,Transparency International ČR,Transparency International ČR,≤100
146556772110539,Security Outlines,Security Outlines,≤100
2244726532215982,Senátorský klub - Starostové a nezávislí,Senátorský klub Starostové a nezávislí,≤100
110858965631193,Klimatická koalice,"Centrum pro dopravu a energetiku, z.s.",≤100
43855944703,Svobodní,Svobodní,≤100
102620981865843,Jana Skopalíková - radní pro životní prostředí a zemědělství,Jana Skopalíková,≤100
106569184915270,Lucie Kantorová,Lucie Kantorova,≤100
125830487980906,Solární asociace,Solární asociace,≤100
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",≤100
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,≤100
288004403427,"Friedrich-Ebert-Stiftung, zastoupení v České republice","Friedrich-Ebert-Stiftung, zastoupení v České republice",≤100
267806570729225,Národní Noviny,Hrubon Rudolf,≤100
226207821151572,Marek Novák - poslanec zlínského kraje,Marek Novák,≤100
586817644761028,Vladimír Balaš,STAN,≤100
126659427510627,Institut politologických studií FSV UK,Kateřina Krupičková,≤100
106901094332851,Recykluj - nespaluj,Recykluj - nespaluj hys,≤100
102844685102730,Olga Richterová - místopředsedkyně Sněmovny,Česká pirátská strana,≤100
567229570370422,Eva Decroix,Decroix Eva,≤100
107572505087543,AŘOV - Asociace řidičů osobních vozidel,"Asociace řidičů osobních vozidel, z.s.",≤100
155406703122,Arnika,Arnika - Centrum pro podporu občanů,≤100
317530692148022,Evropa v datech,Evropa v datech,≤100
548487565163265,"Buď Čech, buď laska",Tomáš Rufer,≤100
107341405343516,Mise Ukrajina,Mise Ukrajina,≤100
1382379128444365,Margita Balaštíková - poslankyně,Margita Balaštíková,≤100
104208542332869,"Fridays for cars, energy and freedom - CZ",Fridays For Cars CZ,≤100
745225392241191,Primagas Česká republika,PRIMAGAS s.r.o.,≤100
101134762378681,Michaela Šebelová,STAROSTOVÉ A NEZÁVISLÍ,≤100
144709575593854,EESC - European Economic and Social Committee,EESC - European Economic and Social Committee,≤100
