Page ID,Page name,Disclaimer,Amount spent (BRL)
301774903545521,Brasil Paralelo,Brasil Paralelo,2179
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,831
131844590198876,Prefeitura de Porto Alegre,Prefeitura Municipal de Porto Alegre,781
373178502706775,Colégio Marista Rosário,Colégio Marista Rosário,666
121116005943892,Saúde Não Se Pesa,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,548
159103797542,Greenpeace Brasil,Greenpeace Brasil,321
167035830067775,Prefeitura de Canoas,PREFEITURA DE CANOAS,316
106558185227603,BP Select,Brasil Paralelo Entretenimento e Educação S/A,272
485038291601083,Colégio Marista Ipanema,Colégio Marista Ipanema,261
441602952530407,Colégio Marista Assunção,Colégio Marista Assunção,242
101189854802059,Revista Oeste,Revista Oeste,213
297467143670963,Colégio Marista Conceição,Colégio Marista Conceição,204
1446921505569922,Marista São Francisco - RS,Colégio Marista São Francisco,203
403911956313694,Colégio Marista São Luís - RS,Colégio Marista São Luís,202
112830251033781,Tiger,GRUPO HEINEKEN,162
358384060944062,Prefeitura do Rio Grande,AD3Plus,161
342222965852417,Colégio Marista Roque,Colégio Marista Roque,149
471907586160657,Marista Graças,Colégio Marista Graças,141
314844381936335,Colégio Marista Pio XII,Colégio Marista Pio XII,133
280543148741797,Colégio Marista Medianeira,Colégio Marista Medianeira,126
303652596391419,Colégio Marista Maria Imaculada,Colégio Marista Maria Imaculada,126
155498031194084,Colégio Marista Santa Maria - RS,Colégio Marista Santa Maria,125
464533840225061,Colégio Marista São Pedro,Colégio Marista São Pedro,125
124632230915020,Luciana Genro,Luciana Krebs Genro,120
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,113
220898724599599,Ação da Cidadania,These ads ran without a disclaimer,111
113165042099382,Brasil 61,Brasil 61,102
171169022896525,Guaraná Antarctica,Ambev,≤100
780458271981477,Prefeitura de Gravataí,AD3Plus,≤100
465235726843103,Ambev,Ambev,≤100
104738421003389,InvestNews BR,Easynvest,≤100
225628057522942,Colégio Marista Santo Ângelo,Colégio Marista Santo Ângelo,≤100
724301607605853,Marista Aparecida,Colégio Marista Aparecida,≤100
188766024500202,Prefeitura de Novo Hamburgo,Prefeitura de Novo Hamburgo,≤100
109918909035681,Cerveja Brahma Oficial,Ambev,≤100
1124473760957316,FS Fueling Sustainability,FS Fueling Sustainability,≤100
350875841718469,Sindicato dos Metroviários,SindimetrôRS,≤100
7970426802,WWF-Brasil,WWF-Brasil,≤100
255804437808407,Vale,These ads ran without a disclaimer,≤100
228909183838663,Fundação Demócrito Rocha,Ismael Pereira Da Costa,≤100
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,≤100
184233611668077,Sofia Cavedon,Sofia Cavedon Nunes,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
109591311961445,Brasil em Ruínas,Marco Aurelio Machado,≤100
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,≤100
118576168246679,SIMPE RS,Sindicato dos Servidores do Ministério Público do Rio Grande do Sul,≤100
185940908958849,Comissário Zottis,Luis Zottis,≤100
364838737350939,Vereador Tony Oliveira,Antonio Elemar De Oliveira,≤100
101275371333153,Leandro Horlle,Leandro Marciano Horlle,≤100
220346131312219,Ministério Público do Trabalho,Ministério Público do Trabalho,≤100
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,≤100
333720355130,Petrobras,Petrobras,≤100
394517827279852,Alceu Moreira,Alceu Moreira Da Silva,≤100
110225312350543,Nova Escola,Associação Nova Escola,≤100
109226467222782,Brasil Sem Medo,Brasil Sem Medo,≤100
105131108517896,Tiago Moraes,Tiago Moraes Dos Santos,≤100
769753176473124,Juvir Costella,Juvir Costella,≤100
422665284772249,Fernando Ulrich,Liberta Agentes Autonomos de Investimentos S/s LTDA,≤100
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,≤100
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",≤100
1578235319127195,Seiko Brasil,ORIENT RELOGIOS DA AMAZONIA LTDA,≤100
170238043113891,Professor Rômulo Passos,Romulo Silva Passos,≤100
2209699192690015,Tanise Sabino,Tanise Pazzim,≤100
258088921369,TOTVS,TOTVS,≤100
363140553718136,Epoch Times Brasil,EPOCH TIMES BRASIL LTDA,≤100
252808465168613,Vereador Gilson,Vereador Gilson,≤100
1498647100170828,Prefeitos do Futuro,Prefeitos do Futuro Cursos e Treinamentos LTDA,≤100
224777780881144,Visão Mundial,Visão Mundial,≤100
108147365877214,Canal Futura,Fundação Roberto Marinho,≤100
131030111692902,Cirion Brasil,Cirion Brasil,≤100
